project,seed,profile,dose,latency,model,n_pos_noisy,n_pos_retained,mcc_avg,gmean_avg,mcc,gmean
commons-collections,999,fn_heavy,0.2,uniform,OOB,285,0,-0.031246607505858833,0.35710070848741554,-0.10812274246505965,0.3443561551832486
commons-collections,999,fn_heavy,0.2,uniform,ORB,285,0,-0.040158476491601015,0.3108876345920274,-0.07500417597209398,0.2602477557477991
commons-collections,999,fn_heavy,0.2,uniform,NA(damp),285,0,-0.01861048051395688,0.2881205642517677,0.03732507467047345,0.5549018498494409
commons-collections,999,fn_heavy,0.2,uniform,NA(fp_filter),285,0,-0.03552141166939286,0.3008789507402262,0.029551742036262308,0.5432712125760754
commons-collections,999,fn_heavy,0.2,none,OOB,285,0,0.01301915052220688,0.5086499650265107,0.06303541386883489,0.576196982610146
commons-collections,999,fn_heavy,0.2,none,ORB,285,0,0.020583760511141132,0.5281431917315685,-0.08112335148285268,0.2833143375277182
commons-collections,999,fn_heavy,0.2,none,NA(damp),285,0,0.009178319033140977,0.48549891472824624,0.013677760454279415,0.5188959580601689
commons-collections,999,fn_heavy,0.2,none,NA(fp_filter),285,0,-0.02942448482527862,0.34619774123890873,-0.0812041163499905,0.22183902333313532
commons-collections,999,fn_heavy,0.25,uniform,OOB,352,0,-0.04175537827926935,0.34237049949645076,-0.109653006772309,0.3320447363109189
commons-collections,999,fn_heavy,0.25,uniform,ORB,352,0,-0.004492137654666529,0.3910764147198959,-0.06054402305102235,0.37775482890117945
commons-collections,999,fn_heavy,0.25,uniform,NA(damp),352,0,-0.007149410044419886,0.30634963088798434,-0.038238944206289906,0.4337650924294686
commons-collections,999,fn_heavy,0.25,uniform,NA(fp_filter),352,0,-0.010514893760120585,0.3472340574606694,-0.03861544406615374,0.4182235186062234
commons-collections,999,fn_heavy,0.25,none,OOB,352,0,-0.03654660168874392,0.34094598309324803,0.004663588954713602,0.4982162874591264
commons-collections,999,fn_heavy,0.25,none,ORB,352,0,-0.03920208206839543,0.26927613932971,-0.024548143843171614,0.4311299702949102
commons-collections,999,fn_heavy,0.25,none,NA(damp),352,0,0.0315607140630306,0.4303557208227899,0.015239658330544237,0.5219637209791458
commons-collections,999,fn_heavy,0.25,none,NA(fp_filter),352,0,-0.0019500414169624865,0.34958169947559103,-0.02463637544097021,0.4276940586778585
commons-collections,999,fn_heavy,0.3,uniform,OOB,414,0,-0.047145484833345824,0.28823059351611385,-0.08161937917447563,0.3794739045263048
commons-collections,999,fn_heavy,0.3,uniform,ORB,414,0,-0.021511693249795558,0.36221384486187586,-0.036162068013638235,0.41124460285837544
commons-collections,999,fn_heavy,0.3,uniform,NA(damp),414,0,0.00509847623173725,0.4059867404593286,-0.052450147063497495,0.3996650956505143
commons-collections,999,fn_heavy,0.3,uniform,NA(fp_filter),414,0,-0.02397570618380169,0.2841080526999095,-0.10781415744379808,0.27086613158228656
commons-collections,999,fn_heavy,0.3,none,OOB,414,0,-0.02633902779758686,0.30763067841808034,0.030127019056937633,0.5338481234812342
commons-collections,999,fn_heavy,0.3,none,ORB,414,0,0.0060670130256808025,0.39728892335193033,0.08365524079932878,0.6217836175042696
commons-collections,999,fn_heavy,0.3,none,NA(damp),414,0,-0.011094291146460223,0.368964695335473,-0.037376024119557226,0.4329525053931798
commons-collections,999,fn_heavy,0.3,none,NA(fp_filter),414,0,-0.012002824226343054,0.2730436945842355,0.040830726787717396,0.5534437242185811
commons-compress,7,symmetric,0.05,uniform,OOB,234,169,0.09317829980168678,0.47713873178338767,0.04971711742769824,0.5599190069922456
commons-compress,7,symmetric,0.05,uniform,ORB,234,169,0.07143992539040646,0.5137376595708523,0.01249732571250539,0.40295632636994627
commons-compress,7,symmetric,0.05,uniform,NA(damp),234,169,0.037207198027185404,0.4707243354022982,0.0703675325775345,0.5927799861658377
commons-compress,7,symmetric,0.05,uniform,NA(fp_filter),234,169,0.0482936935952679,0.4885989864313285,0.1657962286250219,0.6237553011380568
commons-compress,7,symmetric,0.05,none,OOB,234,169,0.13738137624651023,0.5939514610305232,0.06336877194878117,0.5946780880707697
commons-compress,7,symmetric,0.05,none,ORB,234,169,0.08795181931885654,0.5395880990131536,-0.05668267232121591,0.3525987654555894
commons-compress,7,symmetric,0.05,none,NA(damp),234,169,0.14668404377503744,0.5915351260110838,-0.046122648544657585,0.3502089358671108
commons-compress,7,symmetric,0.05,none,NA(fp_filter),234,169,0.13730081383459372,0.5277660290262624,-0.008618254034192625,0.33777924327086234
commons-compress,7,symmetric,0.1,uniform,OOB,297,157,0.05646930436278626,0.42809980945257126,0.11193913201439552,0.6621665451192901
commons-compress,7,symmetric,0.1,uniform,ORB,297,157,0.04812589913745391,0.49584601329270767,0.11291510446658476,0.6663656921734729
commons-compress,7,symmetric,0.1,uniform,NA(damp),297,157,0.055569192059771136,0.5010026309335907,-0.034377999020858946,0.3659220069587897
commons-compress,7,symmetric,0.1,uniform,NA(fp_filter),297,157,0.060166230373780744,0.5058962265514637,0.09764013944941206,0.5956924918451968
commons-compress,7,symmetric,0.1,none,OOB,297,157,0.12265410033531199,0.5828171148701826,0.07020831885913842,0.6054244735226868
commons-compress,7,symmetric,0.1,none,ORB,297,157,0.0791370248484286,0.5407988259072716,0.0529355132700897,0.5772421740699462
commons-compress,7,symmetric,0.1,none,NA(damp),297,157,0.1322442031126654,0.585232277614616,0.00016577496813936256,0.46825197061655455
commons-compress,7,symmetric,0.1,none,NA(fp_filter),297,157,0.13788935036361005,0.5430145840513187,0.21082060643724015,0.669265920824968
commons-compress,7,symmetric,0.15,uniform,OOB,360,145,0.05509153332114489,0.4294976551177515,-0.01559788537065131,0.468639815309527
commons-compress,7,symmetric,0.15,uniform,ORB,360,145,0.00137655257278189,0.43177359867811643,-0.1176323330403605,0.16202257101028578
commons-compress,7,symmetric,0.15,uniform,NA(damp),360,145,0.03338866773101704,0.48782022933599734,-0.052974047486013046,0.34248681271035797
commons-compress,7,symmetric,0.15,uniform,NA(fp_filter),360,145,0.0280996768336252,0.4547477691425713,-0.0871735885642385,0.17491082522258608
commons-compress,7,symmetric,0.15,none,OOB,360,145,0.11478895195440464,0.5742421203049319,-0.02447004964228572,0.4491330825780116
commons-compress,7,symmetric,0.15,none,ORB,360,145,0.07814275361409208,0.537434870685,-0.07238055926558033,0.2997288983546556
commons-compress,7,symmetric,0.15,none,NA(damp),360,145,0.04431022861647694,0.5131079934567881,-0.07260573872961068,0.31320332882356006
commons-compress,7,symmetric,0.15,none,NA(fp_filter),360,145,0.09787737774804565,0.516293428230925,-0.04023660181181108,0.29953324225007383
commons-compress,7,symmetric,0.2,uniform,OOB,430,137,0.04225425135699819,0.43605069628968585,-0.04431628539143146,0.4267911901845636
commons-compress,7,symmetric,0.2,uniform,ORB,430,137,-0.03307533019286666,0.42853154091224277,-0.04379304405448605,0.4269824502644445
commons-compress,7,symmetric,0.2,uniform,NA(damp),430,137,0.012996000959674774,0.45681582144872573,-0.007282647766762347,0.46720444760947877
commons-compress,7,symmetric,0.2,uniform,NA(fp_filter),430,137,-0.02065402280709839,0.4442518689105519,0.1890927232084611,0.7576173067776203
commons-compress,7,symmetric,0.2,none,OOB,430,137,0.09395764316940547,0.5517971338431492,-0.07998768545445449,0.33520856714843433
commons-compress,7,symmetric,0.2,none,ORB,430,137,0.08741761671744094,0.5557048238058788,-0.021168409593298083,0.4355168576167563
commons-compress,7,symmetric,0.2,none,NA(damp),430,137,0.010614163194167626,0.48713375189753566,-0.0553903886023935,0.33767601904410915
commons-compress,7,symmetric,0.2,none,NA(fp_filter),430,137,0.047257487638074684,0.4791268349035455,0.03513885380424479,0.5296357822249178
commons-compress,7,symmetric,0.25,uniform,OOB,488,132,0.07390444643230244,0.5173524082793538,-0.055311300559224515,0.41608997129350117
commons-compress,7,symmetric,0.25,uniform,ORB,488,132,-0.0004152548626634425,0.4631179312215954,-0.011661072114897496,0.475239497272386
commons-compress,7,symmetric,0.25,uniform,NA(damp),488,132,-0.030376936046123876,0.4345731148646662,-0.0991762696452364,0.2002461700352615
commons-compress,7,symmetric,0.25,uniform,NA(fp_filter),488,132,-0.0074232384799956625,0.4386138150122017,0.10009397076010298,0.5931779195979342
commons-compress,7,symmetric,0.25,none,OOB,488,132,0.11566855843676252,0.5694938895041336,0.01449295880948548,0.5218002937023045
commons-compress,7,symmetric,0.25,none,ORB,488,132,0.06384801586061475,0.5332338186497246,-0.08085890410317809,0.3081380141561427
commons-compress,7,symmetric,0.25,none,NA(damp),488,132,0.12213959725513378,0.5884874294187964,0.0841241735642047,0.6265227492805977
commons-compress,7,symmetric,0.25,none,NA(fp_filter),488,132,0.1084915673343216,0.540930499490586,0.06742881839653707,0.5731150214882177
commons-compress,7,symmetric,0.3,uniform,OOB,565,127,0.03808654912411686,0.48919688685567253,-0.11345609268537046,0.25836498628039967
commons-compress,7,symmetric,0.3,uniform,ORB,565,127,0.008976328770700563,0.44513445477389424,-0.029470241359160397,0.44918554403955835
commons-compress,7,symmetric,0.3,uniform,NA(damp),565,127,0.03468901310053987,0.4600121933438064,-0.10203076273904008,0.28092195252651314
commons-compress,7,symmetric,0.3,uniform,NA(fp_filter),565,127,0.018255963485480867,0.42564123403284615,0.01677206924412987,0.5243383538130433
commons-compress,7,symmetric,0.3,none,OOB,565,127,0.10389566700794585,0.5611954022076835,0.006107548335153573,0.5093074163225518
commons-compress,7,symmetric,0.3,none,ORB,565,127,0.027918980893567535,0.5068831004498937,-0.08457309398063262,0.3095821412583208
commons-compress,7,symmetric,0.3,none,NA(damp),565,127,0.12046616316241278,0.5788593856289327,0.018701856113077422,0.5260945265779202
commons-compress,7,symmetric,0.3,none,NA(fp_filter),565,127,0.10495266418073575,0.5443591158915246,-0.04678286936042582,0.3264330386963531
commons-compress,7,fp_heavy,0.05,uniform,OOB,228,165,0.09500507681266433,0.47801711820596693,0.02100840390166602,0.5238041001199849
commons-compress,7,fp_heavy,0.05,uniform,ORB,228,165,0.11509245594063706,0.5535957420311916,0.04885466187165535,0.5109791618279866
commons-compress,7,fp_heavy,0.05,uniform,NA(damp),228,165,0.05609826413627416,0.4851644600694108,0.08855476878387411,0.6033487439260868
commons-compress,7,fp_heavy,0.05,uniform,NA(fp_filter),228,165,0.081595962626813,0.5218169261098201,0.13750887736393694,0.6308356260032256
commons-compress,7,fp_heavy,0.05,none,OOB,228,165,0.1431001773010838,0.5922981107466554,0.010204116924298127,0.515622857796152
commons-compress,7,fp_heavy,0.05,none,ORB,228,165,0.0895916835350775,0.5387941989650985,-0.07472635590789514,0.3153990204006249
commons-compress,7,fp_heavy,0.05,none,NA(damp),228,165,0.154365352698731,0.596426339992228,-0.04440576920876676,0.3574406609428841
commons-compress,7,fp_heavy,0.05,none,NA(fp_filter),228,165,0.09855848089138834,0.4996457180578653,-0.018659734157570725,0.3091578421116091
commons-compress,7,fp_heavy,0.1,uniform,OOB,283,150,0.076940811709504,0.45365491663863633,0.12914761607790645,0.6793128692639148
commons-compress,7,fp_heavy,0.1,uniform,ORB,283,150,0.023024270859805653,0.45644381513477034,-0.06644695805134604,0.2841774303129089
commons-compress,7,fp_heavy,0.1,uniform,NA(damp),283,150,0.047675221721287006,0.48065340648585225,-0.0891556034530114,0.22131747558472897
commons-compress,7,fp_heavy,0.1,uniform,NA(fp_filter),283,150,-0.0324397931545787,0.3934066230073026,-0.08212491340417934,0.14804759616076443
commons-compress,7,fp_heavy,0.1,none,OOB,283,150,0.12678399845884097,0.5819099114783716,-0.042734031249559754,0.42055372055004403
commons-compress,7,fp_heavy,0.1,none,ORB,283,150,0.08494569725804267,0.5438867444981282,0.058663135137749824,0.5852772654230098
commons-compress,7,fp_heavy,0.1,none,NA(damp),283,150,0.10380444347177312,0.5586990092040689,-0.05893305292050452,0.32984518568485927
commons-compress,7,fp_heavy,0.1,none,NA(fp_filter),283,150,0.0525697870369227,0.46630851524829364,-0.03408047509958425,0.27602784855277523
commons-compress,7,fp_heavy,0.15,uniform,OOB,348,139,0.05902519073997422,0.4320556735195268,0.09569912943805665,0.6432818135229555
commons-compress,7,fp_heavy,0.15,uniform,ORB,348,139,-0.009744938450568601,0.448811359329914,-0.07684295369244842,0.32372275404952305
commons-compress,7,fp_heavy,0.15,uniform,NA(damp),348,139,0.02249403150603539,0.48593434887847137,-0.06231245875284917,0.34582811420547493
commons-compress,7,fp_heavy,0.15,uniform,NA(fp_filter),348,139,0.03541733358305155,0.48662841254328665,0.02456257239389445,0.5362556303860737
commons-compress,7,fp_heavy,0.15,none,OOB,348,139,0.11610993973388181,0.5745174546557059,-0.011517424102179508,0.4644796264383234
commons-compress,7,fp_heavy,0.15,none,ORB,348,139,0.08904358492463012,0.547263098816582,-0.0539810502861434,0.3460289057982357
commons-compress,7,fp_heavy,0.15,none,NA(damp),348,139,0.1428069015667441,0.5927893780857102,-0.05225799125550921,0.35144528397678026
