mean_auc,mean_auc_permuted,hodges_lehmann,ci_low,ci_high,rank_biserial,n_projects,p_value
0.5989226015889413,0.5136215697659952,0.08759103490162667,0.040464553650377044,0.13120144482558876,0.7489177489177489,21,0.0016002655029296875
