project,seed,condition,n_fp_available,n_fn_available,n_labels_corrected,mcc_avg,gmean_avg,mcc,gmean
commons-codec,42,fn_repair_frac_0.75,241,7,5,0.036564635421659684,0.5258919495121899,0.08046112758294793,0.624532416511533
commons-codec,42,fp_repair_frac_1.00,241,7,241,0.07046931121194036,0.5381550935348536,0.09089445951839688,0.6412092447951794
commons-codec,42,fn_repair_frac_1.00,241,7,7,0.03587791318675581,0.5250344965741227,0.07440431932903743,0.6161021242112692
commons-codec,42,fn_repair_immediate,241,7,7,0.03371496128453845,0.4782016564714118,-0.05405041370127585,0.360276401976601
commons-codec,42,fn_repair_at_window,241,7,7,0.0484630233887127,0.5183854682281064,-0.060437116160084826,0.27002995586488654
commons-codec,77,BSZZ,241,7,0,0.02632107600224083,0.5173287585127634,0.0724396524803125,0.6129424457785555
commons-codec,77,BSZZ_immediate,241,7,0,-0.008971747465931842,0.4519279772343686,-0.05322181143734558,0.34684815071209857
commons-codec,77,BSZZ_at_window,241,7,0,0.08391618197365172,0.5642421799352403,-0.05431114804129484,0.33793367842334865
commons-codec,77,fp_repair_matched,241,7,7,-0.005088628761870682,0.48017138402707754,0.07431866453052635,0.6151092363370402
commons-codec,77,fp_repair_frac_0.25,241,7,60,0.03206884288122625,0.5144890728365653,0.07439407804238013,0.6163354047984951
commons-codec,77,fn_repair_frac_0.25,241,7,2,0.02699399133443777,0.5224961562457502,0.10047389377950214,0.6554666018972376
commons-codec,77,fp_repair_frac_0.50,241,7,120,0.007150102193923008,0.47329373424645993,-0.1143407895348405,0.23429585514952828
commons-codec,77,fn_repair_frac_0.50,241,7,4,0.015482074224877702,0.5056450563893293,0.0783949432218614,0.6220240102788096
commons-codec,77,fp_repair_frac_0.75,241,7,181,0.08326922870818837,0.5759479578745345,0.05452454313199677,0.5859959513118045
commons-codec,77,fn_repair_frac_0.75,241,7,5,0.038370682259169744,0.5382653132517894,0.1327681632220283,0.7009085030415845
commons-codec,77,fp_repair_frac_1.00,241,7,241,0.07581170876129213,0.5412289740308738,0.08655548710374515,0.6348635713842263
commons-codec,77,fn_repair_frac_1.00,241,7,7,0.0005046670179590261,0.48099875231278205,-0.08538289050390117,0.2918023178627947
commons-codec,77,fn_repair_immediate,241,7,7,0.01678153912566268,0.4707356034283402,-0.06078121431723663,0.3411280516778164
commons-codec,77,fn_repair_at_window,241,7,7,0.07763810644036237,0.5551261137691021,-0.0710160458368383,0.296366389795503
commons-codec,101,BSZZ,241,7,0,0.046896313689199096,0.5370358689947153,0.09808766045747262,0.6469838627876638
commons-codec,101,BSZZ_immediate,241,7,0,0.023021986305116173,0.4908489845159809,-0.013121415425290564,0.47160707875444285
commons-codec,101,BSZZ_at_window,241,7,0,0.03492959601272632,0.5030942637588821,0.032557732149680114,0.5461480768403768
commons-codec,101,fp_repair_matched,241,7,7,0.029360016864609408,0.5115671773819405,0.10026185264767619,0.6472034999055055
commons-codec,101,fp_repair_frac_0.25,241,7,60,-0.021617274957381624,0.4534234884944069,0.04293921801665054,0.5656942835068585
commons-codec,101,fn_repair_frac_0.25,241,7,2,0.01628231296865038,0.4975840971712507,0.06141413240937687,0.5939036054051828
commons-codec,101,fp_repair_frac_0.50,241,7,120,0.03241013053924173,0.5113990391547275,-0.061979256637010004,0.3542825503255899
commons-codec,101,fn_repair_frac_0.50,241,7,4,0.028746559515119292,0.5153886198524008,0.07072598384534128,0.609896270402478
commons-codec,101,fp_repair_frac_0.75,241,7,181,0.1139057245554739,0.6105959322472334,-0.0214611992449113,0.4656121075637716
commons-codec,101,fn_repair_frac_0.75,241,7,5,0.016290961241594903,0.49671139792097885,0.08558749595776273,0.6231133662318205
commons-codec,101,fp_repair_frac_1.00,241,7,241,0.09939419964921038,0.5716498214552513,0.06349941652204374,0.5405017859485632
commons-codec,101,fn_repair_frac_1.00,241,7,7,0.018996577384464367,0.4994752414798021,-0.046691352485601696,0.347963272213089
commons-codec,101,fn_repair_immediate,241,7,7,0.055189946349699745,0.5213590130019059,-0.015398096398246429,0.4688389273711343
commons-codec,101,fn_repair_at_window,241,7,7,0.0519561713562174,0.53506947057444,0.05927270992906777,0.5910473488620775
commons-codec,123,BSZZ,241,7,0,0.04826805203441511,0.5392478964349452,0.07838171843106931,0.621672516551223
commons-codec,123,BSZZ_immediate,241,7,0,0.042289599418572583,0.49204723254580435,-0.0760175686049729,0.3381429633386432
commons-codec,123,BSZZ_at_window,241,7,0,0.09506529091196855,0.571690815470505,0.04595406860819921,0.5660961058760224
commons-codec,123,fp_repair_matched,241,7,7,0.029142417628913935,0.514285263842727,0.07208686630991933,0.6121403328371401
commons-codec,123,fp_repair_frac_0.25,241,7,60,0.021867946806074418,0.4905785465209064,-0.08814069140087624,0.24982345730841105
commons-codec,123,fn_repair_frac_0.25,241,7,2,0.030028335378329815,0.5164249928395119,0.09837782496857976,0.6442529305063316
commons-codec,123,fp_repair_frac_0.50,241,7,120,0.03014021218854422,0.518495521955424,-0.020423379383951862,0.42807733645559304
commons-codec,123,fn_repair_frac_0.50,241,7,4,0.06637868121085504,0.5641802638491583,0.15102645615116675,0.7262554509614538
commons-codec,123,fp_repair_frac_0.75,241,7,181,-0.023997500577092306,0.44153380876616216,-0.05387103293408392,0.38186045657037093
commons-codec,123,fn_repair_frac_0.75,241,7,5,0.00984998822822584,0.48674165993047186,0.0828323108905649,0.6199517294958043
commons-codec,123,fp_repair_frac_1.00,241,7,241,0.08013209128234734,0.565386099071309,-0.044823166563326,0.3718689484009589
commons-codec,123,fn_repair_frac_1.00,241,7,7,0.04321105633766122,0.531934145019398,0.08124149361469013,0.6255807743142766
commons-codec,123,fn_repair_immediate,241,7,7,0.013912644532882556,0.4639842517126797,-0.05771786033404934,0.3412474857138366
commons-codec,123,fn_repair_at_window,241,7,7,0.03066027272680408,0.5041400086444722,0.07181458973077644,0.6093237636741341
commons-codec,202,BSZZ,241,7,0,-0.0015692681728696428,0.4847294711908647,0.06330047051632201,0.5979837188749292
commons-codec,202,BSZZ_immediate,241,7,0,0.0219843644943917,0.4721891288653096,-0.07895194636457951,0.33461806228746066
commons-codec,202,BSZZ_at_window,241,7,0,0.07037552074312525,0.542029881560095,-0.08326991253620321,0.2561232255723619
commons-codec,202,fp_repair_matched,241,7,7,0.0338472959779306,0.527934222566688,0.14535142556236832,0.7128242774681117
commons-codec,202,fp_repair_frac_0.25,241,7,60,0.0588521348772437,0.538050613440988,0.09798477369640234,0.6422179427902309
commons-codec,202,fn_repair_frac_0.25,241,7,2,0.022969906252997118,0.5126789585956907,0.11232884646506824,0.6612982975093692
commons-codec,202,fp_repair_frac_0.50,241,7,120,0.06689516614385183,0.5547714989308593,-0.057755664058408394,0.39072737169255345
commons-codec,202,fn_repair_frac_0.50,241,7,4,0.023369513273224927,0.5130402406796513,0.11367357808093069,0.6626610361142528
commons-codec,202,fp_repair_frac_0.75,241,7,181,0.11596920928165368,0.6177107599229861,0.0050589430679904715,0.4729666750628945
commons-codec,202,fn_repair_frac_0.75,241,7,5,-0.0003737561142708595,0.48378334705824394,-0.05942581224214604,0.3556792442910414
commons-codec,202,fp_repair_frac_1.00,241,7,241,0.08795964778675203,0.559925567318721,0.10868680816593061,0.6668932569334417
commons-codec,202,fn_repair_frac_1.00,241,7,7,-0.0010479694293581954,0.48293148571027705,-0.06361867383967171,0.35146868471021203
commons-codec,202,fn_repair_immediate,241,7,7,0.03639381898883662,0.4997097777073837,-0.01855254514170048,0.463407226329927
commons-codec,202,fn_repair_at_window,241,7,7,0.056836742848160475,0.5299997888510636,-0.07045573333484449,0.2786325559782827
commons-codec,314,BSZZ,241,7,0,0.0013031933978553782,0.4814339830665917,-0.049706986198824576,0.35537056750175616
commons-codec,314,BSZZ_immediate,241,7,0,0.01571743698977421,0.47111411402374564,-0.08172727038016317,0.32422301573794354
commons-codec,314,BSZZ_at_window,241,7,0,0.08642166972496276,0.5724027282445807,0.08391896089350707,0.6215826654082917
commons-codec,314,fp_repair_matched,241,7,7,0.014835950022436177,0.5069077020129952,0.014177436768943456,0.4929977595597448
commons-codec,314,fp_repair_frac_0.25,241,7,60,0.03830982167412036,0.5269935972763283,0.07160071916853253,0.6123140162126676
commons-codec,314,fn_repair_frac_0.25,241,7,2,0.015130230229368257,0.49971503893462105,0.07780706806380812,0.6194058355297918
commons-codec,314,fp_repair_frac_0.50,241,7,120,0.09454089036839734,0.5866628617568623,-0.03613472389158822,0.40030811083763274
commons-codec,314,fn_repair_frac_0.50,241,7,4,0.015381431301744922,0.4998063645068674,0.07266689013957861,0.6125305711976656
commons-codec,314,fp_repair_frac_0.75,241,7,181,0.09907025949055191,0.5984047317081783,0.01928507607156502,0.5250834478685393
commons-codec,314,fn_repair_frac_0.75,241,7,5,0.0011519918895242646,0.47947139933502403,0.059157845905377864,0.590843733165899
commons-codec,314,fp_repair_frac_1.00,241,7,241,0.07654725219876561,0.5425288567818553,0.09462428421802561,0.6464986365347343
commons-codec,314,fn_repair_frac_1.00,241,7,7,0.0035283018990447763,0.4812092754234748,-0.04870868355231773,0.34590012250637714
commons-codec,314,fn_repair_immediate,241,7,7,0.027309093222285814,0.47768996781216494,-0.06495463623690603,0.34128461377698405
commons-codec,314,fn_repair_at_window,241,7,7,0.05095033672690997,0.5172839895062733,-0.08360061362540097,0.25791976592101823
commons-codec,999,BSZZ,241,7,0,0.032763499597823535,0.5261050306536151,0.10740832480077724,0.656127679041674
commons-codec,999,BSZZ_immediate,241,7,0,0.058028214690933416,0.5305466658304064,-0.011865854677114264,0.4759620689979254
commons-codec,999,BSZZ_at_window,241,7,0,0.08927436472219877,0.5714657059320694,0.04314802359253982,0.5657491300846444
commons-codec,999,fp_repair_matched,241,7,7,0.010642588185066658,0.4995666369454558,0.06687701618780123,0.6047028507763232
commons-codec,999,fp_repair_frac_0.25,241,7,60,0.0799556508639026,0.5603037690025942,0.08741919209052462,0.6343247120510036
commons-codec,999,fn_repair_frac_0.25,241,7,2,0.044440476038387286,0.538061498138926,0.11407644264936045,0.6643614873175244
commons-codec,999,fp_repair_frac_0.50,241,7,120,0.09956001939799569,0.5931526862574649,0.07967765333180232,0.6245484561799604
commons-codec,999,fn_repair_frac_0.50,241,7,4,0.017191991559383543,0.5072937780177644,0.09590142663844244,0.6423020950839872
commons-codec,999,fp_repair_frac_0.75,241,7,181,0.04267599763446461,0.5283646457583074,-0.04201691309416495,0.3886574935001252
commons-codec,999,fn_repair_frac_0.75,241,7,5,0.04893939116811764,0.547220579274172,0.1088688781125471,0.6677142463706266
commons-codec,999,fp_repair_frac_1.00,241,7,241,0.08468261198554183,0.5475823080740748,0.025629915659035937,0.46600694237382917
commons-codec,999,fn_repair_frac_1.00,241,7,7,0.0106751882764261,0.49961953988986846,0.06794982985757782,0.6062445440010684
commons-codec,999,fn_repair_immediate,241,7,7,0.03647250779728879,0.4913092946934536,-0.0621484405114017,0.38766723595743446
commons-codec,999,fn_repair_at_window,241,7,7,0.02370919025488473,0.4786387583243738,-0.09229444715614747,0.2173080791253259
commons-collections,7,BSZZ,589,15,0,-0.019173549844865502,0.3422425832034969,-0.039154105735202935,0.4121571803950557
commons-collections,7,BSZZ_immediate,589,15,0,0.07852992723459416,0.5473391583230001,0.1415656175043775,0.7014892938867371
commons-collections,7,BSZZ_at_window,589,15,0,0.07720519842989229,0.5004343953272492,-0.0098524886876329,0.4532311683013247
commons-collections,7,fp_repair_matched,589,15,15,0.0015500151294705541,0.3660017770306236,0.09776283774139144,0.6424517466606335
commons-collections,7,fp_repair_frac_0.25,589,15,147,0.010510809211455856,0.39678053132784585,0.09375344592735979,0.6335793640359909
commons-collections,7,fn_repair_frac_0.25,589,15,4,-0.0014429741101398502,0.36643906761744494,0.05739130126102804,0.5850038392782909
commons-collections,7,fp_repair_frac_0.50,589,15,294,0.01945141725536037,0.4219943124619949,0.15015614281539377,0.7130217092833946
commons-collections,7,fn_repair_frac_0.50,589,15,8,-0.0019378878271317337,0.36504364543287854,0.05333591609781771,0.5790583352625271
commons-collections,7,fp_repair_frac_0.75,589,15,442,-0.0009127407095918366,0.3367344880983486,0.09944688259968093,0.6439510998492716
commons-collections,7,fn_repair_frac_0.75,589,15,11,-0.0025147871689705005,0.36831124028502604,0.011296082290501884,0.5070730369660037
commons-collections,7,fp_repair_frac_1.00,589,15,589,0.04264158174804986,0.380964623559429,0.11306607560480979,0.6284266943698698
commons-collections,7,fn_repair_frac_1.00,589,15,15,0.01197672953973629,0.38085838048005927,0.12645419276082315,0.6691764251420763
commons-collections,7,fn_repair_immediate,589,15,15,0.04973392311000383,0.5122617648351228,0.04432293316807496,0.5558388140847638
commons-collections,7,fn_repair_at_window,589,15,15,0.068207048351876,0.48879756261856144,-0.02584090105711629,0.4349434714623228
commons-collections,13,BSZZ,589,15,0,0.027045534112815125,0.3947160299183673,0.012834275770590826,0.5108210292681427
commons-collections,13,BSZZ_immediate,589,15,0,0.08405609883487086,0.5566124509936101,0.14802096871692894,0.7092877316123357
commons-collections,13,BSZZ_at_window,589,15,0,0.05898683210216118,0.4750170745672378,-0.029475302447575017,0.43204023045482504
commons-collections,13,fp_repair_matched,589,15,15,-0.006501298940839311,0.3466781808908191,0.12666138862765167,0.6820115508196636
commons-collections,13,fp_repair_frac_0.25,589,15,147,0.012897091562566505,0.4240707498914875,0.14684890474824336,0.7078820606235938
commons-collections,13,fn_repair_frac_0.25,589,15,4,0.0033178193747931406,0.3945594522910287,0.07059853557340467,0.6025319874625239
commons-collections,13,fp_repair_frac_0.50,589,15,294,0.030010828636865872,0.39846040177726316,0.025022952854566162,0.5300247538582414
commons-collections,13,fn_repair_frac_0.50,589,15,8,0.011042922292468888,0.40827703573589885,0.017159626039179386,0.5159522963452942
commons-collections,13,fp_repair_frac_0.75,589,15,442,-0.007374058566225127,0.35372785048091165,0.0572708695124264,0.5765008765255496
commons-collections,13,fn_repair_frac_0.75,589,15,11,0.0004285163047847272,0.3917248150544369,0.007083509659859215,0.5028649213800825
commons-collections,13,fp_repair_frac_1.00,589,15,589,0.04870107425619774,0.39351747374632634,0.11599104494795553,0.6306633605454394
commons-collections,13,fn_repair_frac_1.00,589,15,15,0.006640357357389775,0.40164487453196834,0.054261847034516315,0.5803838212200304
commons-collections,13,fn_repair_immediate,589,15,15,0.06787733714983438,0.5383566660920464,0.1233758751547399,0.6772826978931267
commons-collections,13,fn_repair_at_window,589,15,15,0.05177491691221046,0.46169244859908143,-0.033945400846549505,0.42630950522290334
commons-collections,21,BSZZ,589,15,0,-0.026518732150668703,0.32319620965928436,-0.040692237089105986,0.40984976555980146
commons-collections,21,BSZZ_immediate,589,15,0,0.06553078685155322,0.5334158556557885,0.07825114235001997,0.6149888939234229
commons-collections,21,BSZZ_at_window,589,15,0,0.05642574706112361,0.40991832261599287,-0.009489163557167703,0.45366251580907924
commons-collections,21,fp_repair_matched,589,15,15,0.02417523457184649,0.39561797509666075,0.15932676346870775,0.7237703253547241
commons-collections,21,fp_repair_frac_0.25,589,15,147,0.031049676989170515,0.4324952798729959,0.17501859504713765,0.7452401066379253
commons-collections,21,fn_repair_frac_0.25,589,15,4,0.005951066786792058,0.39434695815383203,0.013498005254427993,0.511610275864448
commons-collections,21,fp_repair_frac_0.50,589,15,294,0.01763220119777321,0.37749617896356824,0.17368307073018768,0.7435439388357579
commons-collections,21,fn_repair_frac_0.50,589,15,8,0.004739029741240063,0.3918511428443006,0.10889090784845575,0.6562130907964976
commons-collections,21,fp_repair_frac_0.75,589,15,442,0.034015405654683716,0.46102296848415525,0.09560209247575606,0.6392812723923821
commons-collections,21,fn_repair_frac_0.75,589,15,11,0.001802033952766611,0.3924629495492929,0.11512316818113755,0.6657114951573729
commons-collections,21,fp_repair_frac_1.00,589,15,589,0.042511095911668795,0.38126633144468025,0.11269256744312271,0.6281578793999878
commons-collections,21,fn_repair_frac_1.00,589,15,15,-0.010400441291653614,0.3728859834743564,-0.010323794924658307,0.4809103462479819
commons-collections,21,fn_repair_immediate,589,15,15,0.07398010695353895,0.540937346823322,0.1305724172867045,0.6872655123406782
commons-collections,21,fn_repair_at_window,589,15,15,0.0245667336777074,0.3642843433091299,-0.03054654071431269,0.42873437466225567
commons-collections,42,BSZZ,589,15,0,0.03187862336930731,0.3937040533829011,0.11011542896969755,0.6580959608802625
commons-collections,42,BSZZ_immediate,589,15,0,0.06663762022940276,0.5299923049720052,0.03864200014465459,0.5508383585192665
commons-collections,42,BSZZ_at_window,589,15,0,0.06173519146928052,0.4785508453115712,-0.004577840283495733,0.4562326176986245
commons-collections,42,fp_repair_matched,589,15,15,0.016167797281671795,0.38613169750780707,0.007940999389278645,0.5048448274964265
commons-collections,42,fp_repair_frac_0.25,589,15,147,0.020509921671514733,0.41701511536748653,0.13011388926237907,0.6866383979654921
commons-collections,42,fn_repair_frac_0.25,589,15,4,0.016527574450519097,0.40937005564590073,0.012256138025837927,0.5101145258195151
commons-collections,42,fp_repair_frac_0.50,589,15,294,0.04327060875163677,0.47021319717185023,0.08556117253580318,0.6222179670867849
commons-collections,42,fn_repair_frac_0.50,589,15,8,0.015257498526863738,0.4066990709515604,0.04434812747653109,0.5649039572075161
commons-collections,42,fp_repair_frac_0.75,589,15,442,0.03450503924076472,0.4580171851942158,0.14668456896036242,0.7086487026817164
commons-collections,42,fn_repair_frac_0.75,589,15,11,0.00032192709349613315,0.39368563714176347,0.019952886033243623,0.5211703024816695
commons-collections,42,fp_repair_frac_1.00,589,15,589,0.04255822808575601,0.3815939072508052,0.11171441017947738,0.6274495822414873
commons-collections,42,fn_repair_frac_1.00,589,15,15,0.011640571248746845,0.4060090691145502,-0.03136492917435879,0.4215158172108424
commons-collections,42,fn_repair_immediate,589,15,15,0.06350067748080128,0.5282675750811053,0.07778265762645727,0.6125973826674681
commons-collections,42,fn_repair_at_window,589,15,15,0.05121361478940434,0.4698920951566722,-0.0339876774135925,0.42616623732932857
commons-collections,77,BSZZ,589,15,0,0.0038941695180390373,0.3664844130215516,-0.038811955357061986,0.4125021105358763
commons-collections,77,BSZZ_immediate,589,15,0,0.05601386998185103,0.5233315946056992,0.03794360543035142,0.5497824361810476
commons-collections,77,BSZZ_at_window,589,15,0,0.07972714468272403,0.4995711395030518,-0.007125389037629324,0.4538591140445337
commons-collections,77,fp_repair_matched,589,15,15,0.005613608264915321,0.37223877442727477,0.1717084553504211,0.7408775225306394
commons-collections,77,fp_repair_frac_0.25,589,15,147,0.02621243878666908,0.4348174781543742,-0.01966515746102229,0.4565982083337109
commons-collections,77,fn_repair_frac_0.25,589,15,4,0.007514712720171614,0.4006160674215045,0.10032878793202588,0.642571897593706
commons-collections,77,fp_repair_frac_0.50,589,15,294,0.015726950291122973,0.4369686221912256,0.14623066826979825,0.7061910395949094
commons-collections,77,fn_repair_frac_0.50,589,15,8,0.011784630972324921,0.4051131899244292,0.006070291373697886,0.5025125605893336
commons-collections,77,fp_repair_frac_0.75,589,15,442,0.013547129108881601,0.40875533703252975,0.16880271857260642,0.7372546178880789
commons-collections,77,fn_repair_frac_0.75,589,15,11,0.0077874143365921755,0.4013336800228423,0.091951154364343,0.6284492771735474
commons-collections,77,fp_repair_frac_1.00,589,15,589,0.043533135186581806,0.3823600133120347,0.11658321539681936,0.630913853488096
commons-collections,77,fn_repair_frac_1.00,589,15,15,0.015254704942625328,0.4085365793968621,0.15669804302783802,0.7045422063551963
commons-collections,77,fn_repair_immediate,589,15,15,0.06913263512935035,0.5375602885707566,0.08175212354273206,0.6173662065693539
commons-collections,77,fn_repair_at_window,589,15,15,0.04699544950030684,0.4586815300777226,0.007031593123085819,0.5063734705630769
commons-collections,101,BSZZ,589,15,0,0.03496401232385603,0.4041942275223527,0.1262443967830823,0.6814438954730748
commons-collections,101,BSZZ_immediate,589,15,0,0.0721716075658072,0.5449041012759718,0.08327180029253571,0.61922959564494
commons-collections,101,BSZZ_at_window,589,15,0,0.08042164156403334,0.5035565106962777,-0.004338458875081003,0.4586224550671635
commons-collections,101,fp_repair_matched,589,15,15,0.02424934283144752,0.3911409947117168,-0.004724392493571353,0.47721885531023067
commons-collections,101,fp_repair_frac_0.25,589,15,147,0.029550770176115067,0.4075566779997863,0.16093387727675298,0.7263927241863642
commons-collections,101,fn_repair_frac_0.25,589,15,4,-0.036908750172464394,0.3130652117696347,-0.04282384602522619,0.4075667759451922
commons-collections,101,fp_repair_frac_0.50,589,15,294,0.0066149801795792095,0.4145495565888746,0.08767040290799377,0.6269621058303172
commons-collections,101,fn_repair_frac_0.50,589,15,8,-0.028874161181851935,0.3261710741855938,0.020460219589251875,0.5176938826815071
commons-collections,101,fp_repair_frac_0.75,589,15,442,0.020124505638413052,0.3792493866123505,0.20735099807175347,0.78115673729642
commons-collections,101,fn_repair_frac_0.75,589,15,11,-0.03207283811867041,0.3211315225081288,-0.03459128188082417,0.4161481291126415
commons-collections,101,fp_repair_frac_1.00,589,15,589,0.043794712355731215,0.3823852883487177,0.12000856784164968,0.6332607596896681
commons-collections,101,fn_repair_frac_1.00,589,15,15,-0.023883161249290775,0.3277994039682791,0.16903325413104134,0.7285230671748523
commons-collections,101,fn_repair_immediate,589,15,15,0.05624435211405451,0.5204709552370363,-0.015171730445069484,0.4463362573414134
commons-collections,101,fn_repair_at_window,589,15,15,0.07624236124928421,0.4984182202538427,0.01681151789004414,0.5192403148077134
commons-collections,123,BSZZ,589,15,0,0.010440719078451996,0.3756274390867336,0.010593383535845446,0.5071350490195518
commons-collections,123,BSZZ_immediate,589,15,0,0.07005074357898083,0.5386024351182928,0.08734562161292347,0.6240855593593256
commons-collections,123,BSZZ_at_window,589,15,0,0.07148399611910851,0.49129844334046324,-0.016293510590104514,0.44495412573615734
commons-collections,123,fp_repair_matched,589,15,15,0.0011008401831436665,0.390047322366548,0.07146389334057902,0.6036420664501687
commons-collections,123,fp_repair_frac_0.25,589,15,147,0.027093709295464542,0.44144055533094806,0.16170886550945932,0.7272136240551759
commons-collections,123,fn_repair_frac_0.25,589,15,4,-0.017334183378170318,0.3707096534436237,-0.0366673092394164,0.41400995466267054
commons-collections,123,fp_repair_frac_0.50,589,15,294,0.018109547785756273,0.39116473574269056,0.13998529628247958,0.6969178798743478
commons-collections,123,fn_repair_frac_0.50,589,15,8,-0.004308302703071728,0.38637311176089806,0.11108867180563635,0.6598166461489059
commons-collections,123,fp_repair_frac_0.75,589,15,442,0.03431789741150577,0.42036825485602114,0.030890096629824743,0.5283448590267519
commons-collections,123,fn_repair_frac_0.75,589,15,11,0.004398091652364989,0.39183537309192784,0.03407211117740161,0.5506014309326746
commons-collections,123,fp_repair_frac_1.00,589,15,589,0.03589524258345137,0.36552323196859765,0.11910091018415239,0.6314426163484245
commons-collections,123,fn_repair_frac_1.00,589,15,15,0.005375092124826429,0.39229110343108864,0.09246794174973988,0.6293334881740561
commons-collections,123,fn_repair_immediate,589,15,15,0.07514157123575335,0.5424268916840158,0.13125784862108475,0.6881882652498544
commons-collections,123,fn_repair_at_window,589,15,15,0.06497637355942978,0.4843282180654529,-0.04163805726094966,0.3987710612844807
commons-collections,202,BSZZ,589,15,0,-0.01235119861756993,0.34102251110572795,0.005838060923385871,0.5016581455339109
commons-collections,202,BSZZ_immediate,589,15,0,0.0535691903770463,0.5146268093113239,0.04036099139471553,0.5527972939990727
commons-collections,202,BSZZ_at_window,589,15,0,0.06287013234465537,0.483119935866049,-0.03434392271702467,0.40424746598159084
commons-collections,202,fp_repair_matched,589,15,15,0.004218658890156196,0.3732476558105362,0.005841168439566383,0.501654417182247
commons-collections,202,fp_repair_frac_0.25,589,15,147,0.022073310263775674,0.3933677943460046,0.08001430584084569,0.6170783836007765
commons-collections,202,fn_repair_frac_0.25,589,15,4,-0.03255090890875942,0.3207510960393613,0.007015589283315839,0.5019371421420669
commons-collections,202,fp_repair_frac_0.50,589,15,294,0.040024725018907276,0.4671226855396509,0.04274125725202989,0.5528775018415406
commons-collections,202,fn_repair_frac_0.50,589,15,8,-0.010381717504779222,0.3433993678376072,-0.04164725377467487,0.4107501163812519
commons-collections,202,fp_repair_frac_0.75,589,15,442,0.035279474978859915,0.4004459078707521,0.15952118279559516,0.7204342233872489
commons-collections,202,fn_repair_frac_0.75,589,15,11,-0.011726360646679614,0.34597926104889604,0.09844552028241313,0.6433455326437494
commons-collections,202,fp_repair_frac_1.00,589,15,589,0.04365508130792513,0.3823417833146019,0.11710979253420561,0.6312794297176219
commons-collections,202,fn_repair_frac_1.00,589,15,15,-0.020420275281465852,0.334974263985745,0.016734103582214322,0.513468363082044
commons-collections,202,fn_repair_immediate,589,15,15,0.07414693486514108,0.5386458791802963,0.13360930231388543,0.6913173104396662
commons-collections,202,fn_repair_at_window,589,15,15,0.06339980521736882,0.483171072315932,0.018180502515696008,0.5209197201236926
commons-collections,314,BSZZ,589,15,0,0.01673304581335255,0.4052129854016475,0.057369356222928804,0.5847720174498635
commons-collections,314,BSZZ_immediate,589,15,0,0.06894909859588184,0.5437678634104667,0.05280907532865971,0.5748542605420222
commons-collections,314,BSZZ_at_window,589,15,0,0.06959708627109487,0.4883415615884813,-0.007847216313878209,0.45318796616653123
commons-collections,314,fp_repair_matched,589,15,15,-0.020636298167177363,0.34694478309755866,0.06621107726391857,0.5966867459473123
commons-collections,314,fp_repair_frac_0.25,589,15,147,0.009964375943954235,0.406260498581559,0.1526875644305121,0.7132383591067695
commons-collections,314,fn_repair_frac_0.25,589,15,4,0.003971137471332787,0.36262694872647705,-0.042404895304785306,0.40994255286087644
commons-collections,314,fp_repair_frac_0.50,589,15,294,-0.009428465249106038,0.38337020674050815,0.03818240423844719,0.5386536515120731
commons-collections,314,fn_repair_frac_0.50,589,15,8,0.0014410939351977934,0.36087532647091203,0.008728890017149066,0.5057969996172986
commons-collections,314,fp_repair_frac_0.75,589,15,442,0.024773805535587543,0.3931081902134833,0.058391416963219325,0.5785410561677787
commons-collections,314,fn_repair_frac_0.75,589,15,11,-0.00515377793462158,0.3507255405247409,-0.00012679092008400052,0.4941633354575124
commons-collections,314,fp_repair_frac_1.00,589,15,589,0.043021120631027886,0.38167243032041454,0.11308825487401335,0.628442628313172
commons-collections,314,fn_repair_frac_1.00,589,15,15,-0.008109177500073669,0.34921366963919515,-0.042075515871078197,0.40960727092770743
commons-collections,314,fn_repair_immediate,589,15,15,0.05356110681388544,0.5245498239664788,0.039192011838815655,0.5496359896004674
commons-collections,314,fn_repair_at_window,589,15,15,0.07856597979731067,0.5045815629276063,0.03292977798168227,0.5475618697056874
commons-collections,999,BSZZ,589,15,0,-0.011139649201311885,0.34464512191846536,-0.044313807380187184,0.4066763882439711
commons-collections,999,BSZZ_immediate,589,15,0,0.07889800860852515,0.5556229905959742,0.1374554231451125,0.6963131115945738
commons-collections,999,BSZZ_at_window,589,15,0,0.06516709271845393,0.4819075611363421,-0.00885490333957016,0.4522515426277306
commons-collections,999,fp_repair_matched,589,15,15,0.007959539639038069,0.37338319909770046,0.07101183262100963,0.602806020368984
commons-collections,999,fp_repair_frac_0.25,589,15,147,0.030547428660081127,0.44298177409071166,-0.0057723218385638715,0.4866380734455974
commons-collections,999,fn_repair_frac_0.25,589,15,4,0.003909823789717293,0.39400296805290425,0.18000122727617066,0.7515028351984072
commons-collections,999,fp_repair_frac_0.50,589,15,294,0.03895906133864684,0.4333951791966799,0.10950669378894548,0.6529565714345987
commons-collections,999,fn_repair_frac_0.50,589,15,8,0.0024969400852091353,0.3932793499957857,0.16055545766687104,0.7256755145900292
commons-collections,999,fp_repair_frac_0.75,589,15,442,0.0018576650566026313,0.34422781817246473,0.1422425570636463,0.7027299234331867
commons-collections,999,fn_repair_frac_0.75,589,15,11,0.00040768569698141504,0.3902405823593326,0.1421516279840148,0.7015348024502843
