project,seed,condition,n_fp_available,n_fn_available,n_labels_corrected,mcc_avg,gmean_avg,mcc,gmean
commons-bcel,77,fn_repair_frac_1.00,86,31,31,0.1285580450981485,0.5387495633216949,-0.041890472470728864,0.4449852531084562
commons-bcel,77,fn_repair_immediate,86,31,31,0.0477500530412731,0.48429684033204784,-0.08896837990620769,0.38262669463720284
commons-bcel,77,fn_repair_at_window,86,31,31,0.16708604087127182,0.5926605268912665,0.014742724962695125,0.5127568934765488
commons-bcel,101,BSZZ,86,31,0,0.17164113902476935,0.6093552831329633,0.03073379727560771,0.5317037987099615
commons-bcel,101,BSZZ_immediate,86,31,0,0.05788550478321889,0.4852106974523192,-0.15736684102603676,0.3306541515149732
commons-bcel,101,BSZZ_at_window,86,31,0,0.17450617784316894,0.6036816860689105,0.05487362554535567,0.5581956112140174
commons-bcel,101,fp_repair_matched,86,31,31,0.1312782193799196,0.5624337267747958,-0.0074598947467840555,0.4893083915916353
commons-bcel,101,fp_repair_frac_0.25,86,31,22,0.22549088696497896,0.6571784600952332,-0.043128870785794686,0.4538120862190843
commons-bcel,101,fn_repair_frac_0.25,86,31,8,0.167176038129795,0.6009647969716106,-0.07241406782722938,0.42328302222132513
commons-bcel,101,fp_repair_frac_0.50,86,31,43,0.1576021229134851,0.5962361461720344,-0.03026863875326322,0.46722292090091583
