project,seed,profile,dose,latency,n_pos_true,n_pos_noisy,n_pos_retained,mcc_avg,gmean_avg,mcc,gmean
ant-ivy,314,mid,0.1,none,332,378,260,0.11701877403014954,0.5510711202786951,-0.10058927977298834,0.3133962214795909
ant-ivy,314,mid,0.15,none,332,394,231,0.12993803254631706,0.5626556257966898,-0.07961010007975045,0.3469872360799988
ant-ivy,314,mid,0.2,none,332,413,202,0.09355872570099309,0.5308692653434214,-0.11060310063404345,0.2702290437490713
ant-ivy,314,mid,0.25,none,332,426,165,0.07404224925001497,0.5286847814680906,-0.005417117208545123,0.4767313879771056
ant-ivy,314,mid,0.3,none,332,447,126,0.015850911081772452,0.4900978607900254,-0.07337807618224523,0.3639659867815052
ant-ivy,314,fn_heavy,0.05,none,332,309,275,0.1763188386200607,0.5896626579168583,0.11233226180256263,0.6123572118341164
ant-ivy,314,fn_heavy,0.1,none,332,272,212,0.15124390740996776,0.5721352687370778,0.006143672743535784,0.47186884248743366
ant-ivy,314,fn_heavy,0.15,none,332,246,157,0.06561250618586993,0.506264378331588,-0.12005271818747362,0.26974202179175055
ant-ivy,314,fn_heavy,0.2,none,332,202,87,0.07551025329156046,0.509621648743465,-0.11852203177199926,0.28938467696874487
ant-ivy,314,fn_heavy,0.25,none,332,159,22,-0.020482414365391034,0.4184561629750046,-0.09170576725468596,0.33512845685490594
ant-ivy,314,fn_heavy,0.3,none,332,160,0,-0.10772221838919772,0.3526761750808616,-0.11279204859354938,0.23857831472502872
ant-ivy,999,symmetric,0.05,none,332,385,319,0.16545249225249428,0.5924418501328486,0.07049433582556579,0.5681890856886205
