project,seed,profile,dose,latency,n_pos_true,n_pos_noisy,n_pos_retained,mcc_avg,gmean_avg,mcc,gmean
commons-beanutils,7,symmetric,0.25,real,37,160,24,0.002811038545859341,0.38941635131155194,0.006404812048438295,0.4973706633021939
commons-beanutils,7,symmetric,0.3,uniform,37,183,24,0.043539833544031764,0.5035049168367325,0.02127273914016974,0.5390343397376531
commons-beanutils,7,symmetric,0.3,real,37,183,24,-0.028303161420494407,0.404330948078796,-0.02509499422146936,0.45267602115481526
commons-beanutils,7,fp_heavy,0.05,uniform,37,62,35,0.046152537579813614,0.5089524439413505,0.03347638330563978,0.558056826223288
commons-beanutils,7,fp_heavy,0.05,real,37,62,35,-0.020274543457052194,0.42793896335025705,-0.01856825357211915,0.4650618096055345
commons-beanutils,7,fp_heavy,0.1,uniform,37,83,31,0.11085494148708695,0.5705887012634089,0.032346077265475025,0.5522384082473346
commons-beanutils,7,fp_heavy,0.1,real,37,83,31,-0.08013428675220605,0.3458643268951376,-0.060178189077561256,0.38390163128700794
commons-beanutils,7,fp_heavy,0.15,uniform,37,102,27,0.04942495633743755,0.5113270100186927,0.008441695305743875,0.49434698240190783
commons-beanutils,7,fp_heavy,0.15,real,37,102,27,0.01302349367987763,0.4607534098209224,-0.010537720389257635,0.48014831105926414
commons-beanutils,7,fp_heavy,0.2,uniform,37,133,24,0.0591110808959751,0.4790057774018318,0.05683145902967222,0.6003229374549705
commons-beanutils,7,fp_heavy,0.2,real,37,133,24,-0.027338250235044503,0.3505318234282437,-0.05896792841613847,0.36474751562542884
commons-beanutils,7,fp_heavy,0.25,uniform,37,156,24,0.07983562423280356,0.5221302095217044,0.03894312656603921,0.5703095380240774
commons-beanutils,7,fp_heavy,0.25,real,37,156,24,-0.026095979269957034,0.33506028535902194,0.001060310555909646,0.49243270847004134
commons-beanutils,7,fp_heavy,0.3,uniform,37,181,23,0.04451668658222814,0.5049118747026525,0.0227673471574233,0.5420183478055228
commons-beanutils,7,fp_heavy,0.3,real,37,181,23,-0.03286343403684999,0.3991580855942681,-0.03047387132732746,0.44240864554351345
commons-beanutils,7,mid,0.05,uniform,37,57,31,0.04973554587736475,0.5119047165329734,0.028597718033067054,0.5503511015515974
commons-beanutils,7,mid,0.05,real,37,57,31,0.02271618754936217,0.467322466725444,0.014097832144735317,0.5255682812671365
commons-beanutils,7,mid,0.1,uniform,37,70,24,0.05967498954916232,0.5148005128001452,-0.007445043534427664,0.4825024634799451
commons-beanutils,7,mid,0.1,real,37,70,24,0.010883247821110883,0.45425851647381615,0.00474740193726645,0.5087240019265029
commons-beanutils,7,mid,0.15,uniform,37,89,23,0.059205055026967074,0.5173537628503334,-0.00043578818233709854,0.4976863947758475
commons-beanutils,7,mid,0.15,real,37,89,23,-0.06905620448198009,0.3737416686589596,-0.04756970117572344,0.407005224211023
commons-beanutils,7,mid,0.2,uniform,37,108,17,0.0035117341159825086,0.4266968865765766,-0.0175848019225752,0.453412241140213
commons-beanutils,7,mid,0.2,real,37,108,17,-0.0632426043146176,0.3173520252815636,-0.020437138038184754,0.45679236841701853
commons-beanutils,7,mid,0.25,uniform,37,137,12,0.058809419389850445,0.506487587588996,0.08076276410793756,0.6236808342619432
commons-beanutils,7,mid,0.25,real,37,137,12,0.02696705801656117,0.4104978026009972,0.036178688307670626,0.5514577786270514
commons-beanutils,7,mid,0.3,uniform,37,154,10,0.025981764782634507,0.478815726697986,0.004355266785434008,0.5082032776635984
commons-beanutils,7,mid,0.3,real,37,154,10,-0.07482599381574502,0.322585055782853,-0.04339452152249867,0.41861840566596037
commons-beanutils,7,fn_heavy,0.05,uniform,37,39,24,0.15294033097429605,0.6081717837126446,0.08541934828478061,0.6328325647081786
commons-beanutils,7,fn_heavy,0.05,real,37,39,24,-0.01795204748285831,0.4112963631077405,-0.014394273790149403,0.47066596208980277
commons-beanutils,7,fn_heavy,0.1,uniform,37,47,13,0.06732674394981604,0.5240705670556562,0.003329865726803134,0.5058252149978092
commons-beanutils,7,fn_heavy,0.1,real,37,47,13,0.021032073854669625,0.4618520025882847,0.03119199708537725,0.5521635818532512
commons-beanutils,7,fn_heavy,0.15,uniform,37,49,0,0.04486930017329779,0.49681443792344926,0.012001345210168997,0.5219401183204175
commons-beanutils,7,fn_heavy,0.15,real,37,49,0,0.0003262708785781268,0.4227553870015167,-0.0032271489535476033,0.4926634617375186
commons-beanutils,7,fn_heavy,0.2,uniform,37,60,0,0.06369442754619405,0.522711565327742,0.014703635308141005,0.5275729980236554
commons-beanutils,7,fn_heavy,0.2,real,37,60,0,-0.05981812066556884,0.3650384071644303,-0.08888061699830255,0.27763980254917847
commons-beanutils,7,fn_heavy,0.25,uniform,37,81,0,0.060550168437694195,0.5156964219079481,0.02250902010105683,0.5422773956794383
commons-beanutils,7,fn_heavy,0.25,real,37,81,0,0.0229591384160018,0.4667389393081063,0.03766852904162379,0.5538924787017139
commons-beanutils,7,fn_heavy,0.3,uniform,37,102,0,0.05447430644989254,0.47889551190403384,0.04772823181524682,0.583175592337867
commons-beanutils,7,fn_heavy,0.3,real,37,102,0,-0.10361079882023758,0.24546057438748828,-0.07264572362639184,0.34816355501047797
commons-beanutils,13,symmetric,0.05,uniform,37,69,37,0.04877759037921436,0.47682717595426444,0.04787594180293804,0.5553324091087957
commons-beanutils,13,symmetric,0.05,real,37,69,37,0.04204576575211463,0.46320181608646177,0.02108857069219279,0.5323731139965097
commons-beanutils,13,symmetric,0.1,uniform,37,99,36,0.06310581596513645,0.533825076389099,0.11582797743180284,0.6851813877741376
commons-beanutils,13,symmetric,0.1,real,37,99,36,0.081846927263029,0.5139509821346577,0.074482532357346,0.636700995469429
commons-beanutils,13,symmetric,0.15,uniform,37,125,34,0.04557248572889421,0.4912245039431823,-0.00984152002485101,0.4351889841119144
commons-beanutils,13,symmetric,0.15,real,37,125,34,0.08923560095298176,0.5188896914610135,0.0579514583458476,0.5970338889338931
commons-beanutils,13,symmetric,0.2,uniform,37,144,30,0.06820009295258854,0.5358165385305135,0.015350341646579141,0.5217125813579242
commons-beanutils,13,symmetric,0.2,real,37,144,30,0.05646855686313046,0.4968868748331795,0.04996427657777891,0.5926066764816003
commons-beanutils,13,symmetric,0.25,uniform,37,169,29,0.09868280434602435,0.5586779823606436,0.07208192706342785,0.6281702039687691
commons-beanutils,13,symmetric,0.25,real,37,169,29,0.01589268963836762,0.4509636720183305,0.018351159268578675,0.5321521967588427
commons-beanutils,13,symmetric,0.3,uniform,37,198,24,0.04341993429162983,0.5210867624271186,0.063322844828627,0.616712434146138
commons-beanutils,13,symmetric,0.3,real,37,198,24,0.05833562985745698,0.5188337629463287,-0.03351614145050002,0.4125235729314032
commons-beanutils,13,fp_heavy,0.05,uniform,37,68,37,0.06008338131898527,0.4893807362282162,0.0688589637914449,0.5933693124526866
commons-beanutils,13,fp_heavy,0.05,real,37,68,37,0.028491177791593266,0.4477634798498394,0.008637824712165763,0.48738660439419784
commons-beanutils,13,fp_heavy,0.1,uniform,37,95,35,0.0571936477001589,0.5266523734018287,0.056673173175346,0.6050226449522383
commons-beanutils,13,fp_heavy,0.1,real,37,95,35,0.0852468292355794,0.5183836513904164,0.07858718602453289,0.6438892486785935
commons-beanutils,13,fp_heavy,0.15,uniform,37,121,30,0.044311148490800714,0.517867557391405,0.02825227704369685,0.5521583261263914
commons-beanutils,13,fp_heavy,0.15,real,37,121,30,0.05587373587092012,0.48937902583399034,0.010782613806434258,0.518008507907806
commons-beanutils,13,fp_heavy,0.2,uniform,37,141,27,0.05450777360996897,0.5242625496045769,0.017649181516855388,0.5308837289138315
commons-beanutils,13,fp_heavy,0.2,real,37,141,27,0.020871982773123927,0.4572634870278412,0.016739933666197006,0.5299429491909359
commons-beanutils,13,fp_heavy,0.25,uniform,37,156,23,0.018663022340421713,0.4844319022226852,0.027013786594558154,0.5473999906711928
commons-beanutils,13,fp_heavy,0.25,real,37,156,23,0.021383581945156112,0.4591528127148738,0.049391576958724516,0.5915874651539818
commons-beanutils,13,fp_heavy,0.3,uniform,37,190,19,0.03351679034302117,0.5055421793087559,0.018272274520095184,0.5256456969905532
commons-beanutils,13,fp_heavy,0.3,real,37,190,19,0.022947663272863694,0.4809722685004779,-0.03097877776469646,0.4305235901527814
commons-beanutils,13,mid,0.05,uniform,37,65,35,0.06301202999730457,0.49432945823670726,0.08566783918318313,0.6285333109754697
commons-beanutils,13,mid,0.05,real,37,65,35,0.06449006409478919,0.4832797598186226,0.037750398126308954,0.5605740492067549
commons-beanutils,13,mid,0.1,uniform,37,81,27,-0.02000935637857537,0.43138742864054974,-0.015600423586886781,0.4288688675245326
commons-beanutils,13,mid,0.1,real,37,81,27,0.0557325085605099,0.49104023008678865,0.057108209725903504,0.6040804476518364
commons-beanutils,13,mid,0.15,uniform,37,105,19,0.05237044127361157,0.5196007549734761,0.014572532719582913,0.5000507863574879
commons-beanutils,13,mid,0.15,real,37,105,19,0.07941982779411907,0.5205364751741677,0.08527160607473762,0.6491944252407986
commons-beanutils,13,mid,0.2,uniform,37,118,14,0.06513265102417587,0.5337365665106775,0.03790371142688888,0.5704414672860687
commons-beanutils,13,mid,0.2,real,37,118,14,0.08814452146003333,0.5229292393715133,0.039777610773224434,0.5667871145430511
commons-beanutils,13,mid,0.25,uniform,37,137,11,-0.013287972085159437,0.4529036830893554,0.0016654880455884817,0.5026343281279437
commons-beanutils,13,mid,0.25,real,37,137,11,0.008618212431128846,0.44604848019972226,0.01581389499674909,0.5290361412815554
commons-beanutils,13,mid,0.3,uniform,37,160,6,-0.013226056689982661,0.44328916154985015,-0.03787591538396537,0.42518987484044657
commons-beanutils,13,mid,0.3,real,37,160,6,0.14920797042993975,0.6155082905807037,0.04382400017384729,0.576618514043287
commons-beanutils,13,fn_heavy,0.05,uniform,37,40,22,0.011788098383503505,0.43224925236796885,0.01991095945883721,0.4982006319301902
commons-beanutils,13,fn_heavy,0.05,real,37,40,22,0.010806982072884611,0.4042429320315209,-0.010796137586125803,0.4708820068086988
commons-beanutils,13,fn_heavy,0.1,uniform,37,51,11,0.04773154856063176,0.47818739771179763,0.020924262970256145,0.5271932772980064
commons-beanutils,13,fn_heavy,0.1,real,37,51,11,0.11315777846797333,0.5392505814805297,0.09042682407802292,0.6642315523086649
commons-beanutils,13,fn_heavy,0.15,uniform,37,59,0,0.028634396415604193,0.4808561654350283,0.01130732205902587,0.47830764610817034
commons-beanutils,13,fn_heavy,0.15,real,37,59,0,-0.0692723252283049,0.30298536368940737,-0.0952020766812396,0.2869627615386824
commons-beanutils,13,fn_heavy,0.2,uniform,37,81,0,0.043070866277598235,0.5161416420300903,0.02803426525929905,0.5426923154152427
commons-beanutils,13,fn_heavy,0.2,real,37,81,0,-0.011459524060685454,0.41270956400140174,-0.0200697388668404,0.46224656634877936
commons-beanutils,13,fn_heavy,0.25,uniform,37,95,0,0.04177454716865237,0.5007213826670418,0.008802239730162639,0.5164400363345307
commons-beanutils,13,fn_heavy,0.25,real,37,95,0,0.06987113062131768,0.5071320089486429,0.0331068893515849,0.5619016707043957
commons-beanutils,13,fn_heavy,0.3,uniform,37,111,0,0.0035560062992662277,0.4598300528674924,0.002627656533808313,0.4848564625721091
commons-beanutils,13,fn_heavy,0.3,real,37,111,0,0.0760174021593642,0.5075773668561966,0.02714834378450467,0.5457249125448288
commons-beanutils,21,symmetric,0.05,uniform,37,73,35,0.03814231203856361,0.49848826778307886,0.018950702464790154,0.535585060137692
commons-beanutils,21,symmetric,0.05,real,37,73,35,0.028603023108035083,0.48147712365794476,-0.03475137495448139,0.43482161097392175
commons-beanutils,21,symmetric,0.1,uniform,37,92,32,0.008962401726362867,0.4684368284130504,-0.012718671723620883,0.4699926080844022
commons-beanutils,21,symmetric,0.1,real,37,92,32,0.10637587757316484,0.5627525774550362,0.047143660720424724,0.5524908913696077
commons-beanutils,21,symmetric,0.15,uniform,37,113,30,0.04073489514642108,0.5044336991955222,0.02792804854214501,0.5497954634116504
commons-beanutils,21,symmetric,0.15,real,37,113,30,0.03375919937056711,0.49334307369195074,0.006417737529889384,0.5118616964255556
commons-beanutils,21,symmetric,0.2,uniform,37,138,29,-0.013560792957265765,0.39049596449803387,-0.018048836392343427,0.45478769260186264
commons-beanutils,21,symmetric,0.2,real,37,138,29,-0.07282247606095349,0.3142458984885541,-0.011744498965978928,0.4775969143016446
commons-beanutils,21,symmetric,0.25,uniform,37,160,26,0.014947679845601646,0.47028102602106203,-0.050184156034258576,0.3914224387337344
commons-beanutils,21,symmetric,0.25,real,37,160,26,-0.008112090287519049,0.3697063975187699,-0.0017049451912054053,0.49345858508486534
commons-beanutils,21,symmetric,0.3,uniform,37,200,24,0.008520640659052796,0.4771064687626547,0.0148140429465713,0.5222655167283065
commons-beanutils,21,symmetric,0.3,real,37,200,24,-0.008388333554864718,0.4178222055133802,0.007004566604931892,0.4968271326110593
commons-beanutils,21,fp_heavy,0.05,uniform,37,72,34,0.06716648789505615,0.5297175227274237,0.08463513226568413,0.6448653146932334
commons-beanutils,21,fp_heavy,0.05,real,37,72,34,0.027456545156934208,0.48017671380154564,-0.03640205648888916,0.43172380112837283
commons-beanutils,21,fp_heavy,0.1,uniform,37,88,31,0.04295581815313774,0.4955024418227425,0.05613248119950351,0.6010406521483309
commons-beanutils,21,fp_heavy,0.1,real,37,88,31,0.0774760057270946,0.5412500812056128,0.03643554490806959,0.5536868468032715
commons-beanutils,21,fp_heavy,0.15,uniform,37,110,29,0.03958876421976313,0.5032424028842633,0.02053729072128217,0.5340576511602355
commons-beanutils,21,fp_heavy,0.15,real,37,110,29,0.054547165815728806,0.5225544809516841,0.09167523858853409,0.6662893289113953
commons-beanutils,21,fp_heavy,0.2,uniform,37,132,26,-0.003877390526330207,0.3997661833524321,-0.009724551739842862,0.4706516370284433
commons-beanutils,21,fp_heavy,0.2,real,37,132,26,-0.06340227146009274,0.30919680295474034,-0.06632669675039879,0.3667303174529147
commons-beanutils,21,fp_heavy,0.25,uniform,37,155,23,0.052094197283759226,0.5058327327497912,-0.0359581424363336,0.42931387078388844
commons-beanutils,21,fp_heavy,0.25,real,37,155,23,-0.0019431300177711172,0.3737452139180388,-0.020791656597496044,0.45429412182542134
commons-beanutils,21,fp_heavy,0.3,uniform,37,194,22,-0.0415668096665509,0.40338044371061943,-0.08743338927535205,0.33238432216573655
commons-beanutils,21,fp_heavy,0.3,real,37,194,22,-0.024301556206516778,0.40333806336711375,-0.012762568564696479,0.4759647618991762
commons-beanutils,21,mid,0.05,uniform,37,66,31,0.041740573453935406,0.4922871978962053,0.040830665857761066,0.5571153196303089
commons-beanutils,21,mid,0.05,real,37,66,31,0.0345246063376138,0.48574531438738644,-0.051184028512252365,0.4041336091978133
commons-beanutils,21,mid,0.1,uniform,37,79,26,0.06978398646860512,0.5224808235897203,-0.007905618414153836,0.4787197431214315
commons-beanutils,21,mid,0.1,real,37,79,26,0.1215771203717776,0.5752077812997293,-0.030604942493353778,0.42809735453703845
commons-beanutils,21,mid,0.15,uniform,37,94,21,0.08741653473264689,0.5470438165847025,0.024260626411954183,0.545429779694474
commons-beanutils,21,mid,0.15,real,37,94,21,0.0034848189657926045,0.458593416485747,-0.04156572209769377,0.41916346589640674
commons-beanutils,21,mid,0.2,uniform,37,116,19,0.030124883846191754,0.4983294869758427,0.02716649880445199,0.5475431100124013
commons-beanutils,21,mid,0.2,real,37,116,19,0.08468698761169392,0.5380460378523284,-0.023895683514702355,0.4542201352685488
commons-beanutils,21,mid,0.25,uniform,37,130,11,0.02602265567087249,0.48285080377674533,0.05186936049166632,0.5855147582978596
commons-beanutils,21,mid,0.25,real,37,130,11,0.008893025516994101,0.38671942455834923,0.02349510342020713,0.5440766977955056
commons-beanutils,21,mid,0.3,uniform,37,158,4,-0.00113071083264858,0.43928066588135223,-0.042218958165067134,0.39748565043804074
commons-beanutils,21,mid,0.3,real,37,158,4,0.02290318906888779,0.4547931309000415,0.0001898198866249228,0.493236088138811
commons-beanutils,21,fn_heavy,0.05,uniform,37,50,23,0.052664644002699934,0.5109781844243966,0.08224689799500375,0.6327357864761632
commons-beanutils,21,fn_heavy,0.05,real,37,50,23,0.09184967634570744,0.5469058886937054,0.0205741523966565,0.5215022910565152
commons-beanutils,21,fn_heavy,0.1,uniform,37,57,12,0.02026889478634457,0.4729788895418682,0.014834620911029885,0.5168351141920886
commons-beanutils,21,fn_heavy,0.1,real,37,57,12,0.1509478026536867,0.6140872592150614,0.043345970024455525,0.5792013371362253
commons-beanutils,21,fn_heavy,0.15,uniform,37,55,0,0.002715154622795441,0.45386649248298677,-0.05319907661882418,0.4018734124401578
commons-beanutils,21,fn_heavy,0.15,real,37,55,0,0.015461762361297152,0.42694174892753683,-0.11953358736325212,0.19449201170039604
commons-beanutils,21,fn_heavy,0.2,uniform,37,71,0,0.025888622434909952,0.4859403285756852,-0.04248765859059781,0.4204362410366881
commons-beanutils,21,fn_heavy,0.2,real,37,71,0,0.0183868075373519,0.44623165191144193,-0.08447992787257044,0.2859491170940882
commons-beanutils,21,fn_heavy,0.25,uniform,37,88,0,-0.013764141048229218,0.4608922474262643,-0.024840550137485335,0.452783558324013
commons-beanutils,21,fn_heavy,0.25,real,37,88,0,0.08851274268386064,0.5488308236469407,0.025770578050439818,0.5476878857412174
commons-beanutils,21,fn_heavy,0.3,uniform,37,101,0,-0.009147949322921041,0.38823370519248973,-0.004016474331856148,0.4894565534896049
commons-beanutils,21,fn_heavy,0.3,real,37,101,0,0.02371902631352684,0.4706187568972653,0.004549214316845941,0.5085208757807615
commons-beanutils,42,symmetric,0.05,uniform,37,62,36,0.10691901267232105,0.5526883548174221,0.05389758701933605,0.5918453701202331
commons-beanutils,42,symmetric,0.05,real,37,62,36,0.04743457678122838,0.46790726659356396,-0.01708499381663168,0.39856895190509956
commons-beanutils,42,symmetric,0.1,uniform,37,86,34,0.12326627158841215,0.5833421145831639,0.03360220800315488,0.5626260386657757
commons-beanutils,42,symmetric,0.1,real,37,86,34,0.04811540679354608,0.5156481088775592,0.05329218691719221,0.5865614629743737
commons-beanutils,42,symmetric,0.15,uniform,37,127,31,-0.020045016163516543,0.3711199401815905,-0.023071517296058316,0.45525301156955417
commons-beanutils,42,symmetric,0.15,real,37,127,31,-0.0029115224332697054,0.4414960603002483,-0.008359093195473283,0.48401773308993545
commons-beanutils,42,symmetric,0.2,uniform,37,156,29,-0.013865643907403536,0.38684297698849984,0.0011748722490141088,0.4873941936070772
commons-beanutils,42,symmetric,0.2,real,37,156,29,0.04199943822460119,0.47869991678469165,0.035358853647062025,0.5615294412598165
commons-beanutils,42,symmetric,0.25,uniform,37,179,29,-0.010118679691666512,0.4194754258914223,-0.0062757434542413774,0.47390852359497765
commons-beanutils,42,symmetric,0.25,real,37,179,29,-0.051493399679948704,0.37704890802545826,-0.05848756710887504,0.3924795080941139
commons-beanutils,42,symmetric,0.3,uniform,37,197,26,0.0028145504805744174,0.43627686614416294,-0.006159862065793143,0.47023618405938344
commons-beanutils,42,symmetric,0.3,real,37,197,26,-0.003941032623284784,0.42676327785365203,-0.02034554161626519,0.4609222739122444
commons-beanutils,42,fp_heavy,0.05,uniform,37,60,35,0.10810794296501748,0.5511062654654386,0.05152323761344714,0.582337137357325
commons-beanutils,42,fp_heavy,0.05,real,37,60,35,0.03355288964848663,0.4612642736479773,-0.0421554618646941,0.4199861778721339
commons-beanutils,42,fp_heavy,0.1,uniform,37,84,33,0.12852366629280235,0.5864548317554178,0.04802113917107954,0.5893578427957549
commons-beanutils,42,fp_heavy,0.1,real,37,84,33,0.03067756034894222,0.48975415313539467,-0.0054756577192172935,0.46257366077242873
commons-beanutils,42,fp_heavy,0.15,uniform,37,123,29,-0.019562931657391504,0.371557831159945,-0.021164826784266275,0.45902187487430635
commons-beanutils,42,fp_heavy,0.15,real,37,123,29,-0.006411805788435654,0.4386740541149973,-0.010122226020943405,0.4760866439353552
commons-beanutils,42,fp_heavy,0.2,uniform,37,152,29,-0.01966177369076594,0.41416092041115943,-0.017673214852954464,0.4512462621807435
commons-beanutils,42,fp_heavy,0.2,real,37,152,29,0.050569180890764655,0.4760540627104332,0.02166102782546962,0.5163015877438231
commons-beanutils,42,fp_heavy,0.25,uniform,37,172,24,-0.013017050808318895,0.41472590485554217,-0.008549244123298536,0.4686668899305957
commons-beanutils,42,fp_heavy,0.25,real,37,172,24,-0.04059635614036989,0.3922529619608555,0.009423894780346597,0.49998434766443717
commons-beanutils,42,fp_heavy,0.3,uniform,37,192,22,-0.003189569981351279,0.4314678312762812,-0.013487249893547574,0.46429599899646284
commons-beanutils,42,fp_heavy,0.3,real,37,192,22,0.028370795651066108,0.45632356772020216,-0.0154199359704524,0.468646732983186
commons-beanutils,42,mid,0.05,uniform,37,56,33,0.08530456550919677,0.5339293969805217,0.03333262075535147,0.5623598193816778
commons-beanutils,42,mid,0.05,real,37,56,33,0.05122631921492022,0.4644616769433027,-0.01470063420979566,0.40016097419594737
commons-beanutils,42,mid,0.1,uniform,37,71,28,0.11436105838344844,0.572633086544171,0.04632560558534812,0.5863109228331697
commons-beanutils,42,mid,0.1,real,37,71,28,0.035126015194338236,0.4511701066804641,0.0393083441146927,0.5483867347663247
commons-beanutils,42,mid,0.15,uniform,37,103,22,0.06227528360020667,0.49620749946065557,0.0344348865925801,0.5556102178640546
commons-beanutils,42,mid,0.15,real,37,103,22,-0.01501388771516952,0.42197283687898,-0.011309836635750633,0.4674841511986456
commons-beanutils,42,mid,0.2,uniform,37,131,17,-0.004921243068476192,0.3934337526038129,0.021379461545721384,0.5254909353808459
commons-beanutils,42,mid,0.2,real,37,131,17,0.02314949624007128,0.45261950145911645,-0.05543932490671505,0.39084159041669186
commons-beanutils,42,mid,0.25,uniform,37,139,6,0.011816205289272188,0.44865460282032016,0.00015072889450773973,0.49962523159249805
commons-beanutils,42,mid,0.25,real,37,139,6,0.004452515713880064,0.42767765914605,0.021972288956767005,0.5393689330670445
commons-beanutils,42,mid,0.3,uniform,37,158,4,-0.016687282850013696,0.4161908717311761,-0.018205519096895807,0.44220012975554723
commons-beanutils,42,mid,0.3,real,37,158,4,-0.08699729383219727,0.3392163145970599,-0.10334797099293999,0.3074249101992899
commons-beanutils,42,fn_heavy,0.05,uniform,37,40,24,0.12215497250468847,0.5657845525855786,0.10298263034275669,0.6614543485373406
commons-beanutils,42,fn_heavy,0.05,real,37,40,24,0.08304104484125567,0.5181317928026048,0.012342415891561176,0.5210589282014982
commons-beanutils,42,fn_heavy,0.1,uniform,37,41,6,0.060830979978088694,0.503544674725417,-0.007515143989773206,0.4856740700325579
commons-beanutils,42,fn_heavy,0.1,real,37,41,6,0.07002830895137353,0.4843257087502131,-0.024388646008545276,0.4542003885536585
commons-beanutils,42,fn_heavy,0.15,uniform,37,46,0,0.04893908213304751,0.4913037208579571,0.05434506056609202,0.5806540745974831
commons-beanutils,42,fn_heavy,0.15,real,37,46,0,-0.01890915301980178,0.35294924187130183,-0.021958086759910306,0.44238344487258435
commons-beanutils,42,fn_heavy,0.2,uniform,37,75,0,0.047224523807877346,0.5093699065446603,-0.010067236341804855,0.47867832682821837
commons-beanutils,42,fn_heavy,0.2,real,37,75,0,0.05115523239149013,0.49909994172274585,-0.011697945308623395,0.4751427925921546
commons-beanutils,42,fn_heavy,0.25,uniform,37,103,0,-0.004669905777819622,0.40141889527584046,-0.008862885824070754,0.4803327694185547
commons-beanutils,42,fn_heavy,0.25,real,37,103,0,-0.019654692433628752,0.4012578848897962,-0.015203839176560716,0.46631759582211724
commons-beanutils,42,fn_heavy,0.3,uniform,37,119,0,-0.045342699929224295,0.3362712700419065,-0.005345201593028269,0.4832312687222795
commons-beanutils,42,fn_heavy,0.3,real,37,119,0,-0.010125460509367391,0.4190579825270981,-0.022169483359186583,0.45834326660571034
commons-beanutils,77,symmetric,0.05,uniform,37,57,34,0.10107981312824192,0.5571634461445717,0.06811348084952676,0.6209411360169893
commons-beanutils,77,symmetric,0.05,real,37,57,34,0.05081797451150625,0.4758263107214045,0.05386527644295721,0.589547686716642
commons-beanutils,77,symmetric,0.1,uniform,37,89,30,0.08596650083587681,0.5035816721629089,0.025355216619266645,0.534128238170624
commons-beanutils,77,symmetric,0.1,real,37,89,30,0.013259491360240681,0.4238854522716078,-0.04949344091142819,0.40411481888432366
commons-beanutils,77,symmetric,0.15,uniform,37,121,30,0.07436166802565712,0.5148943513969411,0.0370382181289129,0.5601533006977696
commons-beanutils,77,symmetric,0.15,real,37,121,30,0.027301645493526407,0.4223113371780982,0.01662332495099579,0.5294266236076945
commons-beanutils,77,symmetric,0.2,uniform,37,147,28,0.06814097187961578,0.5057173372759927,0.0426102286711548,0.5608771119822792
commons-beanutils,77,symmetric,0.2,real,37,147,28,0.0840600612889439,0.5086766857698977,0.038751159875925735,0.5407317098026406
commons-beanutils,77,symmetric,0.25,uniform,37,176,28,0.13462182818530932,0.5881636460164011,0.05571377378003716,0.601364451481242
commons-beanutils,77,symmetric,0.25,real,37,176,28,0.005477943457550271,0.4384323596047168,-0.007272974238878016,0.4813960770031108
commons-beanutils,77,symmetric,0.3,uniform,37,197,25,0.11359945993877338,0.5726855787561914,0.07835048315935729,0.6429266373721302
commons-beanutils,77,symmetric,0.3,real,37,197,25,0.052595246392858626,0.4818121319008637,-0.01910956197159621,0.4210546566481231
commons-beanutils,77,fp_heavy,0.05,uniform,37,53,32,0.07350434866181782,0.5306710069319112,0.052492493838554366,0.5900341534055251
commons-beanutils,77,fp_heavy,0.05,real,37,53,32,0.04527899270199643,0.47284216150978764,0.06331439555500444,0.6141099232903209
commons-beanutils,77,fp_heavy,0.1,uniform,37,88,30,0.0857181280415154,0.5035078639581274,0.01789157335767166,0.5160376320349293
commons-beanutils,77,fp_heavy,0.1,real,37,88,30,0.0017216221005166264,0.41299656236124177,-0.0741639578480008,0.3645460695730366
commons-beanutils,77,fp_heavy,0.15,uniform,37,118,28,0.06971002230998738,0.5074979360422774,0.019913929563335937,0.5191568818839527
commons-beanutils,77,fp_heavy,0.15,real,37,118,28,0.02706624775655986,0.4221669465362521,0.017039809105335996,0.5302829533884119
commons-beanutils,77,fp_heavy,0.2,uniform,37,143,26,0.05599669940319051,0.49539892762804105,0.021070748262507204,0.5255311719870973
commons-beanutils,77,fp_heavy,0.2,real,37,143,26,0.05292917420655951,0.4820672549780669,0.005656357997498171,0.49461949591402316
commons-beanutils,77,fp_heavy,0.25,uniform,37,167,23,0.12445800661471107,0.5771869727798287,0.06170129114437073,0.6138203875902377
commons-beanutils,77,fp_heavy,0.25,real,37,167,23,0.008873991901206173,0.4448107221532529,-0.012621093805495916,0.47210143066528515
commons-beanutils,77,fp_heavy,0.3,uniform,37,192,22,0.07844312065619077,0.5379521990224061,0.046616574045879676,0.5863433150345985
commons-beanutils,77,fp_heavy,0.3,real,37,192,22,0.04458870875422283,0.47776140982156673,-0.025022359659060356,0.443088496749215
commons-beanutils,77,mid,0.05,uniform,37,49,30,0.07440659794324436,0.5248327329952693,0.025783084389708603,0.5455752182554092
commons-beanutils,77,mid,0.05,real,37,49,30,0.07583387256276686,0.4811683082147324,0.026304513324042014,0.5479458130308958
commons-beanutils,77,mid,0.1,uniform,37,73,26,0.0970197510401552,0.5519567352954593,0.028388107087776813,0.553022911276674
commons-beanutils,77,mid,0.1,real,37,73,26,0.01674300579172549,0.3936816409668514,0.0436627085813356,0.5778450827488388
commons-beanutils,77,mid,0.15,uniform,37,104,22,0.05866377934246886,0.5036664522157888,0.01119945535868321,0.5087185160516262
commons-beanutils,77,mid,0.15,real,37,104,22,-0.003677276398066101,0.3917199350799049,-0.0157339211783873,0.46478798752951195
commons-beanutils,77,mid,0.2,uniform,37,124,18,0.02876514640311104,0.47049247198580035,0.028518029175854605,0.5370861438404531
