project,seed,profile,dose,latency,n_pos_true,n_pos_noisy,n_pos_retained,mcc_avg,gmean_avg,mcc,gmean,mean_boost_pos_labels,mean_lam_pos_labels,mean_boost_neg_labels,fp_label_rate,fn_label_rate,final_ma_pred
ant-ivy,7,fn_heavy,0.3,uniform,332,146,0,0.00010275267600422479,0.4524677660927893,0.008043888727257349,0.4752765982162581,4.010891874693274,38.37022794862584,4.629735184698804,0.08243929983060418,0.18746470920383965,0.0024576000003210755
ant-ivy,7,fn_heavy,0.3,real,332,146,0,-0.040698391603053524,0.4037249390528502,-0.07193915468923347,0.40151243753305216,3.093494716624438,34.70443999592682,5.556014166947621,0.08243929983060418,0.18746470920383965,0.9452292558465237
ant-ivy,13,symmetric,0.05,uniform,332,393,311,0.14015689790515024,0.5505337689475372,-0.07117054414130165,0.390523869528618,3.9876469332311,11.41036963309754,5.084816277081061,0.04630152456239413,0.011857707509881422,0.1538558282013098
ant-ivy,13,symmetric,0.05,real,332,393,311,0.12942603188439256,0.5686817758364394,0.11216838277742042,0.6355008592326991,3.822277579290198,14.033764562542137,4.917746133807404,0.04630152456239413,0.011857707509881422,0.03938369232061728
ant-ivy,13,symmetric,0.1,uniform,332,466,299,0.0795631701449833,0.525420547814683,-0.01727511011087925,0.4778751636075709,4.13446110257413,9.650847128540871,5.101136343888001,0.0942970073404856,0.018633540372670808,0.06399982820174142
ant-ivy,13,symmetric,0.1,real,332,466,299,0.13891393217325726,0.5664840118113734,-0.07469283241392197,0.3869859347057543,3.531846649408884,10.942405041595636,5.082792838942099,0.0942970073404856,0.018633540372670808,0.04571351875584007
ant-ivy,13,symmetric,0.15,uniform,332,516,282,0.12168286088469905,0.5406796464425009,-0.08364614804662451,0.3138850751449225,4.228238103846769,8.947901582312047,4.810010896257216,0.132128740824393,0.028232636928289104,0.1599998282017416
ant-ivy,13,symmetric,0.15,real,332,516,282,0.08888649168009473,0.5350267002345327,-0.0767786836770426,0.39487673778095284,3.541643610806957,10.332863187803396,5.553180075356241,0.132128740824393,0.028232636928289104,0.2818406509879106
ant-ivy,13,symmetric,0.2,uniform,332,561,268,0.09891279376256931,0.5352403055551578,-0.003580782857518786,0.4839754513348668,4.042484025687223,7.89145233665962,5.328586894196597,0.16544325239977414,0.03613777526821005,0.06397466237774116
ant-ivy,13,symmetric,0.2,real,332,561,268,0.06335046358462076,0.5165967487532863,-0.10044323710831717,0.3660049995315103,3.448941800660919,9.000726203892794,5.597680087195572,0.16544325239977414,0.03613777526821005,0.7355655360949485
