variant,project,TP,FP,FN,TN,N,precision,recall,f1,gmean,fp_rate,fn_rate,mcc,kappa
RSZZ,commons-vfs,23,62,91,934,1110,0.27058823529411763,0.20175438596491227,0.2311557788944723,0.4349659503952476,0.06224899598393574,0.7982456140350878,0.1592581574521358,0.15721304153640026
RSZZ,giraph,10,25,153,656,844,0.2857142857142857,0.06134969325153374,0.10101010101010102,0.24309977760030727,0.03671071953010279,0.9386503067484663,0.04878448105360155,0.035131212187383576
RSZZ,gora,7,29,32,485,553,0.19444444444444445,0.1794871794871795,0.18666666666666665,0.41153428887140275,0.05642023346303502,0.8205128205128205,0.12771995726364824,0.12760234825561845
RSZZ,opennlp,11,30,80,965,1086,0.2682926829268293,0.12087912087912088,0.16666666666666666,0.34239527489394495,0.03015075376884422,0.8791208791208791,0.13189406626123895,0.12090661564500704
RSZZ,parquet-mr,24,81,134,881,1120,0.22857142857142856,0.1518987341772152,0.18250950570342206,0.37297308739244245,0.0841995841995842,0.8481012658227848,0.08084843630530307,0.07873594001071238
RASZZ,ant-ivy,255,498,77,941,1771,0.3386454183266932,0.7680722891566265,0.47004608294930883,0.7087049450678158,0.3460736622654621,0.2319277108433735,0.3331494491890726,0.2836481203874943
RASZZ,commons-bcel,13,25,47,740,825,0.34210526315789475,0.21666666666666667,0.2653061224489796,0.45780569747970606,0.032679738562091505,0.7833333333333333,0.22793664240020098,0.22139205662603223
RASZZ,commons-beanutils,25,141,12,433,611,0.15060240963855423,0.6756756756756757,0.24630541871921185,0.7139324863496889,0.2456445993031359,0.32432432432432434,0.2305805123783181,0.16345560139240634
RASZZ,commons-codec,14,68,22,657,761,0.17073170731707318,0.3888888888888889,0.23728813559322035,0.5936445006091173,0.09379310344827586,0.6111111111111112,0.202041901546851,0.18361265406346106
RASZZ,commons-collections,22,320,28,1453,1823,0.06432748538011696,0.44,0.11224489795918366,0.6004886147331521,0.18048505358150027,0.56,0.10857033133203792,0.06762333631190331
RASZZ,commons-compress,49,127,129,1325,1630,0.2784090909090909,0.2752808988764045,0.27683615819209034,0.5012018551387406,0.087465564738292,0.7247191011235955,0.18874950415666367,0.1887457131525534
RASZZ,commons-configuration,58,224,97,1459,1838,0.20567375886524822,0.3741935483870968,0.26544622425629294,0.5695524647989078,0.13309566250742721,0.6258064516129033,0.1858968191839608,0.17573408812130986
RASZZ,commons-dbcp,38,223,20,756,1037,0.14559386973180077,0.6551724137931034,0.23824451410658307,0.7112910651729563,0.22778345250255363,0.3448275862068966,0.22629633965276827,0.1615029598006169
RASZZ,commons-digester,7,160,12,900,1079,0.041916167664670656,0.3684210526315789,0.07526881720430106,0.5592944910385383,0.1509433962264151,0.631578947368421,0.0790840173398154,0.04507378516887228
RASZZ,commons-io,44,164,29,905,1142,0.21153846153846154,0.6027397260273972,0.31316725978647686,0.7143323939135022,0.15341440598690365,0.3972602739726027,0.2847777598371007,0.2413762244694253
RASZZ,commons-jcs,15,58,73,685,831,0.2054794520547945,0.17045454545454544,0.18633540372670804,0.39641964869137314,0.07806191117092867,0.8295454545454546,0.10043314438420028,0.09989829919879611
RASZZ,commons-lang,62,389,84,2434,2969,0.13747228381374724,0.4246575342465753,0.20770519262981574,0.6050959758982322,0.13779667020899752,0.5753424657534246,0.1728172282363691,0.14411497798940887
RASZZ,commons-math,114,338,221,3353,4026,0.252212389380531,0.3402985074626866,0.28970775095298607,0.555999980392318,0.09157409916011922,0.6597014925373135,0.2176037327903543,0.21464380159002128
RASZZ,commons-net,41,86,76,918,1121,0.3228346456692913,0.3504273504273504,0.3360655737704918,0.5660482886045844,0.08565737051792828,0.6495726495726496,0.2554074005987369,0.25513728128101854
RASZZ,commons-scxml,10,23,37,474,544,0.30303030303030304,0.2127659574468085,0.25,0.45046603149712755,0.04627766599597585,0.7872340425531915,0.19594915717262126,0.19243901232124305
RASZZ,commons-validator,10,99,26,463,598,0.09174311926605505,0.2777777777777778,0.13793103448275862,0.4783778772436501,0.17615658362989323,0.7222222222222222,0.06260889280034163,0.05214171590880279
RASZZ,commons-vfs,33,100,81,896,1110,0.24812030075187969,0.2894736842105263,0.2672064777327935,0.5103038911254968,0.10040160642570281,0.7105263157894737,0.17674062620280329,0.176078344528924
RASZZ,giraph,21,43,142,638,844,0.328125,0.12883435582822086,0.18502202643171806,0.34741825017644173,0.0631424375917768,0.8711656441717791,0.09795847454906886,0.0854244277313091
RASZZ,gora,11,38,28,476,553,0.22448979591836735,0.28205128205128205,0.25,0.5110765517454199,0.07392996108949416,0.717948717948718,0.18750684590164854,0.1860755541679675
RASZZ,opennlp,10,34,81,961,1086,0.22727272727272727,0.10989010989010989,0.14814814814814814,0.3257837794599227,0.034170854271356785,0.8901098901098901,0.10640900314010501,0.09893075136000917
RASZZ,parquet-mr,30,113,128,849,1120,0.2097902097902098,0.189873417721519,0.1993355481727575,0.4093533916016439,0.11746361746361747,0.810126582278481,0.07552628592462804,0.07540112080895545
