project,seed,condition,model,held_out,mcc_avg,gmean_avg,mcc,gmean,n_seen,n_pos_seen,n_filtered,filter_rate,filter_active_from,mean_lambda_pos
commons-bcel,202,BSZZ,NA(fp_filter/suppress),False,0.11696713758092135,0.5501941729421302,-0.005431583315401306,0.4667843186795503,895.0,115.0,28.0,0.24347826086956523,290.0,30.989286849252327
commons-bcel,202,BSZZ,NA(damp),False,0.20650590184958245,0.6455961619348338,-0.017408864893735276,0.46902591050361586,,,,,,
commons-bcel,202,BSZZ,NA(rescue),False,0.17206675302472807,0.5999635060134291,0.0011830687264226044,0.5012112888583409,,,,,,
commons-bcel,202,AGSZZ,OOB,False,0.032629721410413516,0.438268569824406,-0.015510899070543472,0.44958625898404714,,,,,,
commons-bcel,202,AGSZZ,ORB,False,0.013337785862890476,0.3652914022713834,0.02227845349668967,0.5206383168190665,,,,,,
commons-bcel,202,AGSZZ,NA(fp_filter),False,0.01426522991744545,0.36631162802155026,0.04512794414727447,0.547178923446323,846.0,42.0,3.0,0.07142857142857142,726.0,70.88998141608808
commons-bcel,202,AGSZZ,NA(fp_filter/suppress),False,0.014001160000549526,0.36601804087419954,0.03215391039455616,0.5322952751114602,846.0,42.0,3.0,0.07142857142857142,726.0,73.75103530187998
commons-bcel,202,AGSZZ,NA(damp),False,-0.030857595428381873,0.4079133858319173,-0.1198212718996545,0.3733628654372991,,,,,,
commons-bcel,202,AGSZZ,NA(rescue),False,0.01692194840304449,0.3662365940351157,0.056710347054629844,0.5054142967229746,,,,,,
commons-bcel,202,MASZZ,OOB,False,0.05977103141247288,0.47794447596686845,-0.011744323106260637,0.46864291566570215,,,,,,
commons-bcel,202,MASZZ,ORB,False,0.09619254069433301,0.5108330203912773,-0.10904054890300026,0.3793983893925042,,,,,,
commons-bcel,202,MASZZ,NA(fp_filter),False,0.1061775228157615,0.5231369823044882,-0.02065904311940311,0.4218507817656323,855.0,51.0,13.0,0.2549019607843137,731.0,52.27735344838976
commons-bcel,202,MASZZ,NA(fp_filter/suppress),False,0.1061775228157615,0.5231369823044882,-0.02065904311940311,0.4218507817656323,855.0,51.0,13.0,0.2549019607843137,731.0,74.7015397824252
commons-bcel,202,MASZZ,NA(damp),False,-0.016219288916431245,0.4255243090960758,-0.1340931256799456,0.35275488683874523,,,,,,
commons-bcel,202,MASZZ,NA(rescue),False,0.11226736275711689,0.5313786521889067,0.07616999968496989,0.5802744297863537,,,,,,
commons-bcel,202,LSZZ,OOB,False,0.1058876151195028,0.5121170141727606,-0.02779986797107356,0.45189367866503327,,,,,,
commons-bcel,202,LSZZ,ORB,False,0.15299825387016144,0.5845355416730099,-0.004968179677673273,0.49376690926078504,,,,,,
commons-bcel,202,LSZZ,NA(fp_filter),False,0.15382580056107542,0.5848057893233637,0.02354168207222169,0.5054373536841386,843.0,35.0,2.0,0.05714285714285714,799.0,66.85944209849738
commons-bcel,202,LSZZ,NA(fp_filter/suppress),False,0.15382580056107542,0.5848057893233637,0.02354168207222169,0.5054373536841386,843.0,35.0,2.0,0.05714285714285714,799.0,67.22792292778982
commons-bcel,202,LSZZ,NA(damp),False,0.14840245748152858,0.5808259720687716,0.19204560333184847,0.6952054538430803,,,,,,
commons-bcel,202,LSZZ,NA(rescue),False,0.1534914005731843,0.5843778517113913,0.01076688510947708,0.4875173599402601,,,,,,
commons-bcel,202,RSZZ,OOB,False,0.07741804304663806,0.5034523728873336,-0.09180112926320506,0.4025824122523845,,,,,,
commons-bcel,202,RSZZ,ORB,False,0.11105498761863608,0.5356169260479474,-0.09805502468777032,0.39748251681618546,,,,,,
commons-bcel,202,RSZZ,NA(fp_filter),False,0.11105498761863608,0.5356169260479474,-0.09805502468777032,0.39748251681618546,843.0,36.0,2.0,0.05555555555555555,800.0,72.33197294833194
commons-bcel,202,RSZZ,NA(fp_filter/suppress),False,0.11105498761863608,0.5356169260479474,-0.09805502468777032,0.39748251681618546,843.0,36.0,2.0,0.05555555555555555,800.0,72.49848984624862
commons-bcel,202,RSZZ,NA(damp),False,0.1327474092540784,0.5699061408198626,0.10730591704128198,0.6088219792142537,,,,,,
commons-bcel,202,RSZZ,NA(rescue),False,0.11206290993602969,0.5362855377055328,-0.052244994963778726,0.4334235838372434,,,,,,
commons-bcel,202,RASZZ,OOB,False,0.04573568135465588,0.4516464911858344,-0.01966678619516904,0.4755839288301783,,,,,,
commons-bcel,202,RASZZ,ORB,False,-0.012859337535666931,0.3201523330977647,-0.037706964701661155,0.4565439974668872,,,,,,
commons-bcel,202,RASZZ,NA(fp_filter),False,-0.012859337535666931,0.3201523330977647,-0.037706964701661155,0.4565439974668872,841.0,33.0,0.0,0.0,,78.18294010184506
commons-bcel,202,RASZZ,NA(fp_filter/suppress),False,-0.012859337535666931,0.3201523330977647,-0.037706964701661155,0.4565439974668872,841.0,33.0,0.0,0.0,,78.18294010184506
commons-bcel,202,RASZZ,NA(damp),False,-0.010872639294367362,0.3883804541289894,0.052043526343123266,0.5465074316581056,,,,,,
commons-bcel,202,RASZZ,NA(rescue),False,-0.012894948129767067,0.32011913669858544,-0.0424226644205948,0.4520402575169869,,,,,,
commons-bcel,202,injected_fn20,OOB,False,-0.021404841378732,0.37774665096848375,0.06123522662401167,0.5299066779303004,,,,,,
commons-bcel,202,injected_fn20,ORB,False,-0.021078168797431966,0.39700429032759216,0.024393023093392745,0.525698831430124,,,,,,
commons-bcel,202,injected_fn20,NA(fp_filter),False,-0.025545825044286905,0.38673727721850903,-0.0008278406141731949,0.44694547119351585,859.0,63.0,15.0,0.23809523809523808,692.0,27.93883952869359
commons-bcel,202,injected_fn20,NA(fp_filter/suppress),False,-0.025392714621566715,0.3917500675909611,-0.016552807493636926,0.4811715717461392,859.0,63.0,6.0,0.09523809523809523,692.0,39.544982422210474
commons-bcel,202,injected_fn20,NA(damp),False,-0.06427625348831545,0.3798853722990885,-0.07000529229451315,0.42499465286089744,,,,,,
commons-bcel,202,injected_fn20,NA(rescue),False,-0.027816983378433933,0.38974265128343344,-0.08016175166197195,0.4102179392279691,,,,,,
commons-bcel,314,oracle,OOB,False,0.17270054718937194,0.5837489504028788,0.05036245270914412,0.5387071843758785,,,,,,
commons-bcel,314,oracle,ORB,False,0.15008214326304467,0.5815098609751707,0.1596999993504298,0.6633432210417505,,,,,,
commons-bcel,314,oracle,NA(fp_filter),False,0.1507511393683916,0.5820819384808121,0.18001250546072853,0.679954359166712,841.0,32.0,2.0,0.0625,797.0,91.75091296113423
commons-bcel,314,oracle,NA(fp_filter/suppress),False,0.14885679388072667,0.5801162182644968,0.11136844329459848,0.604948575461234,841.0,32.0,2.0,0.0625,797.0,91.75091296113423
commons-bcel,314,oracle,NA(damp),False,0.15635906828286347,0.5920441246672624,0.12903922183093333,0.6150077942454615,,,,,,
commons-bcel,314,oracle,NA(rescue),False,0.15008214326304467,0.5815098609751707,0.1596999993504298,0.6633432210417505,,,,,,
commons-bcel,314,BSZZ,OOB,False,0.11755857125285565,0.5404813977354329,-0.027028342222883094,0.4571253954640882,,,,,,
commons-bcel,314,BSZZ,ORB,False,0.16151010113745046,0.5986869529524393,-0.06001865569214028,0.43571312541081275,,,,,,
commons-bcel,314,BSZZ,NA(fp_filter),False,0.08871519740466173,0.5212786615321423,0.08999877916797022,0.5831047350176906,895.0,115.0,26.0,0.22608695652173913,290.0,26.777278818792006
commons-bcel,314,BSZZ,NA(fp_filter/suppress),False,0.1002963895933687,0.5252881765610701,0.01911173626971662,0.4750149879162438,895.0,115.0,37.0,0.3217391304347826,290.0,19.240563676572467
commons-bcel,314,BSZZ,NA(damp),False,0.18497198168339044,0.6187135621199558,-0.061590891896437946,0.4326546404699731,,,,,,
commons-bcel,314,BSZZ,NA(rescue),False,0.19229114622594146,0.6338029840860441,0.047793731117011094,0.5504069353039639,,,,,,
commons-bcel,314,AGSZZ,OOB,False,0.050004694397549905,0.4501064432136692,-0.006473695138448309,0.4520308515524208,,,,,,
commons-bcel,314,AGSZZ,ORB,False,0.018425491189885863,0.3753061898681353,0.03633621768581512,0.5334351693358322,,,,,,
commons-bcel,314,AGSZZ,NA(fp_filter),False,0.017274136698883873,0.37435256763211894,-0.009031800163051835,0.49010872758405666,846.0,42.0,4.0,0.09523809523809523,803.0,89.32146210921576
commons-bcel,314,AGSZZ,NA(fp_filter/suppress),False,0.017333412022990356,0.37441334934988535,-0.004484281029673446,0.4947829785106171,846.0,42.0,4.0,0.09523809523809523,803.0,89.40261584194319
commons-bcel,314,AGSZZ,NA(damp),False,0.13155092432624962,0.5379388171460754,0.059761292227564364,0.450585338574747,,,,,,
commons-bcel,314,AGSZZ,NA(rescue),False,0.021958367203452914,0.3752561694751914,0.048718034305822416,0.47099163529030236,,,,,,
commons-bcel,314,MASZZ,OOB,False,0.09476727738519475,0.5163380764515886,-0.009760737855899027,0.4712390879299481,,,,,,
commons-bcel,314,MASZZ,ORB,False,0.09823641214215015,0.5117082401715239,-0.10915417032350598,0.37848064676153664,,,,,,
commons-bcel,314,MASZZ,NA(fp_filter),False,0.108592819858722,0.5248528156692325,-0.016367882514135873,0.42693884525752396,855.0,51.0,13.0,0.2549019607843137,731.0,51.511102017011225
commons-bcel,314,MASZZ,NA(fp_filter/suppress),False,0.108592819858722,0.5248528156692325,-0.016367882514135873,0.42693884525752396,855.0,51.0,13.0,0.2549019607843137,731.0,73.94999676946986
commons-bcel,314,MASZZ,NA(damp),False,0.12741902721298298,0.5645762273123842,-0.05305016216617236,0.44324834147336195,,,,,,
commons-bcel,314,MASZZ,NA(rescue),False,0.11025118228061472,0.5271357058438891,0.0386206862229384,0.5208095378194625,,,,,,
commons-bcel,314,LSZZ,OOB,False,0.10069335134938909,0.5092087513568117,-0.024748844842469725,0.4564417823745673,,,,,,
commons-bcel,314,LSZZ,ORB,False,0.14605118708150885,0.5794128974651707,-0.010112040274518853,0.48751770122536414,,,,,,
commons-bcel,314,LSZZ,NA(fp_filter),False,0.1468344852017718,0.579544424842031,0.013654462448627547,0.4898609722760834,843.0,35.0,2.0,0.05714285714285714,799.0,64.54632046867896
commons-bcel,314,LSZZ,NA(fp_filter/suppress),False,0.14687796027249922,0.5796054523168489,0.018443127203275227,0.4966476430748985,843.0,35.0,2.0,0.05714285714285714,799.0,64.91480129797138
commons-bcel,314,LSZZ,NA(damp),False,0.14340011626192561,0.57652272965724,0.1733741817743905,0.6740592118381123,,,,,,
commons-bcel,314,LSZZ,NA(rescue),False,0.1465372825715552,0.5791636259795837,0.005495990895246565,0.478249094716495,,,,,,
commons-bcel,314,RSZZ,OOB,False,0.05879902340618792,0.48078240269022443,-0.08820048882339901,0.40646103805042216,,,,,,
commons-bcel,314,RSZZ,ORB,False,0.07324939120667343,0.4856930809160511,-0.133622533532723,0.36230202101875564,,,,,,
commons-bcel,314,RSZZ,NA(fp_filter),False,0.07324939120667343,0.4856930809160511,-0.133622533532723,0.36230202101875564,843.0,36.0,2.0,0.05555555555555555,800.0,71.34293509755359
commons-bcel,314,RSZZ,NA(fp_filter/suppress),False,0.07337123247048884,0.48580602293843983,-0.12824188223319397,0.3675328960797328,843.0,36.0,2.0,0.05555555555555555,800.0,71.50945199547029
commons-bcel,314,RSZZ,NA(damp),False,0.13592138513241386,0.5825356424073175,-0.038211013480295375,0.4532630356084924,,,,,,
commons-bcel,314,RSZZ,NA(rescue),False,0.07411519919676829,0.4860208828146407,-0.08795156624248698,0.3906311603359119,,,,,,
commons-bcel,314,RASZZ,OOB,False,0.048300831598099433,0.4527470200261572,-0.029485438362655006,0.4639654753169519,,,,,,
commons-bcel,314,RASZZ,ORB,False,0.036640664655024587,0.4527188392423076,-0.03429481970376523,0.45689069677426397,,,,,,
commons-bcel,314,RASZZ,NA(fp_filter),False,0.036640664655024587,0.4527188392423076,-0.03429481970376523,0.45689069677426397,841.0,33.0,0.0,0.0,,95.35577814201949
commons-bcel,314,RASZZ,NA(fp_filter/suppress),False,0.036640664655024587,0.4527188392423076,-0.03429481970376523,0.45689069677426397,841.0,33.0,0.0,0.0,,95.35577814201949
commons-bcel,314,RASZZ,NA(damp),False,-0.007807424308183973,0.4057898175681579,0.06695027700257818,0.539913006861121,,,,,,
commons-bcel,314,RASZZ,NA(rescue),False,0.03652145872247718,0.4525771219032999,-0.04966787349967505,0.4383549482988176,,,,,,
commons-bcel,314,injected_fn20,OOB,False,-0.02224878393658433,0.3737303721036234,-0.03959737102175579,0.35867173285633136,,,,,,
commons-bcel,314,injected_fn20,ORB,False,-0.039354105978025126,0.4142479752331806,-0.042474358348924185,0.4451497886857718,,,,,,
commons-bcel,314,injected_fn20,NA(fp_filter),False,-0.060332377840985094,0.37917873661518237,-0.03899798805189207,0.4364074296090727,858.0,73.0,19.0,0.2602739726027397,312.0,32.00808551283975
commons-bcel,314,injected_fn20,NA(fp_filter/suppress),False,-0.05930638119149926,0.3758175334766003,-0.0251940126672649,0.47134314317330855,858.0,73.0,18.0,0.2465753424657534,312.0,32.223919400951814
commons-bcel,314,injected_fn20,NA(damp),False,-0.05988733332578005,0.3784830092157051,0.019706803282055842,0.5059285301319623,,,,,,
commons-bcel,314,injected_fn20,NA(rescue),False,-0.026104919627540656,0.3405071747718015,-0.12524966231391377,0.3634572356245239,,,,,,
commons-bcel,999,oracle,OOB,False,0.16391271951128733,0.5741124864020833,0.043916890241152425,0.5334148886349701,,,,,,
commons-bcel,999,oracle,ORB,False,0.16198922628258225,0.5864993337033964,0.0953733454068432,0.5926386480816702,,,,,,
commons-bcel,999,oracle,NA(fp_filter),False,0.16239147787184824,0.5868208612939785,0.11040293765177035,0.604234539571048,841.0,32.0,2.0,0.0625,797.0,83.85449109292016
commons-bcel,999,oracle,NA(fp_filter/suppress),False,0.16232722818128648,0.586771527525902,0.10470363284724643,0.5999439327845177,841.0,32.0,2.0,0.0625,797.0,83.85449109292016
commons-bcel,999,oracle,NA(damp),False,0.14676225942016466,0.5803058208050085,0.11768119550793088,0.5981631421168115,,,,,,
commons-bcel,999,oracle,NA(rescue),False,0.16386224943460884,0.5884287310575418,0.16294241454054392,0.6661181603189366,,,,,,
commons-bcel,999,BSZZ,OOB,False,0.12373586372690668,0.5390366058295988,0.001648897262840286,0.4785122855544756,,,,,,
commons-bcel,999,BSZZ,ORB,False,0.1884930743502481,0.6243392719443642,-0.04657797266611098,0.4502261791397655,,,,,,
commons-bcel,999,BSZZ,NA(fp_filter),False,0.10056289592816083,0.5190152760110587,-0.007446171602409691,0.45745342738822914,895.0,115.0,31.0,0.26956521739130435,290.0,19.200026226529012
commons-bcel,999,BSZZ,NA(fp_filter/suppress),False,0.12063093883674547,0.5547439216121702,0.04731729257120596,0.5364404413124751,895.0,115.0,28.0,0.24347826086956523,290.0,30.48537359329892
commons-bcel,999,BSZZ,NA(damp),False,0.20543966504379882,0.645276039321682,-0.0073650780957942195,0.4882106833353601,,,,,,
commons-bcel,999,BSZZ,NA(rescue),False,0.19249782884161817,0.6322020122662766,0.019272918431739425,0.5176465084913755,,,,,,
commons-bcel,999,AGSZZ,OOB,False,0.07057017284760368,0.48210946701019836,-0.016239857494460257,0.4484274895726897,,,,,,
commons-bcel,999,AGSZZ,ORB,False,0.01759032838515984,0.37435021854578837,0.03632836450175966,0.5334254566195031,,,,,,
commons-bcel,999,AGSZZ,NA(fp_filter),False,0.018386501100253468,0.3752713119888937,0.06011666262301541,0.5619681296212301,846.0,42.0,4.0,0.09523809523809523,803.0,88.74930087961559
commons-bcel,999,AGSZZ,NA(fp_filter/suppress),False,0.018265850277393813,0.37513191175199956,0.05603706701515615,0.5572076241070224,846.0,42.0,4.0,0.09523809523809523,803.0,88.830454612343
commons-bcel,999,AGSZZ,NA(damp),False,-0.01283259362908144,0.36815196633441416,-0.001076602137053511,0.48571674183159746,,,,,,
commons-bcel,999,AGSZZ,NA(rescue),False,0.020985695386176333,0.3740622097536831,0.04466891719770656,0.46356455823660675,,,,,,
commons-bcel,999,MASZZ,OOB,False,0.0701660184506615,0.49605874109176823,-0.014889357237554638,0.4674782738076948,,,,,,
commons-bcel,999,MASZZ,ORB,False,0.124496984226937,0.5489551926284914,-0.08696550334332044,0.4035666035609863,,,,,,
commons-bcel,999,MASZZ,NA(fp_filter),False,0.13137459259380932,0.5569541686322584,-0.032057470669234145,0.41484713233486353,855.0,51.0,9.0,0.17647058823529413,731.0,57.30206522963615
commons-bcel,999,MASZZ,NA(fp_filter/suppress),False,0.13546134239218693,0.562278559915616,0.011968487368285366,0.48520718770966365,855.0,51.0,9.0,0.17647058823529413,731.0,87.00774745945998
commons-bcel,999,MASZZ,NA(damp),False,-0.0011424347224489094,0.4340202197069961,-0.019599027350832066,0.4563116953736739,,,,,,
commons-bcel,999,MASZZ,NA(rescue),False,0.13305456551483405,0.56080180021569,0.009035353417955564,0.503132920743701,,,,,,
commons-bcel,999,LSZZ,OOB,False,0.09727405707493433,0.5005782874688871,-0.018896185197908807,0.46400818579026587,,,,,,
commons-bcel,999,LSZZ,ORB,False,0.15053121148084492,0.5828434037330641,-0.0247456245948489,0.473050155589345,,,,,,
commons-bcel,999,LSZZ,NA(fp_filter),False,0.15157864277624436,0.5834329557692726,0.011792222797998471,0.49657409261917734,843.0,35.0,2.0,0.05714285714285714,799.0,66.85944886043126
commons-bcel,999,LSZZ,NA(fp_filter/suppress),False,0.15157864277624436,0.5834329557692726,0.011792222797998471,0.49657409261917734,843.0,35.0,2.0,0.05714285714285714,799.0,67.22792968972368
commons-bcel,999,LSZZ,NA(damp),False,0.13242780035126683,0.5690919330496066,0.06743449960077333,0.5684090568563818,,,,,,
commons-bcel,999,LSZZ,NA(rescue),False,0.15099625717328083,0.58271916692701,-0.004514258091036531,0.47444145390863657,,,,,,
commons-bcel,999,RSZZ,OOB,False,0.07947083243024543,0.49448427438748527,-0.08161012467748135,0.4133726575333689,,,,,,
commons-bcel,999,RSZZ,ORB,False,0.12153059141960143,0.5542955250726596,-0.10915622455104959,0.38592057828822746,,,,,,
commons-bcel,999,RSZZ,NA(fp_filter),False,0.12166493571937517,0.5544182255980884,-0.10465865071026144,0.3902300965688877,843.0,36.0,2.0,0.05555555555555555,800.0,70.98873769745762
commons-bcel,999,RSZZ,NA(fp_filter/suppress),False,0.12166493571937517,0.5544182255980884,-0.10465865071026144,0.3902300965688877,843.0,36.0,2.0,0.05555555555555555,800.0,71.15525459537432
commons-bcel,999,RSZZ,NA(damp),False,0.019878246703288267,0.43540809726468827,0.09928283658822037,0.6007659164675249,,,,,,
commons-bcel,999,RSZZ,NA(rescue),False,0.12267074202732119,0.5552466668189419,-0.05915563225769205,0.43116479468981034,,,,,,
commons-bcel,999,RASZZ,OOB,False,0.04558556595142483,0.44331868364380667,-0.029337386436955014,0.4677364541983898,,,,,,
commons-bcel,999,RASZZ,ORB,False,0.09054540280377477,0.4721373152429196,-0.010421163731741815,0.48354467895727715,,,,,,
commons-bcel,999,RASZZ,NA(fp_filter),False,0.09054540280377477,0.4721373152429196,-0.010421163731741815,0.48354467895727715,841.0,33.0,1.0,0.030303030303030304,828.0,64.9313601849762
commons-bcel,999,RASZZ,NA(fp_filter/suppress),False,0.09054540280377477,0.4721373152429196,-0.010421163731741815,0.48354467895727715,841.0,33.0,1.0,0.030303030303030304,828.0,65.07474058239006
commons-bcel,999,RASZZ,NA(damp),False,-0.0008084584408637273,0.3939017077053198,0.04739581167028232,0.5404522213872989,,,,,,
commons-bcel,999,RASZZ,NA(rescue),False,0.09054540280377477,0.4721373152429196,-0.010421163731741815,0.48354467895727715,,,,,,
commons-bcel,999,injected_fn20,OOB,False,-0.017769775350139783,0.4241377391851941,-0.06960815669313654,0.4175328469257781,,,,,,
commons-bcel,999,injected_fn20,ORB,False,0.004661160985446292,0.45679290993693644,-0.009190628152868564,0.4897541057302187,,,,,,
commons-bcel,999,injected_fn20,NA(fp_filter),False,-0.003769899225378235,0.4565422746923057,0.010906868478982127,0.4958973885008582,866.0,80.0,21.0,0.2625,470.0,25.32094560226928
commons-bcel,999,injected_fn20,NA(fp_filter/suppress),False,-0.011487374784413116,0.4486123002751303,-0.0660963609040332,0.41187560266274337,866.0,80.0,16.0,0.2,470.0,37.66412971694998
commons-bcel,999,injected_fn20,NA(damp),False,0.002532681990829927,0.46644401888378884,0.029881367738698435,0.5302409452597052,,,,,,
commons-bcel,999,injected_fn20,NA(rescue),False,0.026333489370383406,0.4947247399472404,0.02284291879446086,0.5062013012439688,,,,,,
commons-beanutils,7,oracle,OOB,False,0.1307643106937319,0.5321421239222541,0.08464217244082856,0.6121799648501274,,,,,,
commons-beanutils,7,oracle,ORB,False,0.10285098692321637,0.5415200620756639,0.06850296488655294,0.6012901272805558,,,,,,
commons-beanutils,7,oracle,NA(fp_filter),False,0.10285098692321637,0.5415200620756639,0.06850296488655294,0.6012901272805558,627.0,34.0,0.0,0.0,,51.21228589037463
commons-beanutils,7,oracle,NA(fp_filter/suppress),False,0.10285098692321637,0.5415200620756639,0.06850296488655294,0.6012901272805558,627.0,34.0,0.0,0.0,,51.21228589037463
commons-beanutils,7,oracle,NA(damp),False,0.0772653821972663,0.5110138650161774,-0.014594283885512009,0.4214037102529064,,,,,,
commons-beanutils,7,oracle,NA(rescue),False,0.10154308634473465,0.540007334303517,0.03789744458534347,0.5628809978077943,,,,,,
commons-beanutils,7,BSZZ,OOB,False,0.014917842245071922,0.4210536273200224,0.017841368242830582,0.5334332463210449,,,,,,
commons-beanutils,7,BSZZ,ORB,False,0.08439550935120113,0.5215686451419651,0.08140917964871436,0.6432768481335281,,,,,,
commons-beanutils,7,BSZZ,NA(fp_filter),False,0.052737204414778666,0.4856066409571177,0.06261694241977883,0.5995598456023393,749.0,229.0,54.0,0.23580786026200873,81.0,9.05713612706281
commons-beanutils,7,BSZZ,NA(fp_filter/suppress),False,0.07489948599207458,0.5146095366194541,0.09122456262611014,0.6534325000176742,749.0,229.0,52.0,0.22707423580786026,81.0,13.144862365510454
commons-beanutils,7,BSZZ,NA(damp),False,0.0587228095614279,0.4968711569662582,0.05119935835536132,0.5943929849282946,,,,,,
commons-beanutils,7,BSZZ,NA(rescue),False,0.07247273820129074,0.5109656478834361,0.05337033538327237,0.5905236200953449,,,,,,
commons-beanutils,7,AGSZZ,OOB,False,-0.01363576509258589,0.38839189433749477,-0.002108058978534094,0.4917546467486642,,,,,,
commons-beanutils,7,AGSZZ,ORB,False,0.004572600840365134,0.4360801799848163,-0.028510635602055658,0.44122034341337246,,,,,,
commons-beanutils,7,AGSZZ,NA(fp_filter),False,-0.01359381828057117,0.35735085644621034,-0.01266696456906392,0.4105807944819678,704.0,166.0,58.0,0.3493975903614458,81.0,12.84438737450853
commons-beanutils,7,AGSZZ,NA(fp_filter/suppress),False,0.13831838572358315,0.5630325288661987,0.11896735622356402,0.6959301937680984,704.0,166.0,42.0,0.25301204819277107,81.0,16.549362694495255
commons-beanutils,7,AGSZZ,NA(damp),False,0.061305422101239765,0.49343153213601065,0.010599183208259389,0.5187965621018916,,,,,,
commons-beanutils,7,AGSZZ,NA(rescue),False,0.03337656530596472,0.4753669888639268,0.005297402980941425,0.5006125173592985,,,,,,
commons-beanutils,7,MASZZ,OOB,False,-0.023693641140408016,0.3704326210646417,0.006446471611056791,0.5027094249099592,,,,,,
commons-beanutils,7,MASZZ,ORB,False,0.026936654386871713,0.4611832783856127,0.014854809069577165,0.5279197787227798,,,,,,
commons-beanutils,7,MASZZ,NA(fp_filter),False,0.05405888238863094,0.4835005685868202,0.08558569313653341,0.6392742996921074,713.0,182.0,41.0,0.22527472527472528,81.0,10.734854307356189
commons-beanutils,7,MASZZ,NA(fp_filter/suppress),False,0.021759066511811722,0.44045996589325753,0.04512400088455078,0.556153271527504,713.0,182.0,46.0,0.25274725274725274,81.0,11.416388948377525
commons-beanutils,7,MASZZ,NA(damp),False,0.06353255472484029,0.5003112541829073,0.06561039160228609,0.6173253574217634,,,,,,
commons-beanutils,7,MASZZ,NA(rescue),False,0.02339665902925663,0.45999241531376944,-0.01446634293257199,0.47266163210711715,,,,,,
commons-beanutils,7,LSZZ,OOB,False,0.14350708219134453,0.5917441517436525,0.10398030579251713,0.6830956163980713,,,,,,
commons-beanutils,7,LSZZ,ORB,False,0.08297512009288342,0.513954028133482,0.07061916877204816,0.6222511811918772,,,,,,
commons-beanutils,7,LSZZ,NA(fp_filter),False,0.07479688716874831,0.4960129016559184,0.07587482281992576,0.5873962746576881,658.0,80.0,11.0,0.1375,260.0,30.336486033708475
commons-beanutils,7,LSZZ,NA(fp_filter/suppress),False,0.06236201543159326,0.47164171093921986,0.04096873811634479,0.4684375034000624,658.0,80.0,19.0,0.2375,260.0,38.479023655913466
commons-beanutils,7,LSZZ,NA(damp),False,0.0869251566108913,0.5258676016766526,0.08585511303040784,0.6532085709335448,,,,,,
commons-beanutils,7,LSZZ,NA(rescue),False,0.12497709608774345,0.5644777462910107,0.12172183253935069,0.7147486791207459,,,,,,
commons-beanutils,7,RSZZ,OOB,False,0.10120272439784929,0.496735661863774,0.09657712147185661,0.6675865927650623,,,,,,
commons-beanutils,7,RSZZ,ORB,False,0.03649954389537687,0.4701541870884285,0.09297116127469036,0.6676743636317031,,,,,,
commons-beanutils,7,RSZZ,NA(fp_filter),False,0.013662371330100473,0.4353904526853481,0.036905740101873113,0.5238676515968186,667.0,111.0,18.0,0.16216216216216217,161.0,18.794316998298264
commons-beanutils,7,RSZZ,NA(fp_filter/suppress),False,-0.009336622812181311,0.39874646634425676,-0.008553169941033159,0.41647695581812955,667.0,111.0,20.0,0.18018018018018017,161.0,22.67352032218086
commons-beanutils,7,RSZZ,NA(damp),False,0.07553319285937364,0.5068558677190181,0.10937520238502361,0.6932091045534721,,,,,,
commons-beanutils,7,RSZZ,NA(rescue),False,0.04301481421382325,0.4817809406625219,0.0811337483783368,0.6396362631824626,,,,,,
commons-beanutils,7,RASZZ,OOB,False,-0.006519261637143364,0.3901816281316845,-0.005213738198530102,0.4665739787803614,,,,,,
commons-beanutils,7,RASZZ,ORB,False,0.000774447463194915,0.4350939236262704,0.016502924825256695,0.5308031175365286,,,,,,
commons-beanutils,7,RASZZ,NA(fp_filter),False,0.05974889879325775,0.48477000582289015,0.06791737697225182,0.5946135889681439,708.0,165.0,36.0,0.21818181818181817,91.0,13.317218519974862
commons-beanutils,7,RASZZ,NA(fp_filter/suppress),False,0.04268449203973314,0.42378196998322476,-0.023068635050105007,0.3336410599046723,708.0,165.0,45.0,0.2727272727272727,91.0,21.411457299009047
commons-beanutils,7,RASZZ,NA(damp),False,0.060785871009674586,0.4998538905142498,0.06627269717405652,0.6148308854556879,,,,,,
commons-beanutils,7,RASZZ,NA(rescue),False,0.01121364394076224,0.4525726755859459,0.04600182615741036,0.5845713656773635,,,,,,
commons-beanutils,7,injected_fn20,OOB,False,-0.0838912256382733,0.3326268099358621,-0.1402776208811992,0.27137968878245955,,,,,,
commons-beanutils,7,injected_fn20,ORB,False,-0.05981812066556884,0.3650384071644303,-0.08888061699830255,0.27763980254917847,,,,,,
commons-beanutils,7,injected_fn20,NA(fp_filter),False,-0.037068940711229244,0.3803473721103355,-0.020494980948678482,0.34305226091728064,640.0,56.0,17.0,0.30357142857142855,389.0,33.17886285039083
commons-beanutils,7,injected_fn20,NA(fp_filter/suppress),False,-0.03689404736457544,0.38050416869881987,-0.00644683581289813,0.3527090605827662,640.0,56.0,18.0,0.32142857142857145,389.0,37.818042600088376
commons-beanutils,7,injected_fn20,NA(damp),False,-0.03274873759908308,0.42730893583883617,-0.07013936357108026,0.34108126161246893,,,,,,
commons-beanutils,7,injected_fn20,NA(rescue),False,-0.0578126178451362,0.3875003803490229,-0.05599476496189027,0.39547007188867367,,,,,,
commons-beanutils,13,oracle,OOB,False,0.10043297620951987,0.5071591752015107,0.08196965336052094,0.6065364039020948,,,,,,
