project,seed,condition,model,held_out,mcc_avg,gmean_avg,mcc,gmean,n_seen,n_pos_seen,n_filtered,filter_rate,filter_active_from,mean_lambda_pos
ant-ivy,7,oracle,OOB,False,0.17425278739698374,0.5894919593378418,-0.04693496897568708,0.3967556490082214,,,,,,
ant-ivy,7,oracle,ORB,False,0.16527535191436443,0.5910242942440738,-0.008328049077056136,0.47140299605177927,,,,,,
ant-ivy,7,oracle,NA(fp_filter),False,0.20929816214184319,0.5948503164526666,0.10082739662078569,0.5615452309988692,1876.0,313.0,85.0,0.2715654952076677,116.0,23.399543653239377
ant-ivy,7,oracle,NA(fp_filter/suppress),False,0.2378792229579086,0.6110963836646818,0.0460033208141421,0.5184763460544323,1876.0,313.0,92.0,0.2939297124600639,116.0,31.0399481787837
ant-ivy,7,oracle,NA(damp),False,0.22655341915943406,0.6277549507439835,0.03363899205604129,0.5032447335792832,,,,,,
ant-ivy,7,oracle,NA(rescue),False,0.2300822046092986,0.6279320032927089,0.006091285018611995,0.5020606811677645,,,,,,
ant-ivy,7,BSZZ,OOB,False,0.15709196173105527,0.5689070696671825,-0.0360541705854439,0.4551425041287338,,,,,,
ant-ivy,7,BSZZ,ORB,False,0.15261081444690988,0.577088136745475,0.004349781924136379,0.5054240128883946,,,,,,
ant-ivy,7,BSZZ,NA(fp_filter),False,0.17952814539222017,0.5903427996520112,0.015356580027466931,0.5111752385273248,2097.0,735.0,223.0,0.3034013605442177,87.0,8.998724853460985
ant-ivy,7,BSZZ,NA(fp_filter/suppress),False,0.20821014408589816,0.6107761935611079,0.027123226542623086,0.5331308115938908,2097.0,735.0,224.0,0.3047619047619048,87.0,11.132182305222814
ant-ivy,7,BSZZ,NA(damp),False,0.1884695902859557,0.5903373104190341,-0.03350613066528683,0.45775935210983243,,,,,,
ant-ivy,7,BSZZ,NA(rescue),False,0.16090505224996396,0.5764352370223741,0.01934680803127274,0.5081330933920087,,,,,,
ant-ivy,7,AGSZZ,OOB,False,0.11918271877829914,0.5449980741424514,-0.04613004870528217,0.42284125128227923,,,,,,
ant-ivy,7,AGSZZ,ORB,False,0.12379190207545823,0.5681063902852005,-0.028106904169550813,0.4589748627987719,,,,,,
ant-ivy,7,AGSZZ,NA(fp_filter),False,0.10900547782692539,0.5452261488871304,-0.03106783792583997,0.4160602679586424,2255.0,837.0,216.0,0.25806451612903225,86.0,8.024024988002756
ant-ivy,7,AGSZZ,NA(fp_filter/suppress),False,0.14076670521677934,0.5734041102710137,0.03664636697725129,0.5424693253440522,2255.0,837.0,232.0,0.27718040621266427,86.0,9.217213069402206
ant-ivy,7,AGSZZ,NA(damp),False,0.15875951583834544,0.5797772689777402,-0.03199637923572825,0.4327904405872314,,,,,,
ant-ivy,7,AGSZZ,NA(rescue),False,0.13625709657496662,0.5584692044494767,0.015632693768446903,0.519406100597636,,,,,,
ant-ivy,7,MASZZ,OOB,False,0.10651143095852858,0.5335002219792058,-0.0412533198479649,0.4221546723115816,,,,,,
ant-ivy,7,MASZZ,ORB,False,0.06745309717209755,0.527119476270142,-0.03197338168339535,0.4350688373211243,,,,,,
ant-ivy,7,MASZZ,NA(fp_filter),False,0.11776691776121771,0.5459414685996553,-0.03419670037987438,0.40657259614293756,2259.0,837.0,255.0,0.3046594982078853,86.0,8.582944691306084
ant-ivy,7,MASZZ,NA(fp_filter/suppress),False,0.0990981521210356,0.5495017192470195,-0.022116227848895144,0.447744216100683,2259.0,837.0,214.0,0.25567502986857826,86.0,8.614298781036382
ant-ivy,7,MASZZ,NA(damp),False,0.18011709885721347,0.5908793440175844,-0.0386574930851625,0.43194689294461547,,,,,,
ant-ivy,7,MASZZ,NA(rescue),False,0.10933195934758923,0.5442621378250987,-0.012571909662581749,0.48319796514170765,,,,,,
ant-ivy,7,LSZZ,OOB,False,0.1342335514446164,0.5592110799571265,-0.039842063389233344,0.41391397306524835,,,,,,
ant-ivy,7,LSZZ,ORB,False,0.09198138940667422,0.5390032466887612,-0.003181963183223678,0.47623198229487973,,,,,,
ant-ivy,7,LSZZ,NA(fp_filter),False,0.15779313580394122,0.5640486920539566,-0.032722270339299094,0.40221260557434985,1870.0,277.0,65.0,0.23465703971119134,96.0,23.558624310409044
ant-ivy,7,LSZZ,NA(fp_filter/suppress),False,0.17017984615729778,0.5726965693706195,0.03725180487665246,0.5101223690963057,1870.0,277.0,71.0,0.2563176895306859,96.0,25.084582023788897
ant-ivy,7,LSZZ,NA(damp),False,0.16789261356713253,0.5813204884958462,-0.019111541909760145,0.4162463737446482,,,,,,
ant-ivy,7,LSZZ,NA(rescue),False,0.15092132768762742,0.5617028985335771,-0.09606357684725456,0.36991340638622944,,,,,,
ant-ivy,7,RSZZ,OOB,False,0.08645669046640772,0.519544110894247,-0.06572426857183604,0.4067857822220296,,,,,,
ant-ivy,7,RSZZ,ORB,False,0.0994479991681986,0.549358048073023,0.01234153234677507,0.509121274169717,,,,,,
ant-ivy,7,RSZZ,NA(fp_filter),False,0.11950456160960637,0.5563957864412336,-0.02464480358474493,0.42640238729916397,1901.0,400.0,108.0,0.27,87.0,13.707674876910167
ant-ivy,7,RSZZ,NA(fp_filter/suppress),False,0.1428350268716683,0.5677560456453545,0.03273655605165229,0.5227135641122346,1901.0,400.0,113.0,0.2825,87.0,14.984943947075974
ant-ivy,7,RSZZ,NA(damp),False,0.10801782343579326,0.5533589256785924,-0.0899199728397947,0.3809468377523082,,,,,,
ant-ivy,7,RSZZ,NA(rescue),False,0.12401312663921703,0.5520643912776687,-0.05359906345638873,0.433538231605452,,,,,,
ant-ivy,7,RASZZ,OOB,False,0.11563045049400332,0.546068836538469,-0.013990953972256926,0.4631644380397682,,,,,,
ant-ivy,7,RASZZ,ORB,False,0.10591548813747141,0.5432040785019354,-0.0452187460613125,0.4315624768774721,,,,,,
ant-ivy,7,RASZZ,NA(fp_filter),False,0.1493511685773122,0.5627682465735346,-0.004900940291512079,0.44964782036979095,2254.0,799.0,220.0,0.2753441802252816,87.0,8.740946172916557
ant-ivy,7,RASZZ,NA(fp_filter/suppress),False,0.17962677878224254,0.5881432956392068,-0.026508674298150306,0.4370481103440752,2254.0,799.0,221.0,0.2765957446808511,87.0,12.18391062995608
ant-ivy,7,RASZZ,NA(damp),False,0.1598250321129569,0.5832738302480045,-0.018801773148966514,0.44554799073894474,,,,,,
ant-ivy,7,RASZZ,NA(rescue),False,0.13483264801927874,0.5504239981135366,-0.059996919834038195,0.4135326088047837,,,,,,
ant-ivy,7,injected_fn20,OOB,False,0.10027967113302023,0.5352721840826622,-0.05568211926575091,0.4283508097005719,,,,,,
ant-ivy,7,injected_fn20,ORB,False,0.03230614568301104,0.5103100432041205,-0.026072184100962875,0.4674617592971329,,,,,,
ant-ivy,7,injected_fn20,NA(fp_filter),False,0.14620749189482013,0.555647502441213,0.01634619451579887,0.33338243053113464,1835.0,178.0,51.0,0.28651685393258425,463.0,43.03545759579604
ant-ivy,7,injected_fn20,NA(fp_filter/suppress),False,0.17444448825044254,0.5895248933626624,0.07904951521871294,0.5304237392790789,1835.0,178.0,48.0,0.2696629213483146,463.0,51.259518883196336
ant-ivy,7,injected_fn20,NA(damp),False,0.12770477278586045,0.5641532475903126,-0.012722033827741406,0.48012006902706156,,,,,,
ant-ivy,7,injected_fn20,NA(rescue),False,-0.08897830023546183,0.42949430572711,-0.012465046314765693,0.46258143574421573,,,,,,
ant-ivy,13,oracle,OOB,False,0.16103345910836045,0.5818828889209906,-0.04095902557075889,0.40162023976243905,,,,,,
ant-ivy,13,oracle,ORB,False,0.1856092218102792,0.6055434841983699,0.04262066373076497,0.5488961326176179,,,,,,
ant-ivy,13,oracle,NA(fp_filter),False,0.21955553719937126,0.5969878184448675,0.07076592779302181,0.5333220306713683,1876.0,313.0,98.0,0.31309904153354634,116.0,21.597245635535856
ant-ivy,13,oracle,NA(fp_filter/suppress),False,0.18084593588065134,0.5796636253843424,0.041231271552844354,0.512582000605016,1876.0,313.0,95.0,0.3035143769968051,116.0,24.91102342633276
ant-ivy,13,oracle,NA(damp),False,0.2167574537034923,0.6197159550967859,0.06269823594208877,0.56296117078723,,,,,,
ant-ivy,13,oracle,NA(rescue),False,0.2046021966855009,0.6099050515746611,-0.04729070697755095,0.39574905081207096,,,,,,
ant-ivy,13,BSZZ,OOB,False,0.14340128471837857,0.556057346819391,-0.056051442223645456,0.4307298313754791,,,,,,
ant-ivy,13,BSZZ,ORB,False,0.1623206166077603,0.5834613296696375,-0.0024288606600655132,0.49658803114936306,,,,,,
ant-ivy,13,BSZZ,NA(fp_filter),False,0.14776810617173877,0.5669737373685713,-0.026744975715774475,0.4555469460147445,2097.0,735.0,212.0,0.28843537414965986,87.0,8.575888256183744
ant-ivy,13,BSZZ,NA(fp_filter/suppress),False,0.1791186947092069,0.592230455446687,0.03720594435567697,0.5376432308269842,2097.0,735.0,219.0,0.2979591836734694,87.0,12.495479682164753
ant-ivy,13,BSZZ,NA(damp),False,0.2193660076501345,0.615231614252426,0.008412688246003708,0.5049794337101342,,,,,,
ant-ivy,13,BSZZ,NA(rescue),False,0.12517430275741515,0.5430935842439399,0.00111767414644975,0.5009748541463225,,,,,,
ant-ivy,13,AGSZZ,OOB,False,0.12663040830391653,0.5544907121962573,-0.02170053767410008,0.4545751838865899,,,,,,
ant-ivy,13,AGSZZ,ORB,False,0.08991392921000585,0.543385702425737,-0.05559455946173617,0.4178701166369144,,,,,,
ant-ivy,13,AGSZZ,NA(fp_filter),False,0.14571456342689482,0.5645766629713794,-0.0017043200192885387,0.43009637552891966,2255.0,837.0,251.0,0.2998805256869773,86.0,8.438265825634465
ant-ivy,13,AGSZZ,NA(fp_filter/suppress),False,0.13442601161006598,0.5700160561405538,-0.042995062186380814,0.41690306248445697,2255.0,837.0,246.0,0.2939068100358423,86.0,11.335509528582953
ant-ivy,13,AGSZZ,NA(damp),False,0.16050145217762982,0.5770555243955859,0.016976497179727726,0.516633038295431,,,,,,
ant-ivy,13,AGSZZ,NA(rescue),False,0.1349778221123992,0.568639470039297,0.07464625841140787,0.5887287492820193,,,,,,
ant-ivy,13,MASZZ,OOB,False,0.09538041795451838,0.5324256791670967,-0.016998378796934683,0.46390552368890636,,,,,,
ant-ivy,13,MASZZ,ORB,False,0.0836070077662847,0.540461298320827,-0.03814721318722315,0.4384992150764978,,,,,,
ant-ivy,13,MASZZ,NA(fp_filter),False,0.14001391174922603,0.5648168510906372,-0.01628253947727435,0.44928413266488926,2259.0,837.0,238.0,0.2843488649940263,86.0,9.118407043066593
ant-ivy,13,MASZZ,NA(fp_filter/suppress),False,0.10122221739111507,0.5417770380034964,-0.016795681278258406,0.4117054402549583,2259.0,837.0,229.0,0.2735961768219833,86.0,10.31789094583634
ant-ivy,13,MASZZ,NA(damp),False,0.1667986182639937,0.5813036941707559,-0.026535422503497295,0.4371852868132134,,,,,,
ant-ivy,13,MASZZ,NA(rescue),False,0.07418429708749542,0.5219407542778604,-0.0013116681626855094,0.49831128102538025,,,,,,
ant-ivy,13,LSZZ,OOB,False,0.1524990996135143,0.5719743223712991,-0.050100095292683194,0.41096307494221423,,,,,,
ant-ivy,13,LSZZ,ORB,False,0.08574149490655036,0.5335975507397046,-0.06785187327529535,0.36972033616525735,,,,,,
ant-ivy,13,LSZZ,NA(fp_filter),False,0.1752702382105764,0.5725568565279519,-0.003800421531793082,0.4742971740317561,1870.0,277.0,69.0,0.2490974729241877,96.0,21.777848916733305
ant-ivy,13,LSZZ,NA(fp_filter/suppress),False,0.16036458398974687,0.562463539309488,0.026287485082808416,0.42842687946396607,1870.0,277.0,72.0,0.259927797833935,96.0,24.850135661268208
ant-ivy,13,LSZZ,NA(damp),False,0.14694417898692178,0.5730947228333114,0.008485149769873135,0.4334660628138025,,,,,,
ant-ivy,13,LSZZ,NA(rescue),False,0.18355364604123894,0.590702121183603,-0.03251573239848817,0.45135662239003344,,,,,,
ant-ivy,13,RSZZ,OOB,False,0.0963319576966836,0.5228848903090283,-0.06399175832903485,0.4105228492384151,,,,,,
ant-ivy,13,RSZZ,ORB,False,0.09665403908368493,0.5444624262004842,-0.01736441241610455,0.45811126453893114,,,,,,
ant-ivy,13,RSZZ,NA(fp_filter),False,0.1262654118980215,0.5542591810994716,-0.023128036307862514,0.40840370735097953,1901.0,400.0,112.0,0.28,97.0,13.843908167032446
ant-ivy,13,RSZZ,NA(fp_filter/suppress),False,0.09907677442527826,0.5394735177608192,0.023445321044567938,0.5205646359455453,1901.0,400.0,117.0,0.2925,97.0,17.181625935067885
ant-ivy,13,RSZZ,NA(damp),False,0.13690795020048183,0.5678076029315293,-0.050271980224524546,0.4152731025505758,,,,,,
ant-ivy,13,RSZZ,NA(rescue),False,0.160366597602621,0.5774310279154231,-0.04938001218887692,0.43687903151832486,,,,,,
ant-ivy,13,RASZZ,OOB,False,0.11110593874889221,0.5399080251657745,-0.021570397164385045,0.4558040709852698,,,,,,
ant-ivy,13,RASZZ,ORB,False,0.1167042978072369,0.554384109870517,-0.04886924375499858,0.4154901663866121,,,,,,
ant-ivy,13,RASZZ,NA(fp_filter),False,0.15299700887486573,0.565814963211049,0.13358624628423033,0.5310743919153771,2254.0,799.0,212.0,0.26533166458072593,87.0,10.577296159011803
ant-ivy,13,RASZZ,NA(fp_filter/suppress),False,0.17854533927408012,0.5911497823694633,0.007711444295526022,0.48510677340163827,2254.0,799.0,209.0,0.2615769712140175,87.0,10.820438853079333
ant-ivy,13,RASZZ,NA(damp),False,0.16484923658080944,0.5835646771041907,-0.033535098185748444,0.43322844447364117,,,,,,
ant-ivy,13,RASZZ,NA(rescue),False,0.17846690349642183,0.5808568565043994,0.01895012218901651,0.5230588999517447,,,,,,
ant-ivy,13,injected_fn20,OOB,False,0.06053668834543132,0.5101049324795676,-0.0786567917853251,0.38903979366431446,,,,,,
ant-ivy,13,injected_fn20,ORB,False,0.07779247640239419,0.5381694845127617,-0.057895018020297485,0.39483407698016093,,,,,,
ant-ivy,13,injected_fn20,NA(fp_filter),False,0.06841779071964543,0.5193179252288608,0.0788603590420122,0.5660266113605366,1827.0,185.0,62.0,0.33513513513513515,453.0,35.962117175817404
ant-ivy,13,injected_fn20,NA(fp_filter/suppress),False,0.059025573958554754,0.49299221001792576,-0.03179391161045202,0.35599592959695703,1827.0,185.0,69.0,0.372972972972973,453.0,53.79180680467781
ant-ivy,13,injected_fn20,NA(damp),False,0.07767943005875992,0.5277368858549376,-0.029443279976742835,0.4548490859250379,,,,,,
ant-ivy,13,injected_fn20,NA(rescue),False,0.08562506388304116,0.5407919764399418,0.09655072396783464,0.6162587356427808,,,,,,
ant-ivy,21,oracle,OOB,False,0.16278160444428874,0.5822863359385558,-0.042576578294024274,0.4001450704765684,,,,,,
ant-ivy,21,oracle,ORB,False,0.22916877474397734,0.6312977468405455,-0.006700708284739537,0.47442760867819966,,,,,,
ant-ivy,21,oracle,NA(fp_filter),False,0.21473091256873647,0.5901011098920321,0.073302049877245,0.5343020821803411,1876.0,313.0,98.0,0.31309904153354634,116.0,24.18318819891083
ant-ivy,21,oracle,NA(fp_filter/suppress),False,0.2322174609947938,0.6170004610974964,0.14858489998785274,0.617971718391209,1876.0,313.0,96.0,0.30670926517571884,116.0,28.588264818719693
ant-ivy,21,oracle,NA(damp),False,0.23892877395664067,0.6336671769732802,-0.012802909443724112,0.4491767777872074,,,,,,
ant-ivy,21,oracle,NA(rescue),False,0.18404400592677328,0.6044110959359543,0.04725810544416781,0.545344171470935,,,,,,
ant-ivy,21,BSZZ,OOB,False,0.16011109869280454,0.5711177428956992,-0.03293590174041842,0.45894233960487835,,,,,,
ant-ivy,21,BSZZ,ORB,False,0.12978377885440562,0.5646988059055583,-0.0045388178085104414,0.49423180928677385,,,,,,
ant-ivy,21,BSZZ,NA(fp_filter),False,0.19909539799832376,0.6031645723014131,0.04084573815517381,0.5484428860032415,2097.0,735.0,218.0,0.2965986394557823,87.0,7.7533909480126
ant-ivy,21,BSZZ,NA(fp_filter/suppress),False,0.19314295093561665,0.60415822673086,0.03546993510002762,0.5401916772630388,2097.0,735.0,213.0,0.2897959183673469,87.0,9.043149449278
ant-ivy,21,BSZZ,NA(damp),False,0.2164956536688435,0.6147118922478896,-0.0024229500312089474,0.4952900474877957,,,,,,
ant-ivy,21,BSZZ,NA(rescue),False,0.19911519802483726,0.6046577894798065,0.034396426396881064,0.5403900804306285,,,,,,
ant-ivy,21,AGSZZ,OOB,False,0.12191487275506646,0.5541611158971093,-0.03176278961081103,0.4428167879104363,,,,,,
ant-ivy,21,AGSZZ,ORB,False,0.10715822317982542,0.5519839066052351,-0.06982081289266856,0.39390243704620587,,,,,,
ant-ivy,21,AGSZZ,NA(fp_filter),False,0.14661579149634157,0.5692124787279929,-0.03565155897542303,0.40779128889316285,2255.0,837.0,226.0,0.27001194743130225,86.0,7.696894698307178
ant-ivy,21,AGSZZ,NA(fp_filter/suppress),False,0.08066835481783358,0.5205084414681845,-0.015357028314373076,0.38854551410857124,2255.0,837.0,220.0,0.2628434886499403,86.0,9.935896903948974
ant-ivy,21,AGSZZ,NA(damp),False,0.17203526957924867,0.5879102004567782,-0.046796486244804335,0.42141888370515695,,,,,,
ant-ivy,21,AGSZZ,NA(rescue),False,0.15369069454688206,0.5706374881795573,-0.01494882874554325,0.4812120089018348,,,,,,
ant-ivy,21,MASZZ,OOB,False,0.10656941768142582,0.542800723369976,-0.018310117295799757,0.45109778599216627,,,,,,
ant-ivy,21,MASZZ,ORB,False,0.07048742190247402,0.5290137739333548,-0.04481825700990699,0.42633573851612816,,,,,,
ant-ivy,21,MASZZ,NA(fp_filter),False,0.1448831777579997,0.5728202955050224,0.09850039728783412,0.5716880816542181,2259.0,837.0,219.0,0.2616487455197133,86.0,8.610758452917397
ant-ivy,21,MASZZ,NA(fp_filter/suppress),False,0.11756130839935287,0.5560039565648853,0.042860320392189254,0.5360374052595129,2259.0,837.0,208.0,0.24850657108721624,86.0,10.040142131587256
ant-ivy,21,MASZZ,NA(damp),False,0.127452141659876,0.5526063451309667,-0.05608618175965378,0.4054936194264696,,,,,,
ant-ivy,21,MASZZ,NA(rescue),False,0.11296060800910729,0.551254499609916,0.018215069379009304,0.521929063550853,,,,,,
ant-ivy,21,LSZZ,OOB,False,0.13611967144219264,0.5619582594615509,-0.05705123530604742,0.4045293578312731,,,,,,
ant-ivy,21,LSZZ,ORB,False,0.10537973222615052,0.5468849107037396,-0.01364122811790921,0.46798000634664016,,,,,,
ant-ivy,21,LSZZ,NA(fp_filter),False,0.16547099091322018,0.5598571072167854,0.05675186452773905,0.5349213291285995,1870.0,277.0,68.0,0.24548736462093862,96.0,20.894940600383574
ant-ivy,21,LSZZ,NA(fp_filter/suppress),False,0.1977233241974838,0.5892368809923965,0.03260152992932789,0.4300213121167181,1870.0,277.0,82.0,0.296028880866426,96.0,28.213419497543434
ant-ivy,21,LSZZ,NA(damp),False,0.17697727329171875,0.584871976356034,-0.09104193757453616,0.3548334829325893,,,,,,
ant-ivy,21,LSZZ,NA(rescue),False,0.18836499110224178,0.603970671911377,0.05874572291856064,0.570983656512017,,,,,,
ant-ivy,21,RSZZ,OOB,False,0.09791199653166506,0.5261756997273629,-0.08056692696911925,0.3917839435612055,,,,,,
ant-ivy,21,RSZZ,ORB,False,0.09879050844410696,0.5472858023115491,-0.03778422973235544,0.4499121464968959,,,,,,
ant-ivy,21,RSZZ,NA(fp_filter),False,0.15210532735594917,0.573287618116815,0.06788921000655329,0.5055983542810074,1901.0,400.0,118.0,0.295,87.0,13.479700490664575
ant-ivy,21,RSZZ,NA(fp_filter/suppress),False,0.11585436711110784,0.548687394112104,0.03881056227699838,0.5334842240747525,1901.0,400.0,117.0,0.2925,87.0,18.8741530095403
ant-ivy,21,RSZZ,NA(damp),False,0.15111511385169235,0.5730373079557699,0.032456797982831055,0.5402773380696083,,,,,,
ant-ivy,21,RSZZ,NA(rescue),False,0.14564066794674327,0.5677724136096337,-0.06488720386466475,0.41622465150838345,,,,,,
ant-ivy,21,RASZZ,OOB,False,0.1095417641818661,0.545330252130388,-0.028650692753579655,0.44598111194809426,,,,,,
ant-ivy,21,RASZZ,ORB,False,0.10649000111604884,0.5476604261752729,-0.0616580675714717,0.410165544507558,,,,,,
ant-ivy,21,RASZZ,NA(fp_filter),False,0.11679746512809533,0.5445123238447263,-0.014352072771770816,0.37027351116899654,2254.0,799.0,200.0,0.2503128911138924,87.0,10.598240834288461
ant-ivy,21,RASZZ,NA(fp_filter/suppress),False,0.15434482322879015,0.5728380402839449,-0.0223947274232286,0.41487754604188215,2254.0,799.0,203.0,0.25406758448060074,87.0,12.782498772293382
ant-ivy,21,RASZZ,NA(damp),False,0.18116143219609693,0.5911192127291118,-0.031104322593725493,0.43422803995836595,,,,,,
ant-ivy,21,RASZZ,NA(rescue),False,0.17754841167506166,0.5826865453838844,0.01527593386074191,0.5187968416664376,,,,,,
ant-ivy,21,injected_fn20,OOB,False,0.0893272825337093,0.5123860271687697,-0.15793364723257974,0.3165890428875037,,,,,,
ant-ivy,21,injected_fn20,ORB,False,0.06769473920708914,0.5102580381547988,0.047559506656535626,0.5590039164115599,,,,,,
ant-ivy,21,injected_fn20,NA(fp_filter),False,-0.0009032421251456113,0.43439664730915445,-0.01861366425836898,0.44493786931612955,1838.0,186.0,50.0,0.26881720430107525,476.0,39.98829689280736
ant-ivy,21,injected_fn20,NA(fp_filter/suppress),False,0.014578748164941733,0.44928675829116205,0.05391999808884044,0.5521148048570459,1838.0,186.0,50.0,0.26881720430107525,476.0,50.10209447165568
ant-ivy,21,injected_fn20,NA(damp),False,0.02287984563792955,0.46282495861404005,-0.03724300150374342,0.44588159952796314,,,,,,
ant-ivy,21,injected_fn20,NA(rescue),False,-0.01440195008468052,0.45673550662220525,0.013278794347737084,0.5132783356824596,,,,,,
ant-ivy,42,oracle,OOB,False,0.16122568863548592,0.5812396865321439,-0.04291004507623734,0.399890526353907,,,,,,
ant-ivy,42,oracle,ORB,False,0.20057547442086027,0.6164532809065174,0.057288530144700346,0.5659384015845896,,,,,,
ant-ivy,42,oracle,NA(fp_filter),False,0.19196442062149308,0.5752208181581296,0.07308480478150474,0.5856667501441808,1876.0,313.0,100.0,0.3194888178913738,116.0,22.535492003621094
ant-ivy,42,oracle,NA(fp_filter/suppress),False,0.20093523399600452,0.5918084490062576,0.07355937725081968,0.5327698777395216,1876.0,313.0,96.0,0.30670926517571884,116.0,29.95646101569731
ant-ivy,42,oracle,NA(damp),False,0.2593827619671569,0.6499184700623089,0.08989807195478858,0.591893858601918,,,,,,
ant-ivy,42,oracle,NA(rescue),False,0.19008986548279105,0.6067796588991877,0.039700341146331856,0.5389369143350601,,,,,,
ant-ivy,42,BSZZ,OOB,False,0.15929655698444709,0.5722377471661122,-0.037738178550155134,0.4530724586188024,,,,,,
ant-ivy,42,BSZZ,ORB,False,0.1507683063186034,0.5767410763621454,-0.0047865700252412635,0.4938476003961262,,,,,,
ant-ivy,42,BSZZ,NA(fp_filter),False,0.1864143687473953,0.594879212683263,0.05445030203543394,0.5446438778515265,2097.0,735.0,221.0,0.3006802721088435,87.0,8.382116082051915
ant-ivy,42,BSZZ,NA(fp_filter/suppress),False,0.18700883283127823,0.5950359593468563,0.029533039092613674,0.5261444549278859,2097.0,735.0,217.0,0.29523809523809524,87.0,12.2256612115537
ant-ivy,42,BSZZ,NA(damp),False,0.21684346501576598,0.6123047836802449,0.006572394970141727,0.5045166564042799,,,,,,
ant-ivy,42,BSZZ,NA(rescue),False,0.13991397178789086,0.5667698394441077,-0.04643043710482003,0.44170152470422647,,,,,,
ant-ivy,42,AGSZZ,OOB,False,0.12021545322104413,0.5481176710549619,-0.04582630800687519,0.42303073758588067,,,,,,
ant-ivy,42,AGSZZ,ORB,False,0.08229977635551358,0.5408219145847873,-0.05970737351400557,0.4138562336888186,,,,,,
ant-ivy,42,AGSZZ,NA(fp_filter),False,0.10275107947510807,0.5349262971558004,-0.022390629229337957,0.44037528687544564,2255.0,837.0,222.0,0.26523297491039427,86.0,9.163593581564001
ant-ivy,42,AGSZZ,NA(fp_filter/suppress),False,0.1086547993361904,0.5535924123780566,-0.02494513265514222,0.447587362909236,2255.0,837.0,229.0,0.2735961768219833,86.0,10.238132297845404
ant-ivy,42,AGSZZ,NA(damp),False,0.18022215232051234,0.5884450224236405,-0.0327799328515486,0.44499791824681706,,,,,,
ant-ivy,42,AGSZZ,NA(rescue),False,0.1323416866415198,0.5628729159442635,-0.0024038981762369263,0.49672883125741435,,,,,,
ant-ivy,42,MASZZ,OOB,False,0.1064994871207155,0.537674118683997,-0.040892672961978016,0.42627725623791307,,,,,,
ant-ivy,42,MASZZ,ORB,False,0.10268604539658088,0.5489600055541531,-0.03832584659179006,0.43029774102424734,,,,,,
ant-ivy,42,MASZZ,NA(fp_filter),False,0.12236703911891132,0.5596661693229678,-0.0058704316434909564,0.4542900316209953,2259.0,837.0,222.0,0.26523297491039427,86.0,7.518863396847123
ant-ivy,42,MASZZ,NA(fp_filter/suppress),False,0.1402743870605609,0.5719405052732909,0.061839869315048514,0.5571065214540332,2259.0,837.0,243.0,0.2903225806451613,86.0,11.003111150933414
ant-ivy,42,MASZZ,NA(damp),False,0.15246935146685534,0.5728053318917591,-0.03995349894401135,0.425937265234706,,,,,,
ant-ivy,42,MASZZ,NA(rescue),False,0.1393978307460413,0.5609259334697699,0.016323990519949615,0.5203165075572759,,,,,,
ant-ivy,42,LSZZ,OOB,False,0.1392907358372466,0.5626935667509086,-0.047257446972747585,0.40966380071822744,,,,,,
ant-ivy,42,LSZZ,ORB,False,0.09926049682572304,0.542951860865123,-0.051492877823042835,0.3965648777117568,,,,,,
ant-ivy,42,LSZZ,NA(fp_filter),False,0.1531794232905225,0.5599944021921242,0.09218409734349543,0.5671266247772848,1870.0,277.0,74.0,0.26714801444043323,96.0,23.96809606334782
ant-ivy,42,LSZZ,NA(fp_filter/suppress),False,0.17747666717013422,0.587682518781625,0.02113486240013809,0.5164879392058241,1870.0,277.0,69.0,0.2490974729241877,96.0,26.731263739567776
ant-ivy,42,LSZZ,NA(damp),False,0.17173083785006646,0.5759592391207585,-0.0477332612572583,0.37678924840877664,,,,,,
ant-ivy,42,LSZZ,NA(rescue),False,0.17115937792720173,0.5872460308785584,0.07118993338728036,0.5875110750248393,,,,,,
ant-ivy,42,RSZZ,OOB,False,0.08599235761115075,0.5201936294743567,-0.06219366469181017,0.4088397319745523,,,,,,
ant-ivy,42,RSZZ,ORB,False,0.09673046483698343,0.5434222518592011,0.008629023958885094,0.49299002932100244,,,,,,
ant-ivy,42,RSZZ,NA(fp_filter),False,0.10908609525926119,0.5482322131308238,-0.015873975923687958,0.41858785558222494,1901.0,400.0,104.0,0.26,87.0,14.141482834873006
ant-ivy,42,RSZZ,NA(fp_filter/suppress),False,0.12478336131725017,0.5544329014587069,0.05670043490816458,0.5228807748398754,1901.0,400.0,113.0,0.2825,87.0,16.249310789172135
ant-ivy,42,RSZZ,NA(damp),False,0.13470172203525207,0.5653536062585582,0.02798859447032479,0.5241385652436243,,,,,,
ant-ivy,42,RSZZ,NA(rescue),False,0.14252201438889442,0.5608131131802528,-0.11157581153096352,0.3624728725707312,,,,,,
ant-ivy,42,RASZZ,OOB,False,0.11189493390188565,0.5410020122915442,-0.0419714832382516,0.4172242909023475,,,,,,
ant-ivy,42,RASZZ,ORB,False,0.13226224504638337,0.5619120617658614,-0.030786184895530262,0.4395107214392679,,,,,,
ant-ivy,42,RASZZ,NA(fp_filter),False,0.1200569818217313,0.5434223144752482,-0.034073863531373975,0.40501667367082256,2254.0,799.0,226.0,0.2828535669586984,87.0,8.553295127108608
