project,seed,oracle_asis_mcc,oracle_asis_gmean,oracle_imp_mcc,oracle_imp_gmean,bszz_mcc,bszz_gmean,oracle_asis_mcc_avg,oracle_asis_gmean_avg,oracle_imp_mcc_avg,oracle_imp_gmean_avg,bszz_mcc_avg,bszz_gmean_avg
commons-io,101,-0.016913146258308122,0.35818178650803917,0.03232124488388241,0.5934547153805769,0.01991689385536398,0.5540382362632356,0.05303792982513453,0.5110111026609506,0.05437538254517021,0.5296622236438927,0.07566118714148272,0.566042391009166
commons-io,123,-0.01584167625583673,0.3687984602345066,-0.010553551125622129,0.3763122203167713,0.031025221034383287,0.5759854914113979,0.04656448860785582,0.508045531598196,0.05300937678537845,0.512867521122204,0.06868011986903139,0.5629523391342633
commons-io,202,0.06793580452075731,0.6760528688090647,-0.02800449086630069,0.33747548054706256,0.09467099159010897,0.7592351130039917,0.033210407373366876,0.5123499148561464,0.03534649430109992,0.49319353695886076,0.08243906945023767,0.5809276203960184
commons-io,314,-0.024179264577910243,0.33915046940850685,-0.023344969448782556,0.33470048190241997,0.03185634496371848,0.5783711958615199,0.05610973345159681,0.5104187851163768,0.0643024166346076,0.5068782945394337,0.0852640961387632,0.5734222724965388
commons-io,999,-0.021342031000728276,0.3435607439774614,0.07528763724917953,0.7055823695008164,0.02057198286208318,0.5535126748044789,0.046745826636509724,0.5058165610475898,0.05376611715678758,0.5443476226241353,0.0767433183062603,0.5645006964316083
commons-jcs,7,0.18866776419042955,0.6291933419306405,0.10737998193047144,0.5812118954671978,0.13213583862701378,0.612132790800085,0.1869715520616263,0.6194131199527276,0.16117259731678327,0.6047809540286827,0.03184051576007872,0.4783457838867477
commons-jcs,13,0.10494738885823643,0.5753580870756341,0.19566290376426196,0.665579021993644,0.13955360745100556,0.6187887184243521,0.15347766870269045,0.5991022511839612,0.13427123667275914,0.5835783445977814,0.04347003664569742,0.492597981791507
commons-jcs,21,0.14434552879262383,0.620825997025105,0.07829414614511279,0.5632216517056148,0.12089413232729,0.6030348323466815,0.1710881890264279,0.6143376108452347,0.11413550022541753,0.5680603937189189,0.03169148872440275,0.48128867302047285
commons-jcs,42,0.15722756158641643,0.5996234883641399,0.16950639732297715,0.6321191228525288,0.14379289017361013,0.622946846867643,0.1479383638343547,0.5853916228838881,0.14700925139795112,0.5856137301187824,0.030812092882330097,0.4756096246789295
commons-jcs,77,0.12622468307317872,0.6055491178950299,0.11442839136079413,0.5967281550630393,0.1402040800243314,0.620269811205178,0.1683937533958074,0.6139446367745311,0.17339601574743282,0.6171532374960644,0.02818056976855701,0.4767788921716468
commons-jcs,101,0.17334681594107662,0.6359254518494305,0.09442166716939018,0.569448814968277,0.14677202902453762,0.6259420621561191,0.16935418134571453,0.604825970278481,0.16423313148272484,0.6037893818925365,0.03391610272379886,0.4877434077287036
commons-jcs,123,0.21807814996166072,0.6575087811528332,0.09523152641433738,0.5816589101062931,0.15668229253220725,0.6336871614753052,0.15853994498775356,0.5977382225398343,0.157233245993031,0.5946458909600588,0.041984085481137655,0.48867576282617853
commons-jcs,202,0.237901843854946,0.6650255634053732,0.33163437898832826,0.7516182735313245,0.14468741153945475,0.6236970719674176,0.17377069079554813,0.6070329148186986,0.1973406231754372,0.6284229899189355,0.057052676329597034,0.4944028070275661
commons-jcs,314,0.05483328925541808,0.5406954072483571,0.14081886357463783,0.6208587573955155,0.14438495920793862,0.6234621170717918,0.16022939483247123,0.5935439543206723,0.13160651051777936,0.5740867272946072,0.0383501820413457,0.487373522652922
commons-jcs,999,0.19934513230614653,0.6486129910908125,0.15713970048975548,0.6331130154081002,0.09809381146342289,0.5848235606103155,0.15742208657874654,0.597350080768768,0.1275858421018062,0.5774330241488921,-0.0011143583098493469,0.461661325228618
commons-lang,7,0.0238557723808423,0.43965087345222886,-0.009444519164484777,0.30057560233356606,0.03728721226117762,0.6314000990141517,0.08291988590937388,0.528240906128676,0.0262256402400371,0.4719242907518169,0.04900025822923489,0.5182766196907785
commons-lang,13,0.018820728793696777,0.48512441765871617,-0.00403679641548726,0.4153206044525299,0.04313990218034036,0.6477147887518122,0.06639797986863913,0.527789931439064,0.030724116208069037,0.4822226903423191,0.07870572083877475,0.5557919048012704
commons-lang,21,0.013766079342350027,0.4624055515118565,-0.024205600950069604,0.2611245430355158,0.03214934604795601,0.6152582820978008,0.060017318437598305,0.5073447942152505,0.048804228316059906,0.4977809755545355,0.05211288795817415,0.5199895038067007
