project,seed,model,train_label,eval_mode,regime,mcc,gmean
commons-beanutils,202,JITLine,oracle,oracle,naive_kfold,0.19240931218127916,0.6823346416103603
commons-beanutils,202,JITLine,oracle,oracle,chronological,0.12541778487881447,0.6349260708617048
commons-beanutils,202,ORB,oracle,oracle,prequential_latency,0.06630133209141963,0.5923832389293859
commons-beanutils,202,LApredict,oracle,self,naive_kfold,0.20747195106092,0.7059405148786493
commons-beanutils,202,LApredict,oracle,self,chronological,0.20660052439544166,0.6555871570950312
commons-beanutils,202,JITLine,oracle,self,naive_kfold,0.19240931218127916,0.6823346416103603
commons-beanutils,202,JITLine,oracle,self,chronological,0.12541778487881447,0.6349260708617048
commons-beanutils,202,ORB,oracle,self,prequential_latency,0.06630133209141963,0.5923832389293859
commons-beanutils,202,LApredict,BSZZ,oracle,naive_kfold,0.1951936788033353,0.690872514262485
commons-beanutils,202,LApredict,BSZZ,oracle,chronological,0.21217135617344873,0.7372530599217558
commons-beanutils,202,JITLine,BSZZ,oracle,naive_kfold,0.15828349660519803,0.658597619183919
commons-beanutils,202,JITLine,BSZZ,oracle,chronological,0.19504669843077024,0.6795877649963108
commons-beanutils,202,ORB,BSZZ,oracle,prequential_latency,0.04034877466934542,0.5674545424457642
commons-beanutils,202,LApredict,BSZZ,self,naive_kfold,0.3585400973828607,0.6844167934788468
commons-beanutils,202,LApredict,BSZZ,self,chronological,0.29089118460400815,0.6620102535139284
commons-beanutils,202,JITLine,BSZZ,self,naive_kfold,0.30386001207089075,0.6558873086094252
commons-beanutils,202,JITLine,BSZZ,self,chronological,0.19919541390959425,0.5504818825631803
commons-beanutils,202,ORB,BSZZ,self,prequential_latency,0.05642130991883246,0.5380863564917232
commons-beanutils,202,LApredict,AGSZZ,oracle,naive_kfold,0.19878385313547553,0.6980931341299595
commons-beanutils,202,LApredict,AGSZZ,oracle,chronological,0.24583271638849297,0.7641361852373182
commons-beanutils,202,JITLine,AGSZZ,oracle,naive_kfold,0.12014461055973598,0.6049362192516361
commons-beanutils,202,JITLine,AGSZZ,oracle,chronological,0.1012432313921125,0.6189284345100085
commons-beanutils,202,ORB,AGSZZ,oracle,prequential_latency,-0.015034909949302634,0.4671911585435219
commons-beanutils,202,LApredict,AGSZZ,self,naive_kfold,0.30253037168271446,0.6680449179915312
commons-beanutils,202,LApredict,AGSZZ,self,chronological,0.23202161560290008,0.646273295852715
commons-beanutils,202,JITLine,AGSZZ,self,naive_kfold,0.31040389848230515,0.6614467817847044
commons-beanutils,202,JITLine,AGSZZ,self,chronological,0.007844416431629768,0.4992475541259585
commons-beanutils,202,ORB,AGSZZ,self,prequential_latency,0.0010746896533823836,0.49957483384520673
commons-beanutils,202,LApredict,MASZZ,oracle,naive_kfold,0.20983633403017218,0.7075727494619525
commons-beanutils,202,LApredict,MASZZ,oracle,chronological,0.23624073926495828,0.7570606978279184
commons-beanutils,202,JITLine,MASZZ,oracle,naive_kfold,0.09917048799553596,0.5832195324848546
commons-beanutils,202,JITLine,MASZZ,oracle,chronological,0.19584729863738648,0.6516575283433587
commons-beanutils,202,ORB,MASZZ,oracle,prequential_latency,0.040935740656791626,0.5761021476377284
commons-beanutils,202,LApredict,MASZZ,self,naive_kfold,0.3250986380827826,0.6759074207805579
commons-beanutils,202,LApredict,MASZZ,self,chronological,0.2260503793395122,0.6387878875666583
commons-beanutils,202,JITLine,MASZZ,self,naive_kfold,0.2852264981327861,0.6425290395692015
commons-beanutils,202,JITLine,MASZZ,self,chronological,0.14161750245672988,0.5025956222178904
commons-beanutils,202,ORB,MASZZ,self,prequential_latency,0.11596094235208344,0.6024161064953634
commons-beanutils,202,LApredict,LSZZ,oracle,naive_kfold,0.19473859798924026,0.685638944914661
commons-beanutils,202,LApredict,LSZZ,oracle,chronological,0.15467349622852408,0.562832854334045
commons-beanutils,202,JITLine,LSZZ,oracle,naive_kfold,0.14238428292360764,0.6423468483499264
commons-beanutils,202,JITLine,LSZZ,oracle,chronological,0.06692713349077149,0.5269173357076762
commons-beanutils,202,ORB,LSZZ,oracle,prequential_latency,0.08104903128241403,0.635754786460473
commons-beanutils,202,LApredict,LSZZ,self,naive_kfold,0.4367850121275711,0.7959111610419761
commons-beanutils,202,LApredict,LSZZ,self,chronological,0.369302952858429,0.7025998662852271
commons-beanutils,202,JITLine,LSZZ,self,naive_kfold,0.27116617338382754,0.6921336317637338
commons-beanutils,202,JITLine,LSZZ,self,chronological,0.1883883913011185,0.6302087912488812
commons-beanutils,202,ORB,LSZZ,self,prequential_latency,0.12124739296627386,0.6263217249254094
commons-beanutils,202,LApredict,RSZZ,oracle,naive_kfold,0.201267775277181,0.7020948568812759
commons-beanutils,202,LApredict,RSZZ,oracle,chronological,0.20247785213669955,0.7053749471358951
commons-beanutils,202,JITLine,RSZZ,oracle,naive_kfold,0.15245587184832377,0.6422368856942633
commons-beanutils,202,JITLine,RSZZ,oracle,chronological,0.14509601109323697,0.6177416099577475
commons-beanutils,202,ORB,RSZZ,oracle,prequential_latency,0.018143352944300986,0.5284394150993873
commons-beanutils,202,LApredict,RSZZ,self,naive_kfold,0.23464775073354513,0.6487548711823926
commons-beanutils,202,LApredict,RSZZ,self,chronological,0.2871263806088853,0.6831300510639733
commons-beanutils,202,JITLine,RSZZ,self,naive_kfold,0.2234877222116926,0.6366154877783601
commons-beanutils,202,JITLine,RSZZ,self,chronological,0.0048811349470110855,0.492118959154032
commons-beanutils,202,ORB,RSZZ,self,prequential_latency,0.12938788490616945,0.6265547486937076
commons-beanutils,202,LApredict,RASZZ,oracle,naive_kfold,0.1896128418875339,0.6903270705660777
commons-beanutils,202,LApredict,RASZZ,oracle,chronological,0.24583271638849297,0.7641361852373182
commons-beanutils,202,JITLine,RASZZ,oracle,naive_kfold,0.11336998773498021,0.6148950039646963
commons-beanutils,202,JITLine,RASZZ,oracle,chronological,0.13784340895998576,0.6598641857533425
commons-beanutils,202,ORB,RASZZ,oracle,prequential_latency,0.07075983195865834,0.6100164567257856
commons-beanutils,202,LApredict,RASZZ,self,naive_kfold,0.3022338697768776,0.667708792763497
commons-beanutils,202,LApredict,RASZZ,self,chronological,0.25869663817230876,0.6731490991119916
commons-beanutils,202,JITLine,RASZZ,self,naive_kfold,0.2783789830820345,0.6499396315533291
commons-beanutils,202,JITLine,RASZZ,self,chronological,0.00013344627549046498,0.4910532828881051
commons-beanutils,202,ORB,RASZZ,self,prequential_latency,0.17647858146426174,0.646907476239378
commons-beanutils,314,LApredict,oracle,oracle,naive_kfold,0.21745649044404705,0.71613847664566
commons-beanutils,314,LApredict,oracle,oracle,chronological,0.20660052439544166,0.6555871570950312
commons-beanutils,314,JITLine,oracle,oracle,naive_kfold,0.1503511973207933,0.6495269816828863
commons-beanutils,314,JITLine,oracle,oracle,chronological,0.12241935185383018,0.6416328851418848
commons-beanutils,314,ORB,oracle,oracle,prequential_latency,0.05506994194462298,0.5651500987531347
commons-beanutils,314,LApredict,oracle,self,naive_kfold,0.21745649044404705,0.71613847664566
commons-beanutils,314,LApredict,oracle,self,chronological,0.20660052439544166,0.6555871570950312
commons-beanutils,314,JITLine,oracle,self,naive_kfold,0.1503511973207933,0.6495269816828863
commons-beanutils,314,JITLine,oracle,self,chronological,0.12241935185383018,0.6416328851418848
commons-beanutils,314,ORB,oracle,self,prequential_latency,0.05506994194462298,0.5651500987531347
commons-beanutils,314,LApredict,BSZZ,oracle,naive_kfold,0.1943025668994311,0.6898153254040217
commons-beanutils,314,LApredict,BSZZ,oracle,chronological,0.21217135617344873,0.7372530599217558
commons-beanutils,314,JITLine,BSZZ,oracle,naive_kfold,0.12804292267391845,0.6297995860579285
commons-beanutils,314,JITLine,BSZZ,oracle,chronological,0.16359388462332933,0.6057454852947648
commons-beanutils,314,ORB,BSZZ,oracle,prequential_latency,0.03325461272496966,0.5526816136362501
commons-beanutils,314,LApredict,BSZZ,self,naive_kfold,0.3626792534689163,0.6865930049912004
commons-beanutils,314,LApredict,BSZZ,self,chronological,0.29089118460400815,0.6620102535139284
commons-beanutils,314,JITLine,BSZZ,self,naive_kfold,0.24156467056536168,0.6239374011950092
commons-beanutils,314,JITLine,BSZZ,self,chronological,0.21076975604537038,0.5173748811807234
commons-beanutils,314,ORB,BSZZ,self,prequential_latency,0.018664826133377225,0.5106556458307384
commons-beanutils,314,LApredict,AGSZZ,oracle,naive_kfold,0.19784319393355898,0.697080670748528
commons-beanutils,314,LApredict,AGSZZ,oracle,chronological,0.24583271638849297,0.7641361852373182
commons-beanutils,314,JITLine,AGSZZ,oracle,naive_kfold,0.10635641426897739,0.5933047674951705
commons-beanutils,314,JITLine,AGSZZ,oracle,chronological,0.1400641191979643,0.6585654218623982
commons-beanutils,314,ORB,AGSZZ,oracle,prequential_latency,-0.01595844263936021,0.46356190374198386
commons-beanutils,314,LApredict,AGSZZ,self,naive_kfold,0.30035606189920405,0.6669193149712627
commons-beanutils,314,LApredict,AGSZZ,self,chronological,0.23202161560290008,0.646273295852715
commons-beanutils,314,JITLine,AGSZZ,self,naive_kfold,0.2734380890306448,0.642183900800653
commons-beanutils,314,JITLine,AGSZZ,self,chronological,-0.012173297048103496,0.4624021944948837
commons-beanutils,314,ORB,AGSZZ,self,prequential_latency,-0.04265939701160765,0.45457797741045103
commons-beanutils,314,LApredict,MASZZ,oracle,naive_kfold,0.21172174634382357,0.7096326453760209
commons-beanutils,314,LApredict,MASZZ,oracle,chronological,0.23624073926495828,0.7570606978279184
commons-beanutils,314,JITLine,MASZZ,oracle,naive_kfold,0.10591207343746967,0.58426812664073
commons-beanutils,314,JITLine,MASZZ,oracle,chronological,0.14139878021141178,0.6261974829646259
commons-beanutils,314,ORB,MASZZ,oracle,prequential_latency,0.028803534267812705,0.5499752787988501
commons-beanutils,314,LApredict,MASZZ,self,naive_kfold,0.3224894097238462,0.6743138342098872
commons-beanutils,314,LApredict,MASZZ,self,chronological,0.2260503793395122,0.6387878875666583
commons-beanutils,314,JITLine,MASZZ,self,naive_kfold,0.2887483983433895,0.6406425761865273
commons-beanutils,314,JITLine,MASZZ,self,chronological,0.08724579041043673,0.500173460542946
commons-beanutils,314,ORB,MASZZ,self,prequential_latency,0.11830517561199182,0.6029151283692804
commons-beanutils,314,LApredict,LSZZ,oracle,naive_kfold,0.19718568528613936,0.6872851392288102
commons-beanutils,314,LApredict,LSZZ,oracle,chronological,0.15467349622852408,0.562832854334045
commons-beanutils,314,JITLine,LSZZ,oracle,naive_kfold,0.1663859061737784,0.649780653624478
commons-beanutils,314,JITLine,LSZZ,oracle,chronological,0.10176125244618395,0.3701166050988026
commons-beanutils,314,ORB,LSZZ,oracle,prequential_latency,0.07802918158291242,0.6372138880437554
commons-beanutils,314,LApredict,LSZZ,self,naive_kfold,0.4409717722660709,0.7978313355118802
commons-beanutils,314,LApredict,LSZZ,self,chronological,0.369302952858429,0.7025998662852271
commons-beanutils,314,JITLine,LSZZ,self,naive_kfold,0.3042995089464176,0.6972166887783963
commons-beanutils,314,JITLine,LSZZ,self,chronological,0.22699626335390022,0.4490928602896294
commons-beanutils,314,ORB,LSZZ,self,prequential_latency,0.117366176280455,0.6294211755391331
commons-beanutils,314,LApredict,RSZZ,oracle,naive_kfold,0.2022624076835507,0.703066614933729
commons-beanutils,314,LApredict,RSZZ,oracle,chronological,0.20247785213669955,0.7053749471358951
commons-beanutils,314,JITLine,RSZZ,oracle,naive_kfold,0.13395852922689266,0.6369363530864287
commons-beanutils,314,JITLine,RSZZ,oracle,chronological,0.08183918171270463,0.26496316621759863
commons-beanutils,314,ORB,RSZZ,oracle,prequential_latency,0.0490037645903346,0.5900592984305127
commons-beanutils,314,LApredict,RSZZ,self,naive_kfold,0.23639395916014994,0.6497400727692284
commons-beanutils,314,LApredict,RSZZ,self,chronological,0.2871263806088853,0.6831300510639733
commons-beanutils,314,JITLine,RSZZ,self,naive_kfold,0.17901568379707078,0.6121885124492086
commons-beanutils,314,JITLine,RSZZ,self,chronological,0.3141419825257127,0.37198721160371606
commons-beanutils,314,ORB,RSZZ,self,prequential_latency,0.1087678473052449,0.6060784760652262
commons-beanutils,314,LApredict,RASZZ,oracle,naive_kfold,0.1905652832228957,0.6913153703857419
commons-beanutils,314,LApredict,RASZZ,oracle,chronological,0.24583271638849297,0.7641361852373182
commons-beanutils,314,JITLine,RASZZ,oracle,naive_kfold,0.10225899122539506,0.598991524644318
commons-beanutils,314,JITLine,RASZZ,oracle,chronological,0.15136109332603212,0.6316427809606677
commons-beanutils,314,ORB,RASZZ,oracle,prequential_latency,0.026560456245623913,0.5028309087191187
commons-beanutils,314,LApredict,RASZZ,self,naive_kfold,0.29694443191228476,0.6646388510182947
commons-beanutils,314,LApredict,RASZZ,self,chronological,0.25869663817230876,0.6731490991119916
commons-beanutils,314,JITLine,RASZZ,self,naive_kfold,0.2976667750285061,0.6551249869080401
commons-beanutils,314,JITLine,RASZZ,self,chronological,0.04921912451538783,0.46260763870555255
commons-beanutils,314,ORB,RASZZ,self,prequential_latency,0.20341521588646688,0.6636829810691686
commons-beanutils,999,LApredict,oracle,oracle,naive_kfold,0.20636038718848973,0.7050395055582187
commons-beanutils,999,LApredict,oracle,oracle,chronological,0.20660052439544166,0.6555871570950312
commons-beanutils,999,JITLine,oracle,oracle,naive_kfold,0.19840779474531886,0.6900200690124099
commons-beanutils,999,JITLine,oracle,oracle,chronological,0.03685692453394325,0.4266099929744674
commons-beanutils,999,ORB,oracle,oracle,prequential_latency,0.06951020856179048,0.6023597352823716
commons-beanutils,999,LApredict,oracle,self,naive_kfold,0.20636038718848973,0.7050395055582187
commons-beanutils,999,LApredict,oracle,self,chronological,0.20660052439544166,0.6555871570950312
commons-beanutils,999,JITLine,oracle,self,naive_kfold,0.19840779474531886,0.6900200690124099
commons-beanutils,999,JITLine,oracle,self,chronological,0.03685692453394325,0.4266099929744674
commons-beanutils,999,ORB,oracle,self,prequential_latency,0.06951020856179048,0.6023597352823716
commons-beanutils,999,LApredict,BSZZ,oracle,naive_kfold,0.1951936788033353,0.690872514262485
commons-beanutils,999,LApredict,BSZZ,oracle,chronological,0.21217135617344873,0.7372530599217558
commons-beanutils,999,JITLine,BSZZ,oracle,naive_kfold,0.11045230034371191,0.6050918698959852
commons-beanutils,999,JITLine,BSZZ,oracle,chronological,0.1142016106094289,0.6256112470898544
commons-beanutils,999,ORB,BSZZ,oracle,prequential_latency,0.0862176278825993,0.6444422793418355
commons-beanutils,999,LApredict,BSZZ,self,naive_kfold,0.3585400973828607,0.6844167934788468
commons-beanutils,999,LApredict,BSZZ,self,chronological,0.29089118460400815,0.6620102535139284
commons-beanutils,999,JITLine,BSZZ,self,naive_kfold,0.24816913581242891,0.6265610149882436
commons-beanutils,999,JITLine,BSZZ,self,chronological,0.10894665366637703,0.5449492609130661
commons-beanutils,999,ORB,BSZZ,self,prequential_latency,0.08181476862411954,0.5579362666265374
commons-beanutils,999,LApredict,AGSZZ,oracle,naive_kfold,0.21172174634382357,0.7096326453760209
commons-beanutils,999,LApredict,AGSZZ,oracle,chronological,0.24583271638849297,0.7641361852373182
commons-beanutils,999,JITLine,AGSZZ,oracle,naive_kfold,0.13619899637490956,0.58467093132604
commons-beanutils,999,JITLine,AGSZZ,oracle,chronological,0.18936034929198525,0.6141673758493933
commons-beanutils,999,ORB,AGSZZ,oracle,prequential_latency,-0.03335466738010474,0.43389575097800925
commons-beanutils,999,LApredict,AGSZZ,self,naive_kfold,0.30035606189920405,0.6669193149712627
commons-beanutils,999,LApredict,AGSZZ,self,chronological,0.23202161560290008,0.646273295852715
commons-beanutils,999,JITLine,AGSZZ,self,naive_kfold,0.25851394385905696,0.6088446072580374
commons-beanutils,999,JITLine,AGSZZ,self,chronological,0.13206953996515372,0.4699624045113985
commons-beanutils,999,ORB,AGSZZ,self,prequential_latency,-0.06415914040165518,0.4402856483541961
commons-beanutils,999,LApredict,MASZZ,oracle,naive_kfold,0.20983633403017218,0.7075727494619525
commons-beanutils,999,LApredict,MASZZ,oracle,chronological,0.23624073926495828,0.7570606978279184
commons-beanutils,999,JITLine,MASZZ,oracle,naive_kfold,0.1654944774864401,0.6665567916487525
commons-beanutils,999,JITLine,MASZZ,oracle,chronological,0.1740465238251867,0.6093691197217415
commons-beanutils,999,ORB,MASZZ,oracle,prequential_latency,-0.012010927734232088,0.47534633731858533
commons-beanutils,999,LApredict,MASZZ,self,naive_kfold,0.3250986380827826,0.6759074207805579
commons-beanutils,999,LApredict,MASZZ,self,chronological,0.2260503793395122,0.6387878875666583
commons-beanutils,999,JITLine,MASZZ,self,naive_kfold,0.2676493398400422,0.6449761717676927
commons-beanutils,999,JITLine,MASZZ,self,chronological,0.1454108671168377,0.4882377778184568
commons-beanutils,999,ORB,MASZZ,self,prequential_latency,0.05764783111180987,0.551166844493957
commons-beanutils,999,LApredict,LSZZ,oracle,naive_kfold,0.1984197348682384,0.6881067595332158
commons-beanutils,999,LApredict,LSZZ,oracle,chronological,0.15467349622852408,0.562832854334045
commons-beanutils,999,JITLine,LSZZ,oracle,naive_kfold,0.11330095928570148,0.6075768572306885
commons-beanutils,999,JITLine,LSZZ,oracle,chronological,0.1267105244642061,0.5540722751642381
commons-beanutils,999,ORB,LSZZ,oracle,prequential_latency,0.08720388175242548,0.6493318587080096
commons-beanutils,999,LApredict,LSZZ,self,naive_kfold,0.44308553701412673,0.7987896918159451
commons-beanutils,999,LApredict,LSZZ,self,chronological,0.369302952858429,0.7025998662852271
commons-beanutils,999,JITLine,LSZZ,self,naive_kfold,0.2532156934579926,0.6754366656212385
commons-beanutils,999,JITLine,LSZZ,self,chronological,0.21740678091924293,0.6028890256962426
commons-beanutils,999,ORB,LSZZ,self,prequential_latency,0.11484802804526985,0.6205887217079917
commons-beanutils,999,LApredict,RSZZ,oracle,naive_kfold,0.20027691046382598,0.701121751968876
commons-beanutils,999,LApredict,RSZZ,oracle,chronological,0.20247785213669955,0.7053749471358951
commons-beanutils,999,JITLine,RSZZ,oracle,naive_kfold,0.11775516458995434,0.6204218329305549
commons-beanutils,999,JITLine,RSZZ,oracle,chronological,0.10863653498433934,0.6053415202713123
commons-beanutils,999,ORB,RSZZ,oracle,prequential_latency,0.08120795317635118,0.645526651025184
commons-beanutils,999,LApredict,RSZZ,self,naive_kfold,0.23290676845696612,0.6477681711875042
commons-beanutils,999,LApredict,RSZZ,self,chronological,0.2871263806088853,0.6831300510639733
commons-beanutils,999,JITLine,RSZZ,self,naive_kfold,0.23561230292144988,0.6505022314743841
commons-beanutils,999,JITLine,RSZZ,self,chronological,0.04529108136578383,0.4931631338038255
commons-beanutils,999,ORB,RSZZ,self,prequential_latency,0.1057287084663218,0.5969675294145184
commons-beanutils,999,LApredict,RASZZ,oracle,naive_kfold,0.19152099862664118,0.6923022593541123
commons-beanutils,999,LApredict,RASZZ,oracle,chronological,0.24583271638849297,0.7641361852373182
commons-beanutils,999,JITLine,RASZZ,oracle,naive_kfold,0.13870303483687504,0.6413565057249583
commons-beanutils,999,JITLine,RASZZ,oracle,chronological,0.1346219164495224,0.6535317270030649
commons-beanutils,999,ORB,RASZZ,oracle,prequential_latency,0.010951230253798053,0.5144562365529819
commons-beanutils,999,LApredict,RASZZ,self,naive_kfold,0.30662887596070354,0.6699234217056882
commons-beanutils,999,LApredict,RASZZ,self,chronological,0.25869663817230876,0.6731490991119916
commons-beanutils,999,JITLine,RASZZ,self,naive_kfold,0.3401325403679076,0.6894759526469612
commons-beanutils,999,JITLine,RASZZ,self,chronological,0.06436416830612152,0.5349251171336228
commons-beanutils,999,ORB,RASZZ,self,prequential_latency,0.0979424770815275,0.592985840221268
commons-codec,13,LApredict,oracle,oracle,naive_kfold,0.19667225435549146,0.7053164285395712
commons-codec,13,LApredict,oracle,oracle,chronological,0.19611900030155718,0.7309452349217754
commons-codec,13,JITLine,oracle,oracle,naive_kfold,0.16984499250631838,0.6896053621859067
commons-codec,13,JITLine,oracle,oracle,chronological,0.12908610344240376,0.6705398912961092
commons-codec,13,ORB,oracle,oracle,prequential_latency,0.10866913734053626,0.6668656890551321
commons-codec,13,LApredict,oracle,self,naive_kfold,0.19667225435549146,0.7053164285395712
commons-codec,13,LApredict,oracle,self,chronological,0.19611900030155718,0.7309452349217754
commons-codec,13,JITLine,oracle,self,naive_kfold,0.16984499250631838,0.6896053621859067
commons-codec,13,JITLine,oracle,self,chronological,0.12908610344240376,0.6705398912961092
commons-codec,13,ORB,oracle,self,prequential_latency,0.10866913734053626,0.6668656890551321
commons-codec,13,LApredict,BSZZ,oracle,naive_kfold,0.2169767070615738,0.73864326283518
commons-codec,13,LApredict,BSZZ,oracle,chronological,0.1566899695660706,0.7014676444336482
commons-codec,13,JITLine,BSZZ,oracle,naive_kfold,0.1068422266749913,0.6066047713783694
commons-codec,13,JITLine,BSZZ,oracle,chronological,0.04386708425794103,0.5577067233749822
commons-codec,13,ORB,BSZZ,oracle,prequential_latency,0.12712108917256618,0.6937633763299518
commons-codec,13,LApredict,BSZZ,self,naive_kfold,0.37583698902372203,0.6923432797517607
commons-codec,13,LApredict,BSZZ,self,chronological,0.27952781714292163,0.6819412122335408
commons-codec,13,JITLine,BSZZ,self,naive_kfold,0.37758915134587445,0.6900733672361697
commons-codec,13,JITLine,BSZZ,self,chronological,0.1058532359541312,0.5685698418345956
commons-codec,13,ORB,BSZZ,self,prequential_latency,0.09743865126987988,0.5799254609218996
commons-codec,13,LApredict,AGSZZ,oracle,naive_kfold,0.22690337309611763,0.7504787743864565
commons-codec,13,LApredict,AGSZZ,oracle,chronological,0.1929209243629779,0.7428589804821256
commons-codec,13,JITLine,AGSZZ,oracle,naive_kfold,0.18944569474633383,0.7050719373096686
commons-codec,13,JITLine,AGSZZ,oracle,chronological,0.14984791124961713,0.6245399644731154
commons-codec,13,ORB,AGSZZ,oracle,prequential_latency,-0.09093843449471281,0.23737259971452718
commons-codec,13,LApredict,AGSZZ,self,naive_kfold,0.22129977453353067,0.6564497061013146
commons-codec,13,LApredict,AGSZZ,self,chronological,0.19757117731828217,0.6548940768606042
commons-codec,13,JITLine,AGSZZ,self,naive_kfold,0.22399497825785755,0.6485360505278815
commons-codec,13,JITLine,AGSZZ,self,chronological,0.009366437973104907,0.38403466532799974
commons-codec,13,ORB,AGSZZ,self,prequential_latency,0.007561028664307648,0.48960065319402396
commons-codec,13,LApredict,MASZZ,oracle,naive_kfold,0.22447614578073682,0.7481778631732756
commons-codec,13,LApredict,MASZZ,oracle,chronological,0.18234381608685155,0.7329443074746756
commons-codec,13,JITLine,MASZZ,oracle,naive_kfold,0.18276204986699238,0.7029221982966802
commons-codec,13,JITLine,MASZZ,oracle,chronological,0.14466476616370316,0.46848863951132325
commons-codec,13,ORB,MASZZ,oracle,prequential_latency,-0.08027398305004439,0.2592126514637047
commons-codec,13,LApredict,MASZZ,self,naive_kfold,0.21493501918868982,0.6489150050222512
commons-codec,13,LApredict,MASZZ,self,chronological,0.16816941948658534,0.6401324747686655
commons-codec,13,JITLine,MASZZ,self,naive_kfold,0.22367759710594423,0.6522149689220237
commons-codec,13,JITLine,MASZZ,self,chronological,0.012255956530804447,0.24700976678016728
commons-codec,13,ORB,MASZZ,self,prequential_latency,0.011258577392855455,0.48810615714202243
commons-codec,13,LApredict,LSZZ,oracle,naive_kfold,0.19383856273388844,0.70335811908171
commons-codec,13,LApredict,LSZZ,oracle,chronological,0.21603548814448537,0.7437026593235698
commons-codec,13,JITLine,LSZZ,oracle,naive_kfold,0.11922152090225405,0.6113862146370949
commons-codec,13,JITLine,LSZZ,oracle,chronological,0.0854160596237367,0.3825193723644774
commons-codec,13,ORB,LSZZ,oracle,prequential_latency,-0.04955497760615968,0.33560715928047796
commons-codec,13,LApredict,LSZZ,self,naive_kfold,0.24880642976006637,0.7438513218774825
commons-codec,13,LApredict,LSZZ,self,chronological,0.16311685191747188,0.6494490728722973
commons-codec,13,JITLine,LSZZ,self,naive_kfold,0.18152132940433197,0.6704722825449514
commons-codec,13,JITLine,LSZZ,self,chronological,0.006133948218244789,0.23612088103120574
commons-codec,13,ORB,LSZZ,self,prequential_latency,0.07772450927437974,0.600162047261669
commons-codec,13,LApredict,RSZZ,oracle,naive_kfold,0.22853812929174738,0.7520088040570472
commons-codec,13,LApredict,RSZZ,oracle,chronological,0.1929209243629779,0.7428589804821256
commons-codec,13,JITLine,RSZZ,oracle,naive_kfold,0.10106886572365002,0.5908627369756534
commons-codec,13,JITLine,RSZZ,oracle,chronological,0.1523064465370115,0.6948809479130761
commons-codec,13,ORB,RSZZ,oracle,prequential_latency,0.06349814629232857,0.5999603477300016
commons-codec,13,LApredict,RSZZ,self,naive_kfold,0.12325360529059198,0.6094286194033909
commons-codec,13,LApredict,RSZZ,self,chronological,0.13311992734179556,0.6248828707668074
commons-codec,13,JITLine,RSZZ,self,naive_kfold,0.07748818526117092,0.5388174225025578
commons-codec,13,JITLine,RSZZ,self,chronological,0.07341708045702834,0.5780443098131569
commons-codec,13,ORB,RSZZ,self,prequential_latency,0.048963635996833975,0.557145104316991
commons-codec,13,LApredict,RASZZ,oracle,naive_kfold,0.20500179257866966,0.7249256799005745
commons-codec,13,LApredict,RASZZ,oracle,chronological,0.17208436909182864,0.7127013005549443
commons-codec,13,JITLine,RASZZ,oracle,naive_kfold,0.14104367130133202,0.6247758218642964
commons-codec,13,JITLine,RASZZ,oracle,chronological,0.18375052740760603,0.5386406773204323
commons-codec,13,ORB,RASZZ,oracle,prequential_latency,-0.058762719333010784,0.3358165623077391
commons-codec,13,LApredict,RASZZ,self,naive_kfold,0.23631309073776538,0.6820396592259457
commons-codec,13,LApredict,RASZZ,self,chronological,0.19583509775713842,0.6866671501775405
commons-codec,13,JITLine,RASZZ,self,naive_kfold,0.15564196802850677,0.581675050747111
commons-codec,13,JITLine,RASZZ,self,chronological,0.0707295875143498,0.35778078540166686
commons-codec,13,ORB,RASZZ,self,prequential_latency,0.0819746888300882,0.609866620750164
commons-codec,7,LApredict,oracle,oracle,naive_kfold,0.19477822326906302,0.7040114941590414
commons-codec,7,LApredict,oracle,oracle,chronological,0.19611900030155718,0.7309452349217754
commons-codec,7,JITLine,oracle,oracle,naive_kfold,0.14826358067026582,0.6556562037159904
commons-codec,7,JITLine,oracle,oracle,chronological,0.12786161371334173,0.6691356177311053
commons-codec,7,ORB,oracle,oracle,prequential_latency,0.09403575701351309,0.6457550641338465
commons-codec,7,LApredict,oracle,self,naive_kfold,0.19477822326906302,0.7040114941590414
commons-codec,7,LApredict,oracle,self,chronological,0.19611900030155718,0.7309452349217754
commons-codec,7,JITLine,oracle,self,naive_kfold,0.14826358067026582,0.6556562037159904
commons-codec,7,JITLine,oracle,self,chronological,0.12786161371334173,0.6691356177311053
commons-codec,7,ORB,oracle,self,prequential_latency,0.09403575701351309,0.6457550641338465
commons-codec,7,LApredict,BSZZ,oracle,naive_kfold,0.21557833271357327,0.7369815211062671
commons-codec,7,LApredict,BSZZ,oracle,chronological,0.1566899695660706,0.7014676444336482
commons-codec,7,JITLine,BSZZ,oracle,naive_kfold,0.10582066707012487,0.6168763234777559
commons-codec,7,JITLine,BSZZ,oracle,chronological,0.09940142253734492,0.6330171422174419
commons-codec,7,ORB,BSZZ,oracle,prequential_latency,0.11057808130896114,0.6609157136384032
commons-codec,7,LApredict,BSZZ,self,naive_kfold,0.377095459614588,0.6933122701206337
commons-codec,7,LApredict,BSZZ,self,chronological,0.27952781714292163,0.6819412122335408
commons-codec,7,JITLine,BSZZ,self,naive_kfold,0.396115229494749,0.7054513539096058
commons-codec,7,JITLine,BSZZ,self,chronological,0.15530801323450766,0.6022111156796272
commons-codec,7,ORB,BSZZ,self,prequential_latency,0.17111475584668392,0.6290262776873653
commons-codec,7,LApredict,AGSZZ,oracle,naive_kfold,0.22609101044628535,0.7497125886079554
