project,seed,model,train_label,eval_mode,regime,mcc,gmean
commons-math,999,JITLine,RSZZ,self,naive_kfold,0.2263088249826448,0.6648163050138282
commons-math,999,JITLine,RSZZ,self,chronological,0.19237775808968055,0.6205591245189643
commons-math,999,ORB,RSZZ,self,prequential_latency,0.05666372404622952,0.5695016407217552
commons-math,999,LApredict,RASZZ,oracle,naive_kfold,0.18736663032973133,0.6642811188079554
commons-math,999,LApredict,RASZZ,oracle,chronological,0.1855169133563024,0.6763949973841856
commons-math,999,JITLine,RASZZ,oracle,naive_kfold,0.1362575337306761,0.6189001537993273
commons-math,999,JITLine,RASZZ,oracle,chronological,0.0976744753818431,0.5943784831179667
commons-math,999,ORB,RASZZ,oracle,prequential_latency,0.0384736171184332,0.5610824912423715
commons-math,999,LApredict,RASZZ,self,naive_kfold,0.33943565671972575,0.6894514931351919
commons-math,999,LApredict,RASZZ,self,chronological,0.33129241492436506,0.7075311261591863
commons-math,999,JITLine,RASZZ,self,naive_kfold,0.41966921208450375,0.7291261707791553
commons-math,999,JITLine,RASZZ,self,chronological,0.2769860856997738,0.6729558691320445
commons-math,999,ORB,RASZZ,self,prequential_latency,0.17504774570414408,0.6907991327209406
commons-net,21,LApredict,oracle,oracle,naive_kfold,0.1652213712752004,0.6228104631046543
commons-net,21,LApredict,oracle,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,21,JITLine,oracle,oracle,naive_kfold,0.24012202778993744,0.6825166604013458
commons-net,21,JITLine,oracle,oracle,chronological,0.06712990599045553,0.5009496684719986
commons-net,21,ORB,oracle,oracle,prequential_latency,0.10914167824694514,0.6147915433385045
commons-net,21,LApredict,oracle,self,naive_kfold,0.1652213712752004,0.6228104631046543
commons-net,21,LApredict,oracle,self,chronological,0.0689720233013697,0.5288011304112082
commons-net,21,JITLine,oracle,self,naive_kfold,0.24012202778993744,0.6825166604013458
commons-net,21,JITLine,oracle,self,chronological,0.06712990599045553,0.5009496684719986
commons-net,21,ORB,oracle,self,prequential_latency,0.10914167824694514,0.6147915433385045
commons-net,21,LApredict,BSZZ,oracle,naive_kfold,0.16513545712807842,0.6210789763809765
commons-net,21,LApredict,BSZZ,oracle,chronological,0.06655856976909555,0.5274640836940283
commons-net,21,JITLine,BSZZ,oracle,naive_kfold,0.15307238680905996,0.61818009282615
commons-net,21,JITLine,BSZZ,oracle,chronological,0.02891075996404139,0.5193172302744897
commons-net,21,ORB,BSZZ,oracle,prequential_latency,-0.002632829177947688,0.49521855568406387
commons-net,21,LApredict,BSZZ,self,naive_kfold,0.33559371405439486,0.7086048392618794
commons-net,21,LApredict,BSZZ,self,chronological,0.2671562006673774,0.6781850617694755
commons-net,21,JITLine,BSZZ,self,naive_kfold,0.32253935775326653,0.7068890572712722
commons-net,21,JITLine,BSZZ,self,chronological,0.2265162441073716,0.6735398231841452
commons-net,21,ORB,BSZZ,self,prequential_latency,0.05912230560886778,0.5580469829973813
commons-net,21,LApredict,AGSZZ,oracle,naive_kfold,0.18203728950402753,0.6422646112238507
commons-net,21,LApredict,AGSZZ,oracle,chronological,0.03627124687214676,0.5090703629536938
commons-net,21,JITLine,AGSZZ,oracle,naive_kfold,0.13181480337792614,0.605420403143
commons-net,21,JITLine,AGSZZ,oracle,chronological,0.007767184304704891,0.441098820530176
commons-net,21,ORB,AGSZZ,oracle,prequential_latency,0.0009073328445508841,0.4682759297143531
commons-net,21,LApredict,AGSZZ,self,naive_kfold,0.27076540445737335,0.6671945579239505
commons-net,21,LApredict,AGSZZ,self,chronological,0.20243171754401396,0.654948514894633
commons-net,21,JITLine,AGSZZ,self,naive_kfold,0.26321424944035016,0.6667953509487475
commons-net,21,JITLine,AGSZZ,self,chronological,0.166177759447681,0.6005756120750084
commons-net,21,ORB,AGSZZ,self,prequential_latency,0.14917324129760612,0.6410330022520437
commons-net,21,LApredict,MASZZ,oracle,naive_kfold,0.1718450839891345,0.6324676460674461
commons-net,21,LApredict,MASZZ,oracle,chronological,0.04268366128772724,0.5132148305035406
commons-net,21,JITLine,MASZZ,oracle,naive_kfold,0.1392781025253693,0.6117917685895009
commons-net,21,JITLine,MASZZ,oracle,chronological,0.0002706863410606317,0.4372026031957875
commons-net,21,ORB,MASZZ,oracle,prequential_latency,-0.009110170500016227,0.4251938355055572
commons-net,21,LApredict,MASZZ,self,naive_kfold,0.2833389216073626,0.6762096460628905
commons-net,21,LApredict,MASZZ,self,chronological,0.19678625424281246,0.6502112512877595
commons-net,21,JITLine,MASZZ,self,naive_kfold,0.2344976889743847,0.6508683265908367
commons-net,21,JITLine,MASZZ,self,chronological,0.13582778684875976,0.5806564008309071
commons-net,21,ORB,MASZZ,self,prequential_latency,0.09196160847427383,0.563081944398894
commons-net,21,LApredict,LSZZ,oracle,naive_kfold,0.1937819739721275,0.6183590898832738
commons-net,21,LApredict,LSZZ,oracle,chronological,0.08406991646596534,0.5080556924567393
commons-net,21,JITLine,LSZZ,oracle,naive_kfold,0.17595690448766882,0.6373148288175544
commons-net,21,JITLine,LSZZ,oracle,chronological,0.03725269494855937,0.5314651328150825
commons-net,21,ORB,LSZZ,oracle,prequential_latency,0.04020443980221076,0.5476667742979242
commons-net,21,LApredict,LSZZ,self,naive_kfold,0.31952205006740436,0.7626950870851029
commons-net,21,LApredict,LSZZ,self,chronological,0.19427946387803227,0.6877614942811737
commons-net,21,JITLine,LSZZ,self,naive_kfold,0.239327530529375,0.7189425084645095
commons-net,21,JITLine,LSZZ,self,chronological,0.17116451241122327,0.7139328934618737
commons-net,21,ORB,LSZZ,self,prequential_latency,0.1718340391029959,0.7508846216692197
commons-net,21,LApredict,RSZZ,oracle,naive_kfold,0.1682884932291678,0.6245848554839184
commons-net,21,LApredict,RSZZ,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,21,JITLine,RSZZ,oracle,naive_kfold,0.17876278610723548,0.6431322011537448
commons-net,21,JITLine,RSZZ,oracle,chronological,0.02185056955992319,0.49926616436412974
commons-net,21,ORB,RSZZ,oracle,prequential_latency,0.02759316249397628,0.5019285434503999
commons-net,21,LApredict,RSZZ,self,naive_kfold,0.21097341889173304,0.655373442779087
commons-net,21,LApredict,RSZZ,self,chronological,0.153529071098722,0.6261545555457887
commons-net,21,JITLine,RSZZ,self,naive_kfold,0.15794864297056596,0.6234178537939293
commons-net,21,JITLine,RSZZ,self,chronological,0.1157829030703976,0.608691350553793
commons-net,21,ORB,RSZZ,self,prequential_latency,0.055442839223975623,0.5385480179257672
commons-net,21,LApredict,RASZZ,oracle,naive_kfold,0.16425705350656475,0.6264833250971513
commons-net,21,LApredict,RASZZ,oracle,chronological,0.04268366128772724,0.5132148305035406
commons-net,21,JITLine,RASZZ,oracle,naive_kfold,0.14422571413441063,0.6163527347515492
commons-net,21,JITLine,RASZZ,oracle,chronological,-0.022870719474551382,0.4241488265344088
commons-net,21,ORB,RASZZ,oracle,prequential_latency,-0.03802276427069012,0.4241665063099244
commons-net,21,LApredict,RASZZ,self,naive_kfold,0.26807962290856896,0.6684657993675267
commons-net,21,LApredict,RASZZ,self,chronological,0.18894649452880358,0.6448864305178482
commons-net,21,JITLine,RASZZ,self,naive_kfold,0.289427975326805,0.6875705495986297
commons-net,21,JITLine,RASZZ,self,chronological,0.11958188300262786,0.5819269584799857
commons-net,21,ORB,RASZZ,self,prequential_latency,0.0782848255227767,0.577519031995881
commons-net,42,LApredict,oracle,oracle,naive_kfold,0.16160028500412052,0.6221882302736867
commons-net,42,LApredict,oracle,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,42,JITLine,oracle,oracle,naive_kfold,0.20208834888236477,0.6597351371472541
commons-net,42,JITLine,oracle,oracle,chronological,0.028667788273583687,0.4322672438722741
commons-net,42,ORB,oracle,oracle,prequential_latency,0.10544697283848638,0.6118834571404311
commons-net,42,LApredict,oracle,self,naive_kfold,0.16160028500412052,0.6221882302736867
commons-net,42,LApredict,oracle,self,chronological,0.0689720233013697,0.5288011304112082
commons-net,42,JITLine,oracle,self,naive_kfold,0.20208834888236477,0.6597351371472541
commons-net,42,JITLine,oracle,self,chronological,0.028667788273583687,0.4322672438722741
commons-net,42,ORB,oracle,self,prequential_latency,0.10544697283848638,0.6118834571404311
commons-net,42,LApredict,BSZZ,oracle,naive_kfold,0.1682884932291678,0.6245848554839184
commons-net,42,LApredict,BSZZ,oracle,chronological,0.06655856976909555,0.5274640836940283
commons-net,42,JITLine,BSZZ,oracle,naive_kfold,0.16279336538394956,0.6255586259583074
commons-net,42,JITLine,BSZZ,oracle,chronological,0.013893356946912372,0.49357633566744985
commons-net,42,ORB,BSZZ,oracle,prequential_latency,-0.010983452759019957,0.48491537024225395
commons-net,42,LApredict,BSZZ,self,naive_kfold,0.3363037415828814,0.7098829310108646
commons-net,42,LApredict,BSZZ,self,chronological,0.2671562006673774,0.6781850617694755
commons-net,42,JITLine,BSZZ,self,naive_kfold,0.2776829965072802,0.6770221476381042
commons-net,42,JITLine,BSZZ,self,chronological,0.23993533535022196,0.6805777528276317
commons-net,42,ORB,BSZZ,self,prequential_latency,0.029204407061981866,0.5287782143981654
commons-net,42,LApredict,AGSZZ,oracle,naive_kfold,0.17889024329982725,0.6392087849359277
commons-net,42,LApredict,AGSZZ,oracle,chronological,0.03627124687214676,0.5090703629536938
commons-net,42,JITLine,AGSZZ,oracle,naive_kfold,0.13969372516373782,0.6121603995849748
commons-net,42,JITLine,AGSZZ,oracle,chronological,0.022991461267964183,0.4783753966267213
commons-net,42,ORB,AGSZZ,oracle,prequential_latency,0.12127591488882844,0.6389728753775872
commons-net,42,LApredict,AGSZZ,self,naive_kfold,0.2700702436238219,0.6661721103795673
commons-net,42,LApredict,AGSZZ,self,chronological,0.20243171754401396,0.654948514894633
commons-net,42,JITLine,AGSZZ,self,naive_kfold,0.28098865190844646,0.6782063015121578
commons-net,42,JITLine,AGSZZ,self,chronological,0.16490197636185694,0.6121710967340165
commons-net,42,ORB,AGSZZ,self,prequential_latency,0.19042333557371482,0.6773754117501222
commons-net,42,LApredict,MASZZ,oracle,naive_kfold,0.17573991045928156,0.6360981315077773
commons-net,42,LApredict,MASZZ,oracle,chronological,0.04268366128772724,0.5132148305035406
commons-net,42,JITLine,MASZZ,oracle,naive_kfold,0.13961654474066873,0.6126608259909273
commons-net,42,JITLine,MASZZ,oracle,chronological,0.028667788273583687,0.4322672438722741
commons-net,42,ORB,MASZZ,oracle,prequential_latency,0.10819709515124651,0.6274787234654198
commons-net,42,LApredict,MASZZ,self,naive_kfold,0.2753520683141498,0.6714917806381487
commons-net,42,LApredict,MASZZ,self,chronological,0.19678625424281246,0.6502112512877595
commons-net,42,JITLine,MASZZ,self,naive_kfold,0.28634260174267867,0.6841337612267581
commons-net,42,JITLine,MASZZ,self,chronological,0.1638665359117336,0.5666943724021409
commons-net,42,ORB,MASZZ,self,prequential_latency,0.2062764761601509,0.7010224853434006
commons-net,42,LApredict,LSZZ,oracle,naive_kfold,0.19094711976154538,0.6171808879430154
commons-net,42,LApredict,LSZZ,oracle,chronological,0.08406991646596534,0.5080556924567393
commons-net,42,JITLine,LSZZ,oracle,naive_kfold,0.15658910837091702,0.614464528228537
commons-net,42,JITLine,LSZZ,oracle,chronological,0.08020121306632652,0.5347764740904652
commons-net,42,ORB,LSZZ,oracle,prequential_latency,0.02665181425715513,0.5286902626468183
commons-net,42,LApredict,LSZZ,self,naive_kfold,0.32455179097733317,0.7680930286309531
commons-net,42,LApredict,LSZZ,self,chronological,0.19427946387803227,0.6877614942811737
commons-net,42,JITLine,LSZZ,self,naive_kfold,0.23756174532253888,0.7134359266120424
commons-net,42,JITLine,LSZZ,self,chronological,0.17583616309058722,0.6930621162650312
commons-net,42,ORB,LSZZ,self,prequential_latency,0.14853071350695493,0.720292728339632
commons-net,42,LApredict,RSZZ,oracle,naive_kfold,0.16205764470025485,0.6193220309193666
commons-net,42,LApredict,RSZZ,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,42,JITLine,RSZZ,oracle,naive_kfold,0.12289775309459557,0.5911703749609043
commons-net,42,JITLine,RSZZ,oracle,chronological,0.06038868966651918,0.46378927204577236
commons-net,42,ORB,RSZZ,oracle,prequential_latency,-0.02655600071070284,0.448074838376471
commons-net,42,LApredict,RSZZ,self,naive_kfold,0.21097341889173304,0.655373442779087
commons-net,42,LApredict,RSZZ,self,chronological,0.153529071098722,0.6261545555457887
commons-net,42,JITLine,RSZZ,self,naive_kfold,0.1648383458026078,0.6230804151473973
commons-net,42,JITLine,RSZZ,self,chronological,0.1193412214001339,0.5373603174866403
commons-net,42,ORB,RSZZ,self,prequential_latency,0.031233040989425784,0.5323446909162397
commons-net,42,LApredict,RASZZ,oracle,naive_kfold,0.1742651589847336,0.6351606245406493
commons-net,42,LApredict,RASZZ,oracle,chronological,0.04268366128772724,0.5132148305035406
commons-net,42,JITLine,RASZZ,oracle,naive_kfold,0.14090486252791615,0.6120421836407961
commons-net,42,JITLine,RASZZ,oracle,chronological,0.04097375809416036,0.4563511612791942
commons-net,42,ORB,RASZZ,oracle,prequential_latency,0.0811002779052007,0.5899030598263725
commons-net,42,LApredict,RASZZ,self,naive_kfold,0.26506565920278957,0.6669355437182206
commons-net,42,LApredict,RASZZ,self,chronological,0.18894649452880358,0.6448864305178482
commons-net,42,JITLine,RASZZ,self,naive_kfold,0.23882228516257048,0.6538179333278034
commons-net,42,JITLine,RASZZ,self,chronological,0.14246806758042546,0.5538998781108053
commons-net,42,ORB,RASZZ,self,prequential_latency,0.18431849077151213,0.6772654615166908
commons-net,77,LApredict,oracle,oracle,naive_kfold,0.16686049371451303,0.6253408509731324
commons-net,77,LApredict,oracle,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,77,JITLine,oracle,oracle,naive_kfold,0.23755375822134414,0.672837666469178
commons-net,77,JITLine,oracle,oracle,chronological,-0.009522762081047909,0.3157980501422636
commons-net,77,ORB,oracle,oracle,prequential_latency,0.10398017865008317,0.6107516602650181
commons-net,77,LApredict,oracle,self,naive_kfold,0.16686049371451303,0.6253408509731324
commons-net,77,LApredict,oracle,self,chronological,0.0689720233013697,0.5288011304112082
commons-net,77,JITLine,oracle,self,naive_kfold,0.23755375822134414,0.672837666469178
commons-net,77,JITLine,oracle,self,chronological,-0.009522762081047909,0.3157980501422636
commons-net,77,ORB,oracle,self,prequential_latency,0.10398017865008317,0.6107516602650181
commons-net,77,LApredict,BSZZ,oracle,naive_kfold,0.16751905712907755,0.6241417303089571
commons-net,77,LApredict,BSZZ,oracle,chronological,0.06655856976909555,0.5274640836940283
commons-net,77,JITLine,BSZZ,oracle,naive_kfold,0.1383765387054096,0.6050828394685033
commons-net,77,JITLine,BSZZ,oracle,chronological,0.03019085646212532,0.5289551875537079
commons-net,77,ORB,BSZZ,oracle,prequential_latency,-0.0032833870575247107,0.4944224370320544
commons-net,77,LApredict,BSZZ,self,naive_kfold,0.3301148405818243,0.7060659388049251
commons-net,77,LApredict,BSZZ,self,chronological,0.2671562006673774,0.6781850617694755
commons-net,77,JITLine,BSZZ,self,naive_kfold,0.3026599390149559,0.6933717666165888
commons-net,77,JITLine,BSZZ,self,chronological,0.21735622697563808,0.6676221876768489
commons-net,77,ORB,BSZZ,self,prequential_latency,0.048232247069738936,0.5474927602120899
commons-net,77,LApredict,AGSZZ,oracle,naive_kfold,0.1742651589847336,0.6351606245406493
commons-net,77,LApredict,AGSZZ,oracle,chronological,0.03627124687214676,0.5090703629536938
commons-net,77,JITLine,AGSZZ,oracle,naive_kfold,0.1383351969360037,0.6117152324325004
commons-net,77,JITLine,AGSZZ,oracle,chronological,0.02827469889981771,0.35727862709915587
commons-net,77,ORB,AGSZZ,oracle,prequential_latency,0.010813570565664846,0.482273799366273
commons-net,77,LApredict,AGSZZ,self,naive_kfold,0.27214024102403095,0.66720253962711
commons-net,77,LApredict,AGSZZ,self,chronological,0.20243171754401396,0.654948514894633
commons-net,77,JITLine,AGSZZ,self,naive_kfold,0.2957958698567011,0.6875488344278392
commons-net,77,JITLine,AGSZZ,self,chronological,0.17721643533530893,0.5025684632638303
commons-net,77,ORB,AGSZZ,self,prequential_latency,0.09473036676030214,0.5805606999405784
commons-net,77,LApredict,MASZZ,oracle,naive_kfold,0.17279640706732735,0.6342217317516403
commons-net,77,LApredict,MASZZ,oracle,chronological,0.04268366128772724,0.5132148305035406
commons-net,77,JITLine,MASZZ,oracle,naive_kfold,0.13215383150836735,0.6062073207199721
commons-net,77,JITLine,MASZZ,oracle,chronological,-0.006223835973645009,0.4169155512335825
commons-net,77,ORB,MASZZ,oracle,prequential_latency,-0.07514759546913306,0.2690245393139095
commons-net,77,LApredict,MASZZ,self,naive_kfold,0.2761601099429632,0.6726031689024057
commons-net,77,LApredict,MASZZ,self,chronological,0.19678625424281246,0.6502112512877595
commons-net,77,JITLine,MASZZ,self,naive_kfold,0.25624435584230004,0.6641832994166311
commons-net,77,JITLine,MASZZ,self,chronological,0.12367700565568339,0.5605271812057692
commons-net,77,ORB,MASZZ,self,prequential_latency,0.09461062883244808,0.5647785130252371
commons-net,77,LApredict,LSZZ,oracle,naive_kfold,0.18628985437730958,0.6152122038588738
commons-net,77,LApredict,LSZZ,oracle,chronological,0.08406991646596534,0.5080556924567393
commons-net,77,JITLine,LSZZ,oracle,naive_kfold,0.16163107470492838,0.6259327496867795
commons-net,77,JITLine,LSZZ,oracle,chronological,0.0795740567699266,0.5556973685861377
commons-net,77,ORB,LSZZ,oracle,prequential_latency,0.021547265909665148,0.522979544662869
commons-net,77,LApredict,LSZZ,self,naive_kfold,0.31971604658920993,0.7657591033672237
commons-net,77,LApredict,LSZZ,self,chronological,0.19427946387803227,0.6877614942811737
commons-net,77,JITLine,LSZZ,self,naive_kfold,0.21599278246145018,0.6985983290441782
commons-net,77,JITLine,LSZZ,self,chronological,0.2266021805440522,0.7695139215667308
commons-net,77,ORB,LSZZ,self,prequential_latency,0.15902384128737448,0.7330670891214229
commons-net,77,LApredict,RSZZ,oracle,naive_kfold,0.15900804116686065,0.6175600870050914
commons-net,77,LApredict,RSZZ,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,77,JITLine,RSZZ,oracle,naive_kfold,0.13341382080028708,0.595810620272364
commons-net,77,JITLine,RSZZ,oracle,chronological,0.008952216530861437,0.5009496684719986
commons-net,77,ORB,RSZZ,oracle,prequential_latency,0.029556541309704355,0.5021166726961505
commons-net,77,LApredict,RSZZ,self,naive_kfold,0.21981357073366015,0.6631156708941569
commons-net,77,LApredict,RSZZ,self,chronological,0.153529071098722,0.6261545555457887
commons-net,77,JITLine,RSZZ,self,naive_kfold,0.14636356275417703,0.6036217413680647
commons-net,77,JITLine,RSZZ,self,chronological,0.1285282516216535,0.599293446016061
commons-net,77,ORB,RSZZ,self,prequential_latency,0.058598263440544654,0.5402277459333084
commons-net,77,LApredict,RASZZ,oracle,naive_kfold,0.15789091442459127,0.6199265425624716
commons-net,77,LApredict,RASZZ,oracle,chronological,0.04268366128772724,0.5132148305035406
commons-net,77,JITLine,RASZZ,oracle,naive_kfold,0.15409740267228944,0.6237870035225263
commons-net,77,JITLine,RASZZ,oracle,chronological,0.02540148866157689,0.5099765147802165
commons-net,77,ORB,RASZZ,oracle,prequential_latency,0.08787316381387358,0.5956014453758877
commons-net,77,LApredict,RASZZ,self,naive_kfold,0.2762148686499441,0.6725294586774576
commons-net,77,LApredict,RASZZ,self,chronological,0.18894649452880358,0.6448864305178482
commons-net,77,JITLine,RASZZ,self,naive_kfold,0.23599129092877968,0.6537410723467199
commons-net,77,JITLine,RASZZ,self,chronological,0.11677484162422844,0.5932142228460568
commons-net,77,ORB,RASZZ,self,prequential_latency,0.14718271324673657,0.6359033770362797
commons-net,101,LApredict,oracle,oracle,naive_kfold,0.16534936865960612,0.6244417263514223
commons-net,101,LApredict,oracle,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,101,JITLine,oracle,oracle,naive_kfold,0.21196402669074002,0.6677448121327084
commons-net,101,JITLine,oracle,oracle,chronological,0.060540087895620855,0.497958897452809
commons-net,101,ORB,oracle,oracle,prequential_latency,-0.02409672265934207,0.399580302841235
commons-net,101,LApredict,oracle,self,naive_kfold,0.16534936865960612,0.6244417263514223
commons-net,101,LApredict,oracle,self,chronological,0.0689720233013697,0.5288011304112082
commons-net,101,JITLine,oracle,self,naive_kfold,0.21196402669074002,0.6677448121327084
commons-net,101,JITLine,oracle,self,chronological,0.060540087895620855,0.497958897452809
commons-net,101,ORB,oracle,self,prequential_latency,-0.02409672265934207,0.399580302841235
commons-net,101,LApredict,BSZZ,oracle,naive_kfold,0.16598551079333218,0.6232545347925214
commons-net,101,LApredict,BSZZ,oracle,chronological,0.06655856976909555,0.5274640836940283
commons-net,101,JITLine,BSZZ,oracle,naive_kfold,0.16761857326611307,0.6257899288414043
commons-net,101,JITLine,BSZZ,oracle,chronological,0.008890203952411746,0.49714011000258673
commons-net,101,ORB,BSZZ,oracle,prequential_latency,-0.009445161626330571,0.48677794367669774
commons-net,101,LApredict,BSZZ,self,naive_kfold,0.3279437812569637,0.7050478186807834
commons-net,101,LApredict,BSZZ,self,chronological,0.2671562006673774,0.6781850617694755
commons-net,101,JITLine,BSZZ,self,naive_kfold,0.29616180049302715,0.6854037790154829
commons-net,101,JITLine,BSZZ,self,chronological,0.24218298976469654,0.6858959407501832
commons-net,101,ORB,BSZZ,self,prequential_latency,0.03138602637224267,0.5309511168734073
commons-net,101,LApredict,AGSZZ,oracle,naive_kfold,0.18203728950402753,0.6422646112238507
commons-net,101,LApredict,AGSZZ,oracle,chronological,0.03627124687214676,0.5090703629536938
commons-net,101,JITLine,AGSZZ,oracle,naive_kfold,0.1399278401759081,0.6112140318301754
commons-net,101,JITLine,AGSZZ,oracle,chronological,0.03628815847300214,0.4858117293697884
commons-net,101,ORB,AGSZZ,oracle,prequential_latency,0.059575496843046735,0.5630200368733418
commons-net,101,LApredict,AGSZZ,self,naive_kfold,0.27076540445737335,0.6671945579239505
commons-net,101,LApredict,AGSZZ,self,chronological,0.20243171754401396,0.654948514894633
commons-net,101,JITLine,AGSZZ,self,naive_kfold,0.29376299202838047,0.685275657378074
commons-net,101,JITLine,AGSZZ,self,chronological,0.1575071118861784,0.5967623950328608
commons-net,101,ORB,AGSZZ,self,prequential_latency,0.1434412908607993,0.6370611063675877
commons-net,101,LApredict,MASZZ,oracle,naive_kfold,0.1620637134819769,0.6250957634265943
commons-net,101,LApredict,MASZZ,oracle,chronological,0.04268366128772724,0.5132148305035406
commons-net,101,JITLine,MASZZ,oracle,naive_kfold,0.16124272346603774,0.6296144396608785
commons-net,101,JITLine,MASZZ,oracle,chronological,-0.001826427613256144,0.43608300442270564
commons-net,101,ORB,MASZZ,oracle,prequential_latency,0.17615473525522762,0.7112534482574846
commons-net,101,LApredict,MASZZ,self,naive_kfold,0.27330889539773345,0.6704642486197443
commons-net,101,LApredict,MASZZ,self,chronological,0.19678625424281246,0.6502112512877595
commons-net,101,JITLine,MASZZ,self,naive_kfold,0.24709753361250106,0.6595038562084281
commons-net,101,JITLine,MASZZ,self,chronological,0.16063956231350793,0.6053761459387326
commons-net,101,ORB,MASZZ,self,prequential_latency,0.2312707105927546,0.7243921385069305
commons-net,101,LApredict,LSZZ,oracle,naive_kfold,0.18907425166830363,0.6163941688368201
commons-net,101,LApredict,LSZZ,oracle,chronological,0.08406991646596534,0.5080556924567393
commons-net,101,JITLine,LSZZ,oracle,naive_kfold,0.1644491639342333,0.6296820405543446
commons-net,101,JITLine,LSZZ,oracle,chronological,0.0555219267748569,0.5311584298178275
commons-net,101,ORB,LSZZ,oracle,prequential_latency,0.06840854330182371,0.5804904156518845
commons-net,101,LApredict,LSZZ,self,naive_kfold,0.3226049849447021,0.7671603105836432
commons-net,101,LApredict,LSZZ,self,chronological,0.19427946387803227,0.6877614942811737
commons-net,101,JITLine,LSZZ,self,naive_kfold,0.25032941635408223,0.7289862312649226
commons-net,101,JITLine,LSZZ,self,chronological,0.21846852602852102,0.7626649646630655
commons-net,101,ORB,LSZZ,self,prequential_latency,0.21057149021836835,0.8028118399494129
commons-net,101,LApredict,RSZZ,oracle,naive_kfold,0.16751905712907755,0.6241417303089571
commons-net,101,LApredict,RSZZ,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,101,JITLine,RSZZ,oracle,naive_kfold,0.1541690529097349,0.6112975938008756
commons-net,101,JITLine,RSZZ,oracle,chronological,0.022570131736325983,0.5229652636923304
commons-net,101,ORB,RSZZ,oracle,prequential_latency,0.02925249136714819,0.5016320834641829
commons-net,101,LApredict,RSZZ,self,naive_kfold,0.21622146817817153,0.6597281315007327
commons-net,101,LApredict,RSZZ,self,chronological,0.153529071098722,0.6261545555457887
commons-net,101,JITLine,RSZZ,self,naive_kfold,0.17324323787467247,0.6235994758964843
commons-net,101,JITLine,RSZZ,self,chronological,0.14049184446348664,0.6327560573687795
commons-net,101,ORB,RSZZ,self,prequential_latency,0.05814832480287067,0.5396079848664844
commons-net,101,LApredict,RASZZ,oracle,naive_kfold,0.1742651589847336,0.6351606245406493
commons-net,101,LApredict,RASZZ,oracle,chronological,0.04268366128772724,0.5132148305035406
commons-net,101,JITLine,RASZZ,oracle,naive_kfold,0.13316651659078788,0.6075819740673946
commons-net,101,JITLine,RASZZ,oracle,chronological,-0.0028680419599987736,0.4355221257283189
commons-net,101,ORB,RASZZ,oracle,prequential_latency,0.07837271868913337,0.5857542453419454
commons-net,101,LApredict,RASZZ,self,naive_kfold,0.2700063586252522,0.6701758707199132
commons-net,101,LApredict,RASZZ,self,chronological,0.18894649452880358,0.6448864305178482
commons-net,101,JITLine,RASZZ,self,naive_kfold,0.25375770670762066,0.6650324649081515
commons-net,101,JITLine,RASZZ,self,chronological,0.12177685879887078,0.570652243562951
commons-net,101,ORB,RASZZ,self,prequential_latency,0.25034915150245546,0.7408184476315273
commons-net,123,LApredict,oracle,oracle,naive_kfold,0.1661040967796225,0.6248914503754016
commons-net,123,LApredict,oracle,oracle,chronological,0.0689720233013697,0.5288011304112082
commons-net,123,JITLine,oracle,oracle,naive_kfold,0.2355180324241426,0.6822546793853163
commons-net,123,JITLine,oracle,oracle,chronological,0.04493606631651269,0.4579552124860342
commons-net,123,ORB,oracle,oracle,prequential_latency,0.021569329929239378,0.4908200149043189
commons-net,123,LApredict,oracle,self,naive_kfold,0.1661040967796225,0.6248914503754016
commons-net,123,LApredict,oracle,self,chronological,0.0689720233013697,0.5288011304112082
commons-net,123,JITLine,oracle,self,naive_kfold,0.2355180324241426,0.6822546793853163
commons-net,123,JITLine,oracle,self,chronological,0.04493606631651269,0.4579552124860342
commons-net,123,ORB,oracle,self,prequential_latency,0.021569329929239378,0.4908200149043189
commons-net,123,LApredict,BSZZ,oracle,naive_kfold,0.16751905712907755,0.6241417303089571
commons-net,123,LApredict,BSZZ,oracle,chronological,0.06655856976909555,0.5274640836940283
commons-net,123,JITLine,BSZZ,oracle,naive_kfold,0.15101685864986408,0.6143121123690105
commons-net,123,JITLine,BSZZ,oracle,chronological,0.006986566250309108,0.49560808753071767
commons-net,123,ORB,BSZZ,oracle,prequential_latency,-0.013910872296884858,0.48135291269495856
commons-net,123,LApredict,BSZZ,self,naive_kfold,0.3403056465271393,0.7126722656500126
commons-net,123,LApredict,BSZZ,self,chronological,0.2671562006673774,0.6781850617694755
commons-net,123,JITLine,BSZZ,self,naive_kfold,0.3219004964685347,0.7045746199572557
commons-net,123,JITLine,BSZZ,self,chronological,0.22756821599722254,0.6751232625579134
commons-net,123,ORB,BSZZ,self,prequential_latency,0.03866564950787164,0.5376792889631244
commons-net,123,LApredict,AGSZZ,oracle,naive_kfold,0.17815468428166453,0.6387358223961891
