project,train_label,seed,fading,warmup,mcc_avg,gmean_avg,mcc_terminal
ant-ivy,MASZZ,7,0.99,0.1,0.08900755006788341,0.544274554281829,-0.03197338168339535
ant-ivy,MASZZ,7,0.99,0.25,0.11425427419226442,0.5604239915907132,-0.03197338168339535
ant-ivy,MASZZ,7,0.995,0.0,0.06497244377805608,0.5302028312936033,0.004912794634404884
ant-ivy,MASZZ,7,0.995,0.05,0.07357174296277305,0.5400412423523506,0.004912794634404884
ant-ivy,MASZZ,7,0.995,0.1,0.08608643772506307,0.5476878612205286,0.004912794634404884
ant-ivy,MASZZ,7,0.995,0.25,0.11288539004672242,0.5653529198393231,0.004912794634404884
ant-ivy,MASZZ,7,0.999,0.0,0.0503337090529436,0.5222496545599647,0.07425945318494682
ant-ivy,MASZZ,7,0.999,0.05,0.05821181784078159,0.5316517749565826,0.07425945318494682
ant-ivy,MASZZ,7,0.999,0.1,0.06962894340697603,0.5388636488397056,0.07425945318494682
ant-ivy,MASZZ,7,0.999,0.25,0.09591978762010356,0.5566012010234068,0.07425945318494682
ant-ivy,MASZZ,13,0.9,0.0,0.07841113739039586,0.4759223477943505,-0.026478752184029376
ant-ivy,MASZZ,13,0.9,0.05,0.08823343357321128,0.4852635980664627,-0.026478752184029376
ant-ivy,MASZZ,13,0.9,0.1,0.10007503398820602,0.49060516987964536,-0.026478752184029376
ant-ivy,MASZZ,13,0.9,0.25,0.1012600729617354,0.5005755654481545,-0.026478752184029376
ant-ivy,MASZZ,13,0.95,0.0,0.07994858374313339,0.5041628151758609,-0.0612552515640841
ant-ivy,MASZZ,13,0.95,0.05,0.09002262493157648,0.5137897675936759,-0.0612552515640841
ant-ivy,MASZZ,13,0.95,0.1,0.10378478208677601,0.5202886689070084,-0.0612552515640841
ant-ivy,MASZZ,13,0.95,0.25,0.10600839175523175,0.5286259022288103,-0.0612552515640841
ant-ivy,MASZZ,13,0.99,0.0,0.0836070077662847,0.540461298320827,-0.03814721318722315
ant-ivy,MASZZ,13,0.99,0.05,0.0937096299820949,0.551316565337627,-0.03814721318722315
ant-ivy,MASZZ,13,0.99,0.1,0.10880179840017745,0.5601083556063656,-0.03814721318722315
ant-ivy,MASZZ,13,0.99,0.25,0.12360994899919492,0.5729604062546529,-0.03814721318722315
ant-ivy,MASZZ,13,0.995,0.0,0.07994246534202605,0.5406774583705457,0.018203190837121314
ant-ivy,MASZZ,13,0.995,0.05,0.08986329483054448,0.5514922944519709,0.018203190837121314
ant-ivy,MASZZ,13,0.995,0.1,0.10451981207511404,0.5603402874440968,0.018203190837121314
ant-ivy,MASZZ,13,0.995,0.25,0.12527470528387025,0.5763712985539943,0.018203190837121314
ant-ivy,MASZZ,13,0.999,0.0,0.05854135946627231,0.5242190565526699,0.10295095920794592
ant-ivy,MASZZ,13,0.999,0.05,0.06736214813645514,0.5341340317502133,0.10295095920794592
