project,train_label,seed,fading,warmup,mcc_avg,gmean_avg,mcc_terminal
commons-bcel,AGSZZ,7,0.995,0.1,0.017587452327209825,0.40887519284992746,0.007009958469198421
commons-bcel,AGSZZ,7,0.995,0.25,0.004532448637137482,0.39385824168769495,0.007009958469198421
commons-bcel,AGSZZ,7,0.999,0.0,0.03021686443786741,0.4061984763926279,0.0028303512930265354
commons-bcel,AGSZZ,7,0.999,0.05,0.03277313275502491,0.42744099875499736,0.0028303512930265354
commons-bcel,AGSZZ,7,0.999,0.1,0.02852523116924511,0.4285117569157528,0.0028303512930265354
commons-bcel,AGSZZ,7,0.999,0.25,0.017736000084696685,0.4192495044867849,0.0028303512930265354
commons-bcel,AGSZZ,13,0.9,0.0,0.027928708625815608,0.24021367421835488,0.1239397958327412
commons-bcel,AGSZZ,13,0.9,0.05,0.029965919229667452,0.2527758689159984,0.1239397958327412
commons-bcel,AGSZZ,13,0.9,0.1,0.025400660201567584,0.24358131385993065,0.1239397958327412
commons-bcel,AGSZZ,13,0.9,0.25,-0.00522453434826398,0.1900359876218459,0.1239397958327412
commons-bcel,AGSZZ,13,0.95,0.0,0.021094348783048614,0.2855282187712301,0.09107267906785477
commons-bcel,AGSZZ,13,0.95,0.05,0.023032622474615027,0.30046017919166434,0.09107267906785477
commons-bcel,AGSZZ,13,0.95,0.1,0.017124920896446107,0.29170831181046286,0.09107267906785477
commons-bcel,AGSZZ,13,0.95,0.25,-0.009075441852979744,0.24094430536520794,0.09107267906785477
commons-bcel,AGSZZ,13,0.99,0.0,0.031776845019002846,0.38964705824453216,0.035605953266957605
commons-bcel,AGSZZ,13,0.99,0.05,0.03440320865653291,0.41002400899456504,0.035605953266957605
commons-bcel,AGSZZ,13,0.99,0.1,0.02969608591112446,0.40890946190250393,0.035605953266957605
commons-bcel,AGSZZ,13,0.99,0.25,0.006348706350238427,0.37814508430377997,0.035605953266957605
commons-bcel,AGSZZ,13,0.995,0.0,0.04040172188571114,0.4165182215437107,0.024403212208301002
commons-bcel,AGSZZ,13,0.995,0.05,0.043486406083238054,0.4383004244560731,0.024403212208301002
commons-bcel,AGSZZ,13,0.995,0.1,0.03956473364210333,0.4393836347389678,0.024403212208301002
commons-bcel,AGSZZ,13,0.995,0.25,0.01846234126985367,0.41643810455402935,0.024403212208301002
commons-bcel,AGSZZ,13,0.999,0.0,0.05230769104276345,0.4364895430381695,0.01950715668750272
commons-bcel,AGSZZ,13,0.999,0.05,0.056019219424717805,0.4593161645490942,0.01950715668750272
commons-bcel,AGSZZ,13,0.999,0.1,0.053054076322729946,0.46214584841315776,0.01950715668750272
commons-bcel,AGSZZ,13,0.999,0.25,0.0351752856317734,0.4459030358448822,0.01950715668750272
commons-bcel,AGSZZ,21,0.9,0.0,0.016145128061192865,0.23154340325663636,0.12959998727889602
commons-bcel,AGSZZ,21,0.9,0.05,0.01756610549776213,0.2436521781718431,0.12959998727889602
commons-bcel,AGSZZ,21,0.9,0.1,0.012519779143093523,0.2339924022118198,0.12959998727889602
commons-bcel,AGSZZ,21,0.9,0.25,-0.01850688823924462,0.17877808589281352,0.12959998727889602
commons-bcel,AGSZZ,21,0.95,0.0,0.009176597975977563,0.2754175325621016,0.09899297346967259
commons-bcel,AGSZZ,21,0.95,0.05,0.010491621944214994,0.28982074536190533,0.09899297346967259
commons-bcel,AGSZZ,21,0.95,0.1,0.0040016402723720085,0.2805202288383883,0.09899297346967259
commons-bcel,AGSZZ,21,0.95,0.25,-0.022795275911595622,0.2280449757748399,0.09899297346967259
commons-bcel,AGSZZ,21,0.99,0.0,0.020907440750634936,0.3779247347309228,0.02637631877234509
commons-bcel,AGSZZ,21,0.99,0.05,0.022965378909844725,0.39768865580741236,0.02637631877234509
commons-bcel,AGSZZ,21,0.99,0.1,0.0176818975841687,0.39591053758567507,0.02637631877234509
commons-bcel,AGSZZ,21,0.99,0.25,-0.006236859744844136,0.3631494230583304,0.02637631877234509
commons-bcel,AGSZZ,21,0.995,0.0,0.03134504772615418,0.4071010112574759,0.01127107534426514
commons-bcel,AGSZZ,21,0.995,0.05,0.03395610483115325,0.42839073250946125,0.01127107534426514
commons-bcel,AGSZZ,21,0.995,0.1,0.029557614517366635,0.42894135621046714,0.01127107534426514
commons-bcel,AGSZZ,21,0.995,0.25,0.0082515380280704,0.40447842447916255,0.01127107534426514
commons-bcel,AGSZZ,21,0.999,0.0,0.045674783564066825,0.4309756540413465,0.008452849892982965
commons-bcel,AGSZZ,21,0.999,0.05,0.0490394379579771,0.4535139216634067,0.008452849892982965
commons-bcel,AGSZZ,21,0.999,0.1,0.04573380447376545,0.4560355473571539,0.008452849892982965
commons-bcel,AGSZZ,21,0.999,0.25,0.028148911261515707,0.4391039219770546,0.008452849892982965
commons-bcel,MASZZ,7,0.9,0.0,0.08501913310525694,0.4249092975285022,-0.09546281251183798
commons-bcel,MASZZ,7,0.9,0.05,0.09004193988724282,0.4471303194655794,-0.09546281251183798
commons-bcel,MASZZ,7,0.9,0.1,0.08879177755760945,0.44866057258250336,-0.09546281251183798
commons-bcel,MASZZ,7,0.9,0.25,0.07157291354976698,0.4318217547263889,-0.09546281251183798
commons-bcel,MASZZ,7,0.95,0.0,0.08867214846675407,0.46408046490922683,-0.1322719775191385
commons-bcel,MASZZ,7,0.95,0.05,0.09414446525402446,0.48834997901800015,-0.1322719775191385
commons-bcel,MASZZ,7,0.95,0.1,0.09216083575385794,0.4899661894199478,-0.1322719775191385
commons-bcel,MASZZ,7,0.95,0.25,0.0780302205631458,0.47555532034440967,-0.1322719775191385
commons-bcel,MASZZ,7,0.99,0.0,0.10073494325055367,0.5148004533815339,-0.1082942575839838
commons-bcel,MASZZ,7,0.99,0.05,0.10696753396396838,0.5417224158670477,-0.1082942575839838
commons-bcel,MASZZ,7,0.99,0.1,0.10626463374561897,0.54787521020402,-0.1082942575839838
commons-bcel,MASZZ,7,0.99,0.25,0.09592360234491057,0.5435528135500227,-0.1082942575839838
commons-bcel,MASZZ,7,0.995,0.0,0.11252555289645667,0.5365873245238874,-0.05542241419572653
commons-bcel,MASZZ,7,0.995,0.05,0.11938201907286188,0.5646486514441417,-0.05542241419572653
commons-bcel,MASZZ,7,0.995,0.1,0.11964839526237932,0.5727039711570643,-0.05542241419572653
commons-bcel,MASZZ,7,0.995,0.25,0.11290908822966024,0.5755073195547474,-0.05542241419572653
commons-bcel,MASZZ,7,0.999,0.0,0.12579433355604233,0.5541558213525063,0.030047629780753742
commons-bcel,MASZZ,7,0.999,0.05,0.13334891339596153,0.583135908948747,0.030047629780753742
commons-bcel,MASZZ,7,0.999,0.1,0.13465095394514592,0.5927981762857389,0.030047629780753742
commons-bcel,MASZZ,7,0.999,0.25,0.13199886192154564,0.6020985931013089,0.030047629780753742
commons-bcel,MASZZ,13,0.9,0.0,0.08272365564878928,0.39355552014685236,-0.09546281403548337
commons-bcel,MASZZ,13,0.9,0.05,0.08762641832909762,0.4141368675014709,-0.09546281403548337
commons-bcel,MASZZ,13,0.9,0.1,0.08624296342357737,0.4138464859878047,-0.09546281403548337
commons-bcel,MASZZ,13,0.9,0.25,0.07115673841410229,0.39201342466043876,-0.09546281403548337
commons-bcel,MASZZ,13,0.95,0.0,0.08760614854879398,0.4293510828006046,-0.13226625762616515
commons-bcel,MASZZ,13,0.95,0.05,0.09302271789137512,0.451804391977677,-0.13226625762616515
commons-bcel,MASZZ,13,0.95,0.1,0.09097718846944734,0.4514039549117199,-0.13226625762616515
commons-bcel,MASZZ,13,0.95,0.25,0.07941814324808685,0.4308222473938684,-0.13226625762616515
commons-bcel,MASZZ,13,0.99,0.0,0.09529541693845724,0.4965429218413908,-0.10639946638190022
commons-bcel,MASZZ,13,0.99,0.05,0.10124354262789752,0.5225100899478922,-0.10639946638190022
commons-bcel,MASZZ,13,0.99,0.1,0.1002247828607205,0.5276027155598504,-0.10639946638190022
commons-bcel,MASZZ,13,0.99,0.25,0.09073672682735849,0.5200479813850746,-0.10639946638190022
commons-bcel,MASZZ,13,0.995,0.0,0.1052451040107246,0.5247521505693967,-0.05580418185384966
commons-bcel,MASZZ,13,0.995,0.05,0.1117208324265239,0.5521945461986637,-0.05580418185384966
commons-bcel,MASZZ,13,0.995,0.1,0.11156445134484369,0.559562627264124,-0.05580418185384966
commons-bcel,MASZZ,13,0.995,0.25,0.10500422687570146,0.5604062202751627,-0.05580418185384966
commons-bcel,MASZZ,13,0.999,0.0,0.11766965198265009,0.5474009181496021,0.025149624969183722
commons-bcel,MASZZ,13,0.999,0.05,0.12479934413824648,0.5760277518793645,0.025149624969183722
commons-bcel,MASZZ,13,0.999,0.1,0.12562960495719355,0.585297779055058,0.025149624969183722
commons-bcel,MASZZ,13,0.999,0.25,0.12273334018874071,0.593640686829789,0.025149624969183722
commons-bcel,MASZZ,21,0.9,0.0,0.07982523229119763,0.42440410838781806,-0.09546281492148279
commons-bcel,MASZZ,21,0.9,0.05,0.08457641926020336,0.4465987109948341,-0.09546281492148279
commons-bcel,MASZZ,21,0.9,0.1,0.08322783565689423,0.4481378688783406,-0.09546281492148279
commons-bcel,MASZZ,21,0.9,0.25,0.07022732813516462,0.4343140163238486,-0.09546281492148279
commons-bcel,MASZZ,21,0.95,0.0,0.08353221560624943,0.4586467456487194,-0.13228190095726813
commons-bcel,MASZZ,21,0.95,0.05,0.08873573488423324,0.48263209841861415,-0.13228190095726813
commons-bcel,MASZZ,21,0.95,0.1,0.08656339605295651,0.4839712393316046,-0.13228190095726813
commons-bcel,MASZZ,21,0.95,0.25,0.07705374367176396,0.47120281207392123,-0.13228190095726813
commons-bcel,MASZZ,21,0.99,0.0,0.09771917053729513,0.5093311459246654,-0.11150833609323774
commons-bcel,MASZZ,21,0.99,0.05,0.10379404864708282,0.5359670859538891,-0.11150833609323774
commons-bcel,MASZZ,21,0.99,0.1,0.10297083038900673,0.5418194060040299,-0.11150833609323774
commons-bcel,MASZZ,21,0.99,0.25,0.09683719545361023,0.5381783469342207,-0.11150833609323774
commons-bcel,MASZZ,21,0.995,0.0,0.10878703860324176,0.5330859445563051,-0.05723000892057685
commons-bcel,MASZZ,21,0.995,0.05,0.11544799574135384,0.5609641635956018,-0.05723000892057685
commons-bcel,MASZZ,21,0.995,0.1,0.11554636616420011,0.568830414045641,-0.05723000892057685
commons-bcel,MASZZ,21,0.995,0.25,0.11247797859744976,0.5724939842872309,-0.05723000892057685
commons-bcel,MASZZ,21,0.999,0.0,0.11984292318645907,0.5517784191459061,0.029815707136715934
commons-bcel,MASZZ,21,0.999,0.05,0.12708626855551997,0.5806341783104242,0.029815707136715934
commons-bcel,MASZZ,21,0.999,0.1,0.12808739153765994,0.5901705153400094,0.029815707136715934
commons-bcel,MASZZ,21,0.999,0.25,0.12825487098412003,0.6003534799731008,0.029815707136715934
commons-bcel,LSZZ,7,0.9,0.0,0.13902144237537617,0.5188325886719509,-0.07219730952176096
commons-bcel,LSZZ,7,0.9,0.05,0.14686834951460045,0.5459654153754586,-0.07219730952176096
commons-bcel,LSZZ,7,0.9,0.1,0.14423697655193177,0.5478254180265514,-0.07219730952176096
commons-bcel,LSZZ,7,0.9,0.25,0.15651442669142007,0.5721968745813604,-0.07219730952176096
commons-bcel,LSZZ,7,0.95,0.0,0.14294447322869877,0.5574357724226298,-0.08752539280408037
commons-bcel,LSZZ,7,0.95,0.05,0.15125501108132597,0.5865873880722827,-0.08752539280408037
commons-bcel,LSZZ,7,0.95,0.1,0.1491454786473217,0.5900700826423259,-0.08752539280408037
commons-bcel,LSZZ,7,0.95,0.25,0.16161226736016762,0.6124640489940041,-0.08752539280408037
commons-bcel,LSZZ,7,0.99,0.0,0.15415021248352634,0.5866143092192685,-0.020747534236341316
commons-bcel,LSZZ,7,0.99,0.05,0.16317620375631847,0.6172918432473169,-0.020747534236341316
commons-bcel,LSZZ,7,0.99,0.1,0.16383340682173977,0.6258563784871889,-0.020747534236341316
commons-bcel,LSZZ,7,0.99,0.25,0.17647885624361626,0.6509271630002504,-0.020747534236341316
commons-bcel,LSZZ,7,0.995,0.0,0.15653714900785065,0.5856708817530183,0.0415129005728466
commons-bcel,LSZZ,7,0.995,0.05,0.16569524202171396,0.6162990783753063,0.0415129005728466
commons-bcel,LSZZ,7,0.995,0.1,0.1669706990642946,0.6256606666296138,0.0415129005728466
commons-bcel,LSZZ,7,0.995,0.25,0.18004306205468742,0.6518864700300401,0.0415129005728466
commons-bcel,LSZZ,7,0.999,0.0,0.152687275937235,0.5743460328349121,0.11389519697015825
commons-bcel,LSZZ,7,0.999,0.05,0.16164824689657878,0.6043819860826565,0.11389519697015825
commons-bcel,LSZZ,7,0.999,0.1,0.16311612906122921,0.6138362751707394,0.11389519697015825
commons-bcel,LSZZ,7,0.999,0.25,0.17541338062258996,0.6391941330409752,0.11389519697015825
commons-bcel,LSZZ,13,0.9,0.0,0.13586832476789804,0.5169057000864896,-0.07219730483247247
commons-bcel,LSZZ,13,0.9,0.05,0.14355033672611894,0.5439377583818291,-0.07219730483247247
commons-bcel,LSZZ,13,0.9,0.1,0.14073587019100378,0.5456858714814564,-0.07219730483247247
commons-bcel,LSZZ,13,0.9,0.25,0.1510251116317183,0.5689533718985874,-0.07219730483247247
commons-bcel,LSZZ,13,0.95,0.0,0.14009243472522842,0.5544160985206011,-0.08749230421224619
commons-bcel,LSZZ,13,0.95,0.05,0.1482538226050976,0.5834097975503776,-0.08749230421224619
commons-bcel,LSZZ,13,0.95,0.1,0.14597867950147644,0.5867171472867758,-0.08749230421224619
commons-bcel,LSZZ,13,0.95,0.25,0.1563434246968507,0.6077903842760479,-0.08749230421224619
commons-bcel,LSZZ,13,0.99,0.0,0.15185631457224957,0.5829828544281452,-0.01545708089449778
commons-bcel,LSZZ,13,0.99,0.05,0.16076234434713052,0.6134704781928825,-0.01545708089449778
commons-bcel,LSZZ,13,0.99,0.1,0.1612863465568631,0.6218241440286739,-0.01545708089449778
commons-bcel,LSZZ,13,0.99,0.25,0.172203044932881,0.6456731745973227,-0.01545708089449778
commons-bcel,LSZZ,13,0.995,0.0,0.15389334272407423,0.5827316217262353,0.0446983203413565
commons-bcel,LSZZ,13,0.995,0.05,0.1629131754603421,0.6132061070461021,0.0446983203413565
commons-bcel,LSZZ,13,0.995,0.1,0.1640351133521606,0.6223970198973177,0.0446983203413565
commons-bcel,LSZZ,13,0.995,0.25,0.17541708650148605,0.6476179226970974,0.0446983203413565
commons-bcel,LSZZ,13,0.999,0.0,0.15066862502102363,0.573038987307183,0.11124284543119899
commons-bcel,LSZZ,13,0.999,0.05,0.1595240287768411,0.6030065874087066,0.11124284543119899
commons-bcel,LSZZ,13,0.999,0.1,0.16087469298333643,0.612384979665522,0.11124284543119899
commons-bcel,LSZZ,13,0.999,0.25,0.17173000840908986,0.6371554715483312,0.11124284543119899
commons-bcel,LSZZ,21,0.9,0.0,0.1297389309266923,0.5282428861703282,-0.07811636598426468
commons-bcel,LSZZ,21,0.9,0.05,0.13710040060495227,0.5558678330236234,-0.07811636598426468
commons-bcel,LSZZ,21,0.9,0.1,0.1339300156566906,0.5582742678733363,-0.07811636598426468
commons-bcel,LSZZ,21,0.9,0.25,0.1105144166939718,0.5428223626861123,-0.07811636598426468
commons-bcel,LSZZ,21,0.95,0.0,0.1393470157481209,0.5597951188891288,-0.09625120311515635
commons-bcel,LSZZ,21,0.95,0.05,0.14746942125801377,0.5890701187289938,-0.09625120311515635
commons-bcel,LSZZ,21,0.95,0.1,0.145150993557851,0.5926898145869578,-0.09625120311515635
commons-bcel,LSZZ,21,0.95,0.25,0.1258873639258209,0.584771887184661,-0.09625120311515635
commons-bcel,LSZZ,21,0.99,0.0,0.1579696012478258,0.585097110832732,-0.02808761163379411
commons-bcel,LSZZ,21,0.99,0.05,0.16719533096364889,0.6156953015778109,-0.02808761163379411
commons-bcel,LSZZ,21,0.99,0.1,0.16807431628411798,0.6241717369409,-0.02808761163379411
commons-bcel,LSZZ,21,0.99,0.25,0.16597131793845749,0.6364194781793797,-0.02808761163379411
commons-bcel,LSZZ,21,0.995,0.0,0.16470917384636963,0.5902104309578076,0.03131710520028091
commons-bcel,LSZZ,21,0.995,0.05,0.17429463040408408,0.6210760274747338,0.03131710520028091
commons-bcel,LSZZ,21,0.995,0.1,0.1760446162806851,0.6307012158812304,0.03131710520028091
commons-bcel,LSZZ,21,0.995,0.25,0.17842814220847453,0.6482303358891889,0.03131710520028091
commons-bcel,LSZZ,21,0.999,0.0,0.16962846814612392,0.5902111156916102,0.10505066559978186
commons-bcel,LSZZ,21,0.999,0.05,0.17947539431026932,0.6210767480173195,0.10505066559978186
commons-bcel,LSZZ,21,0.999,0.1,0.18192700870097805,0.6314522823803974,0.10505066559978186
commons-bcel,LSZZ,21,0.999,0.25,0.1878722764307721,0.652704531284989,0.10505066559978186
commons-bcel,RSZZ,7,0.9,0.0,0.09488888382882743,0.4880118482738832,-0.11301517062796937
commons-bcel,RSZZ,7,0.9,0.05,0.10042783828895921,0.5135328760535123,-0.11301517062796937
commons-bcel,RSZZ,7,0.9,0.1,0.09523379916175312,0.5136031961848206,-0.11301517062796937
commons-bcel,RSZZ,7,0.9,0.25,0.06404910857394144,0.49027060655504606,-0.11301517062796937
commons-bcel,RSZZ,7,0.95,0.0,0.10270768312709702,0.5219668003722028,-0.1609173289350101
commons-bcel,RSZZ,7,0.95,0.05,0.10891400108920676,0.5492635335549327,-0.1609173289350101
commons-bcel,RSZZ,7,0.95,0.1,0.10446801992077875,0.5506866345378812,-0.1609173289350101
commons-bcel,RSZZ,7,0.95,0.25,0.07853230367241426,0.5353324409154847,-0.1609173289350101
commons-bcel,RSZZ,7,0.99,0.0,0.12738695213850892,0.5581366286279337,-0.11469221206177899
commons-bcel,RSZZ,7,0.99,0.05,0.13501333413305394,0.5873248961964863,-0.11469221206177899
commons-bcel,RSZZ,7,0.99,0.1,0.13411646229328836,0.5942358044793139,-0.11469221206177899
commons-bcel,RSZZ,7,0.99,0.25,0.12773264714214114,0.601271472220654,-0.11469221206177899
commons-bcel,RSZZ,7,0.995,0.0,0.1361258152658147,0.5645970986554455,-0.03232004940432069
commons-bcel,RSZZ,7,0.995,0.05,0.1442164788365358,0.5941232224371716,-0.03232004940432069
commons-bcel,RSZZ,7,0.995,0.1,0.14430670130227616,0.6022611093543815,-0.03232004940432069
commons-bcel,RSZZ,7,0.995,0.25,0.1426390842872748,0.6147665383961632,-0.03232004940432069
commons-bcel,RSZZ,7,0.999,0.0,0.14175076372119794,0.5643006855741384,0.06414673700505848
commons-bcel,RSZZ,7,0.999,0.05,0.1501397997304684,0.5938113081615616,0.06414673700505848
commons-bcel,RSZZ,7,0.999,0.1,0.15097262626414906,0.6026822893159098,0.06414673700505848
commons-bcel,RSZZ,7,0.999,0.25,0.15278392381949465,0.6187403910977365,0.06414673700505848
commons-bcel,RSZZ,13,0.9,0.0,0.08350881968852086,0.41001138816436933,-0.10992220987638159
commons-bcel,RSZZ,13,0.9,0.05,0.088452643243356,0.4314533102494958,-0.10992220987638159
commons-bcel,RSZZ,13,0.9,0.1,0.08659058221748107,0.4318390895036719,-0.10992220987638159
commons-bcel,RSZZ,13,0.9,0.25,0.0721598154301877,0.4141531228749549,-0.10992220987638159
commons-bcel,RSZZ,13,0.95,0.0,0.0852350492530315,0.4541520414360187,-0.15186366617288416
commons-bcel,RSZZ,13,0.95,0.05,0.09052761978040061,0.4779023395213208,-0.15186366617288416
commons-bcel,RSZZ,13,0.95,0.1,0.08778619691747909,0.4787177663087813,-0.15186366617288416
commons-bcel,RSZZ,13,0.95,0.25,0.0761442863350719,0.4640886840973714,-0.15186366617288416
commons-bcel,RSZZ,13,0.99,0.0,0.10589069286052377,0.5177998248250915,-0.13246829018064854
commons-bcel,RSZZ,13,0.99,0.05,0.11239290823466397,0.5448786421947709,-0.13246829018064854
commons-bcel,RSZZ,13,0.99,0.1,0.11158065808119862,0.5510998603950163,-0.13246829018064854
commons-bcel,RSZZ,13,0.99,0.25,0.10402445593109728,0.5482282463949034,-0.13246829018064854
commons-bcel,RSZZ,13,0.995,0.0,0.1177983815644647,0.54048150463334,-0.06576286525973508
commons-bcel,RSZZ,13,0.995,0.05,0.12493059515845706,0.568746481278706,-0.06576286525973508
commons-bcel,RSZZ,13,0.995,0.1,0.12512446615558342,0.5769375733563841,-0.06576286525973508
commons-bcel,RSZZ,13,0.995,0.25,0.12071014031038176,0.5811462898010983,-0.06576286525973508
commons-bcel,RSZZ,13,0.999,0.0,0.12851774042343764,0.5575256625164668,0.03406244841374355
commons-bcel,RSZZ,13,0.999,0.05,0.1362147433265752,0.586681979051129,0.03406244841374355
commons-bcel,RSZZ,13,0.999,0.1,0.13732129851865038,0.5964612000340306,0.03406244841374355
commons-bcel,RSZZ,13,0.999,0.25,0.13600856954428484,0.6068599187636289,0.03406244841374355
commons-bcel,RSZZ,21,0.9,0.0,0.1069197969820772,0.4828948895816193,-0.11301481013501855
commons-bcel,RSZZ,21,0.9,0.05,0.11308791909435596,0.5081483213071887,-0.11301481013501855
commons-bcel,RSZZ,21,0.9,0.1,0.11258527436712303,0.5127662613330544,-0.11301481013501855
commons-bcel,RSZZ,21,0.9,0.25,0.12926218450370963,0.5483691741020746,-0.11301481013501855
commons-bcel,RSZZ,21,0.95,0.0,0.10900028922621494,0.5194807609617164,-0.16075774431834222
commons-bcel,RSZZ,21,0.95,0.05,0.11553568480320203,0.5466474844303776,-0.16075774431834222
commons-bcel,RSZZ,21,0.95,0.1,0.11417424937760877,0.5512563848938427,-0.16075774431834222
commons-bcel,RSZZ,21,0.95,0.25,0.1326275426581533,0.5839673928905196,-0.16075774431834222
commons-bcel,RSZZ,21,0.99,0.0,0.12028342497785399,0.5498610768448638,-0.10625938552920691
commons-bcel,RSZZ,21,0.99,0.05,0.12753832149588518,0.5786165668329243,-0.10625938552920691
commons-bcel,RSZZ,21,0.99,0.1,0.1275618209301857,0.586699500928411,-0.10625938552920691
commons-bcel,RSZZ,21,0.99,0.25,0.14829410153570527,0.6225501236927076,-0.10625938552920691
commons-bcel,RSZZ,21,0.995,0.0,0.1228506687902288,0.5507627043127648,-0.0230200534328463
commons-bcel,RSZZ,21,0.995,0.05,0.1302470963845481,0.5795653457372845,-0.0230200534328463
commons-bcel,RSZZ,21,0.995,0.1,0.13073434093520037,0.588353441102717,-0.0230200534328463
commons-bcel,RSZZ,21,0.995,0.25,0.15185621276345185,0.6257080610777734,-0.0230200534328463
commons-bcel,RSZZ,21,0.999,0.0,0.11819866366534208,0.5402946182782298,0.06974671573419207
commons-bcel,RSZZ,21,0.999,0.05,0.1253560209727119,0.5685498215300249,0.06974671573419207
commons-bcel,RSZZ,21,0.999,0.1,0.12586337345077847,0.5773284793118965,0.06974671573419207
commons-bcel,RSZZ,21,0.999,0.25,0.14576523942199252,0.613772088136522,0.06974671573419207
commons-bcel,RASZZ,7,0.9,0.0,0.018594874815856866,0.24958613070257327,-0.09509577000652936
commons-bcel,RASZZ,7,0.9,0.05,0.020143964008728713,0.262638466619417,-0.09509577000652936
commons-bcel,RASZZ,7,0.9,0.1,0.015036712835193474,0.25398814642989054,-0.09509577000652936
commons-bcel,RASZZ,7,0.9,0.25,0.009720071460862074,0.23226858551335217,-0.09509577000652936
commons-bcel,RASZZ,7,0.95,0.0,0.020088412582613093,0.31527822641476466,-0.09639913855470295
commons-bcel,RASZZ,7,0.95,0.05,0.021974079916758767,0.3317659908063531,-0.09639913855470295
commons-bcel,RASZZ,7,0.95,0.1,0.016007966165141524,0.32474163119931354,-0.09639913855470295
commons-bcel,RASZZ,7,0.95,0.25,0.015573180478839111,0.3150730586514181,-0.09639913855470295
commons-bcel,RASZZ,7,0.99,0.0,0.03386767619194733,0.4081569528668298,-0.016940850737770553
commons-bcel,RASZZ,7,0.99,0.05,0.036603381765817594,0.4295018955550186,-0.016940850737770553
commons-bcel,RASZZ,7,0.99,0.1,0.032017668303694034,0.4294621712745033,-0.016940850737770553
commons-bcel,RASZZ,7,0.99,0.25,0.038345616551130245,0.4420597317695635,-0.016940850737770553
commons-bcel,RASZZ,7,0.995,0.0,0.035025085570656825,0.41806035203866226,0.0030836892875361426
commons-bcel,RASZZ,7,0.995,0.05,0.03782859363436075,0.43992320208150043,0.0030836892875361426
commons-bcel,RASZZ,7,0.995,0.1,0.03359471350762175,0.4410959599857175,0.0030836892875361426
commons-bcel,RASZZ,7,0.995,0.25,0.040071095393691684,0.45705769191885676,0.0030836892875361426
commons-bcel,RASZZ,7,0.999,0.0,0.03256002161092601,0.4161230173676973,0.02134348170897415
commons-bcel,RASZZ,7,0.999,0.05,0.03523882748432764,0.4378845527147325,0.02134348170897415
commons-bcel,RASZZ,7,0.999,0.1,0.03112698711510425,0.4395316038934544,0.02134348170897415
commons-bcel,RASZZ,7,0.999,0.25,0.03675035220202564,0.4561090343025504,0.02134348170897415
commons-bcel,RASZZ,13,0.9,0.0,-0.011592722075461127,0.19008711242481316,-0.1278143258114869
commons-bcel,RASZZ,13,0.9,0.05,-0.01162232098532402,0.20002789253886588,-0.1278143258114869
commons-bcel,RASZZ,13,0.9,0.1,-0.018482489634977915,0.18792261469482718,-0.1278143258114869
commons-bcel,RASZZ,13,0.9,0.25,-0.029179962386093817,0.15622693469880208,-0.1278143258114869
commons-bcel,RASZZ,13,0.95,0.0,-0.013917429706041692,0.23791686220722816,-0.13083358012451007
commons-bcel,RASZZ,13,0.95,0.05,-0.013810129124236386,0.2503589430114327,-0.13083358012451007
commons-bcel,RASZZ,13,0.95,0.1,-0.021750876214589567,0.23884240445474067,-0.13083358012451007
commons-bcel,RASZZ,13,0.95,0.25,-0.02905513064965509,0.21217010038209302,-0.13083358012451007
commons-bcel,RASZZ,13,0.99,0.0,-0.004995735905985122,0.33501975145863666,-0.0356440631844446
commons-bcel,RASZZ,13,0.99,0.05,-0.004292428158664904,0.35253991703236637,-0.0356440631844446
commons-bcel,RASZZ,13,0.99,0.1,-0.011134841764669728,0.3482533002627141,-0.0356440631844446
commons-bcel,RASZZ,13,0.99,0.25,-0.01368117754288435,0.343514228757214,-0.0356440631844446
commons-bcel,RASZZ,13,0.995,0.0,1.7400128776626406e-05,0.356220994042274,-0.022269092825869863
commons-bcel,RASZZ,13,0.995,0.05,0.0009901491323822279,0.3748498980674439,-0.022269092825869863
commons-bcel,RASZZ,13,0.995,0.1,-0.005276538833631499,0.3724318007030522,-0.022269092825869863
commons-bcel,RASZZ,13,0.995,0.25,-0.00684647711670541,0.3736440086696939,-0.022269092825869863
commons-bcel,RASZZ,13,0.999,0.0,0.004599567490300309,0.36792975524422006,-0.014641689930649768
commons-bcel,RASZZ,13,0.999,0.05,0.0058161557374957545,0.3871709796893896,-0.014641689930649768
commons-bcel,RASZZ,13,0.999,0.1,8.072244549967763e-05,0.38601956990709,-0.014641689930649768
commons-bcel,RASZZ,13,0.999,0.25,-0.0007728106974842823,0.39098646152495764,-0.014641689930649768
commons-bcel,RASZZ,21,0.9,0.0,0.027944647406738375,0.28049993425612735,0.07543252086378044
commons-bcel,RASZZ,21,0.9,0.05,0.02998269154377622,0.29516893592003196,0.07543252086378044
commons-bcel,RASZZ,21,0.9,0.1,0.02541835804041184,0.2883137021925852,0.07543252086378044
commons-bcel,RASZZ,21,0.9,0.25,0.005212885317463475,0.25742666967844635,0.07543252086378044
commons-bcel,RASZZ,21,0.95,0.0,0.030975464840980477,0.3436951139099985,0.03553580685555221
commons-bcel,RASZZ,21,0.95,0.05,0.03343048057129077,0.36166896553029176,0.03553580685555221
commons-bcel,RASZZ,21,0.95,0.1,0.028096550435872468,0.3562947027788127,0.03553580685555221
commons-bcel,RASZZ,21,0.95,0.25,0.014353076306344583,0.3390542964064912,0.03553580685555221
